accession	cohort	v5_completeness	v5_contamination	v5_mimag	checkm2_completeness	checkm2_contamination	checkm2_mimag	total_bp	log10_total_bp	n_contigs	n50	longest_contig	mean_contig_bp	gc_pct	has_kraken2_output
GCA_945497945.1	neither_hq	58.72602	0.06661713	MQ	70.35	0.0	MQ	533091	5.7268	113	4968	14874	4717.6	35.905	False
GCA_945830435.1	neither_hq	80.77272	0.063848495	MQ	84.18	0.25	MQ	2056773	6.3132	166	16325	45999	12390.2	47.174	False
GCA_945860945.1	disagreement_141	70.507614	0.07409155	MQ	93.8	0.33	HQ	2627201	6.4195	131	31512	99029	20055.0	61.172	True
GCA_945877265.1	agree_clean	99.58615	0.8329153	HQ	95.26	0.14	HQ	1256459	6.0991	93	19499	57034	13510.3	34.135	False
GCA_945878385.1	neither_hq	82.44595	0.008043647	MQ	88.5	0.45	MQ	2582131	6.412	274	11666	49716	9423.8	65.329	False
GCA_945881845.1	disagreement_141	77.36545	0.009056926	MQ	91.68	1.01	HQ	2067449	6.3154	66	57637	176665	31325.0	64.011	True
GCA_945932775.1	agree_clean	99.942505	0.24401248	HQ	95.88	0.54	HQ	2567810	6.4096	62	69332	183628	41416.3	37.499	False
GCA_945995735.1	agree_clean	99.96374	0.046503544	HQ	93.87	0.1	HQ	2944996	6.4691	140	31553	124046	21035.7	51.903	False
GCA_946056965.1	neither_hq	78.78106	0.061902404	MQ	81.85	0.32	MQ	1560114	6.1932	218	8824	39314	7156.5	50.011	False
GCA_946060705.1	neither_hq	60.354282	4.461029	MQ	58.35	0.61	MQ	1396727	6.1451	236	6421	25706	5918.3	66.15	False
GCA_946187265.1	neither_hq	52.36899	5.1672935	MQ	51.01	1.38	MQ	1397562	6.1454	292	5171	21315	4786.2	57.314	False
GCA_946415095.1	agree_clean	96.31287	0.008517504	HQ	91.97	0.0	HQ	2558989	6.4081	129	35047	104825	19837.1	41.878	False
GCA_946999215.1	disagreement_141	83.94728	0.0067949295	MQ	92.54	0.13	HQ	1607478	6.2061	12	212402	281299	133956.5	46.44	True
GCA_947002705.1	agree_clean	99.60063	0.67433417	HQ	95.17	0.06	HQ	2283128	6.3585	112	31609	161603	20385.1	56.76	False
GCA_947061575.1	agree_clean	93.18428	4.1811676	HQ	94.27	0.31	HQ	2667264	6.4261	72	70576	214074	37045.3	56.475	False
GCA_947085045.1	disagreement_141	78.72232	1.7234564	MQ	99.76	2.31	HQ	2795204	6.4464	14	276992	539572	199657.4	70.208	True
GCA_947165385.1	neither_hq	73.6485	0.1288265	MQ	56.64	0.16	MQ	1745311	6.2419	361	5064	18054	4834.7	51.275	False
GCA_947345855.1	agree_clean	99.89972	0.31709373	HQ	99.99	0.0	HQ	2664286	6.4256	45	91990	221275	59206.4	50.037	False
GCA_947346975.1	agree_clean	99.96501	0.07086098	HQ	98.34	0.53	HQ	3241396	6.5107	90	52661	163189	36015.5	43.767	False
GCA_947347575.1	v5hq_only	99.96852	0.48604906	HQ	86.76	0.61	MQ	3730794	6.5718	400	12607	45717	9327.0	39.662	True
GCA_947363225.1	agree_clean	99.77115	0.9122461	HQ	99.99	0.23	HQ	2689261	6.4296	25	180575	480262	107570.4	55.623	False
GCA_947368725.1	agree_clean	99.66681	0.13227165	HQ	95.19	0.16	HQ	2079898	6.318	33	110371	238206	63027.2	60.118	False
GCA_947378535.1	agree_clean	95.30142	0.022408366	HQ	90.57	1.03	HQ	3460565	6.5391	276	18896	93006	12538.3	50.32	False
GCA_947380365.1	neither_hq	82.16992	0.06997883	MQ	68.97	10.05	LQ	2317234	6.365	281	8562	24718	8246.4	33.678	False
GCA_947381095.1	neither_hq	77.83638	0.15085042	MQ	84.36	0.0	MQ	1499539	6.176	98	25339	78740	15301.4	55.095	False
GCA_947387735.1	neither_hq	56.107727	0.006815791	MQ	43.58	0.89	LQ	1573431	6.1968	334	4974	21092	4710.9	60.705	False
GCA_947449975.1	v5hq_only	96.13405	1.2792319	HQ	80.23	2.84	MQ	2457306	6.3905	235	14058	75151	10456.6	35.393	True
GCA_947450355.1	neither_hq	83.99104	0.0021874905	MQ	83.52	0.57	MQ	2326620	6.3667	226	14455	61965	10294.8	32.939	False
GCA_947461945.1	neither_hq	55.135933	0.044938922	MQ	40.8	0.56	LQ	1130781	6.0534	214	5543	21024	5284.0	35.081	False
GCA_947467075.1	neither_hq	55.444134	0.17606616	MQ	48.09	1.96	LQ	785748	5.8953	137	6190	22922	5735.4	47.32	False
GCA_947467485.1	v5hq_only	99.89447	1.2390703	HQ	85.99	0.2	MQ	4345543	6.638	89	69056	171308	48826.3	64.938	True
GCA_947473205.1	agree_clean	99.97269	0.70943236	HQ	99.44	0.37	HQ	3078553	6.4883	54	85115	355034	57010.2	36.934	False
GCA_947476125.1	neither_hq	67.115265	0.01962483	MQ	70.75	1.71	MQ	1991348	6.2991	362	5771	21494	5501.0	59.305	False
GCA_947480055.1	v5hq_only	99.75398	0.0036358833	HQ	81.86	3.01	MQ	2222635	6.3469	195	15497	56604	11398.1	53.678	True
GCA_947481585.1	v5hq_only	97.17062	0.10865033	HQ	84.37	1.71	MQ	2208771	6.3442	230	12068	50624	9603.4	42.304	True
GCA_947488205.1	agree_clean	99.97652	0.46163797	HQ	99.8	0.07	HQ	3041856	6.4831	15	768274	1327729	202790.4	45.112	False
GCA_947494825.1	agree_clean	99.79123	0.36058724	HQ	99.98	0.13	HQ	4540785	6.6571	33	726335	979849	137599.5	45.186	False
GCA_947498875.1	disagreement_141	68.635315	1.42636	MQ	100.0	0.23	HQ	2316515	6.3648	78	53396	269718	29698.9	62.422	True
GCA_947565175.1	neither_hq	73.828445	0.22968054	MQ	56.06	12.38	LQ	1337913	6.1264	73	28054	68723	18327.6	41.836	False
GCA_947566755.1	agree_clean	99.941086	0.23539662	HQ	99.33	0.0	HQ	3240802	6.5107	73	76493	217558	44394.5	47.601	False
GCA_947572695.1	agree_clean	99.57471	0.28131902	HQ	95.32	1.03	HQ	3226324	6.5087	94	58144	273986	34322.6	50.617	False
GCA_947573175.1	neither_hq	85.207184	60.739315	LQ	97.41	11.0	LQ	4055996	6.6081	211	33538	215602	19222.7	57.709	False
GCA_947626165.1	disagreement_141	65.47315	11.839453	LQ	97.45	2.05	HQ	1836353	6.264	16	163983	237004	114772.1	38.011	True
GCA_947648685.1	agree_clean	99.980316	1.1935651	HQ	98.59	0.2	HQ	2235503	6.3494	27	170840	251290	82796.4	38.182	False
GCA_948440595.1	agree_clean	99.9191	0.041490793	HQ	90.52	0.65	HQ	2761562	6.4412	241	15582	60712	11458.8	49.961	False
GCA_948472995.1	neither_hq	76.08671	0.060522556	MQ	80.9	0.04	MQ	2301722	6.3621	266	10969	45754	8653.1	41.481	False
GCA_948480355.1	neither_hq	56.690002	0.9986818	MQ	58.82	0.0	MQ	1331635	6.1244	453	3293	21741	2939.6	54.037	False
GCA_948486125.1	agree_clean	99.16814	0.13685822	HQ	92.4	0.83	HQ	1788210	6.2524	48	48782	151836	37254.4	38.654	False
GCA_948487565.1	agree_clean	99.945946	0.923121	HQ	90.72	0.31	HQ	2556548	6.4077	44	81416	214614	58103.4	46.713	False
GCA_948489085.1	neither_hq	80.745514	1.0320783	MQ	78.32	4.92	MQ	2045164	6.3107	412	6092	28524	4964.0	53.902	False
GCA_948490225.1	neither_hq	50.44523	5.8254333	MQ	47.43	0.02	LQ	1191509	6.0761	40	45132	133211	29787.7	45.318	False
GCA_948493095.1	neither_hq	61.171955	0.0015586615	MQ	51.3	0.33	MQ	1724228	6.2366	588	3465	9790	2932.4	54.684	False
GCA_948493675.1	neither_hq	57.42421	0.142622	MQ	51.32	0.03	MQ	1447151	6.1605	32	68500	171629	45223.5	55.643	False
GCA_948511085.1	agree_clean	99.90236	0.40468872	HQ	98.6	0.48	HQ	2650792	6.4234	78	65349	197481	33984.5	48.621	False
GCA_948525625.1	neither_hq	75.78485	0.06489158	MQ	75.38	0.04	MQ	1816603	6.2593	15	250837	373261	121106.9	51.098	False
GCA_948530535.1	neither_hq	62.346375	0.043669343	MQ	61.91	0.11	MQ	1839061	6.2646	166	16043	43137	11078.7	49.736	False
GCA_948531775.1	agree_clean	99.80026	0.9151578	HQ	98.28	0.0	HQ	2196853	6.3418	54	71802	224478	40682.5	43.651	False
GCA_948532585.1	agree_clean	99.97565	0.80071986	HQ	99.78	3.0	HQ	2581710	6.4119	118	95563	332420	21878.9	55.815	False
GCA_948539115.1	agree_clean	99.834114	0.19524097	HQ	92.55	0.37	HQ	2507112	6.3992	82	52728	136323	30574.5	51.812	False
GCA_948554195.1	neither_hq	72.08932	0.74400604	MQ	71.22	1.3	MQ	2224920	6.3473	176	16670	104654	12641.6	50.223	False
GCA_948555565.1	v5hq_only	98.12463	0.009834766	HQ	85.55	1.31	MQ	2106226	6.3235	111	24060	156000	18975.0	49.197	True
GCA_948562815.1	neither_hq	89.16877	0.19361377	MQ	89.18	1.66	MQ	1806376	6.2568	309	8905	51853	5845.9	40.432	False
GCA_948565335.1	agree_clean	99.94096	0.29732585	HQ	99.83	0.0	HQ	2678100	6.4278	57	92045	302999	46984.2	50.196	False
GCA_948565645.1	neither_hq	82.25312	0.0238806	MQ	86.57	3.51	MQ	1980390	6.2968	234	11236	34106	8463.2	54.882	False
GCA_948568525.1	agree_clean	99.955185	0.461787	HQ	99.97	0.24	HQ	2536498	6.4042	34	120047	513398	74602.9	50.047	False
GCA_948571975.1	neither_hq	83.164375	0.019040704	MQ	84.79	0.49	MQ	1646707	6.2166	305	6880	41343	5399.0	37.927	False
GCA_948576655.1	agree_clean	99.986725	0.0091433525	HQ	95.86	0.12	HQ	2106020	6.3235	40	168367	355310	52650.5	52.887	False
GCA_948583585.1	agree_clean	99.9434	0.1627475	HQ	93.65	0.4	HQ	2487911	6.3958	94	42883	122844	26467.1	50.532	False
GCA_948585155.1	neither_hq	80.87181	0.07685721	MQ	70.15	0.59	MQ	1224991	6.0881	321	4927	17834	3816.2	35.697	False
GCA_948586815.1	neither_hq	84.82524	0.3460616	MQ	81.79	3.86	MQ	2390411	6.3785	795	3577	21159	3006.8	61.255	False
GCA_948592635.1	agree_clean	99.971085	0.45664012	HQ	99.75	0.12	HQ	2205229	6.3435	77	57547	140577	28639.3	50.214	False
GCA_948604415.1	neither_hq	85.77469	0.005888939	MQ	79.56	6.6	MQ	2627297	6.4195	403	8874	47367	6519.3	61.7	False
GCA_948614825.1	agree_clean	99.94823	0.24504364	HQ	95.86	0.22	HQ	2705365	6.4322	53	104734	208327	51044.6	50.264	False
GCA_948620335.1	agree_clean	99.96773	1.1258602	HQ	90.26	0.18	HQ	4374185	6.6409	81	85125	250927	54002.3	51.118	False
GCA_948620345.1	neither_hq	70.47177	0.039577484	MQ	70.72	2.42	MQ	2423331	6.3844	451	7446	52835	5373.2	50.646	False
GCA_948627575.1	agree_clean	99.9246	0.89796185	HQ	100.0	0.19	HQ	3139252	6.4968	76	104142	442227	41305.9	39.683	False
GCA_948632355.1	neither_hq	77.662704	0.19989312	MQ	73.58	0.33	MQ	2129520	6.3283	39	95409	173148	54603.1	47.679	False
GCA_948651835.1	agree_clean	99.91113	2.1126866	HQ	100.0	1.86	HQ	3709216	6.5693	130	60123	208188	28532.4	48.168	False
GCA_948658235.1	neither_hq	67.10406	0.08919835	MQ	58.75	3.81	MQ	1941324	6.2881	401	6265	45113	4841.2	47.809	False
GCA_948663785.1	v5hq_only	98.21226	0.3308028	HQ	88.08	1.02	MQ	2486152	6.3955	218	18088	84684	11404.4	49.641	True
GCA_948666555.1	neither_hq	83.425255	0.0007659197	MQ	75.75	0.4	MQ	2296409	6.361	403	6809	30462	5698.3	53.211	False
GCA_948668855.1	agree_clean	99.962265	4.303226	HQ	99.91	0.85	HQ	4455515	6.6489	310	82065	181762	14372.6	46.21	False
GCA_948669905.1	agree_clean	99.97215	0.393489	HQ	95.45	1.31	HQ	2442385	6.3878	84	45086	129890	29076.0	54.622	False
GCA_948675425.1	agree_clean	99.973816	0.014019012	HQ	95.34	2.47	HQ	1797971	6.2548	120	24829	78804	14983.1	40.952	False
GCA_948678005.1	agree_clean	99.90504	0.1178056	HQ	95.09	1.04	HQ	2384992	6.3775	150	25093	98083	15899.9	49.144	False
GCA_948678825.1	agree_clean	99.94731	0.11814833	HQ	97.88	0.04	HQ	1863483	6.2703	48	61280	138795	38822.6	34.256	False
GCA_948679435.1	neither_hq	51.727436	0.0042259693	MQ	43.32	0.33	LQ	1340239	6.1272	664	2108	8396	2018.4	40.968	False
GCA_948688565.1	agree_clean	99.93964	0.5562663	HQ	95.51	0.17	HQ	1770815	6.2482	52	101249	262109	34054.1	44.707	False
GCA_948693705.1	neither_hq	84.631485	0.7930726	MQ	80.41	2.17	MQ	2501989	6.3983	339	10893	62594	7380.5	64.431	False
GCA_948696975.1	neither_hq	69.974625	0.12140274	MQ	79.28	0.26	MQ	1158627	6.0639	25	78655	185598	46345.1	46.935	False
GCA_948699335.1	agree_clean	99.986374	0.6796479	HQ	99.0	0.06	HQ	3007115	6.4782	23	209018	417495	130744.1	41.441	False
GCA_948703015.1	disagreement_141	82.77455	31.674969	LQ	92.25	0.48	HQ	1657732	6.2195	84	42023	237927	19734.9	27.317	True
GCA_948704125.1	agree_clean	99.06023	0.019916892	HQ	97.59	2.79	HQ	2137341	6.3299	225	15525	60778	9499.3	37.684	False
GCA_948718875.1	neither_hq	77.06486	0.046133995	MQ	75.74	0.08	MQ	2599769	6.4149	155	24098	76624	16772.7	52.912	False
GCA_948719905.1	neither_hq	78.52112	4.707649	MQ	71.87	2.7	MQ	744740	5.872	70	14174	45483	10639.1	43.583	False
GCA_948721845.1	neither_hq	76.37526	16.278978	LQ	87.15	0.09	MQ	2328258	6.367	73	52750	169486	31893.9	57.339	False
GCA_948722075.1	neither_hq	58.21051	0.101062655	MQ	61.32	0.66	MQ	3112016	6.493	231	21893	105375	13471.9	41.634	False
GCA_948735825.1	neither_hq	86.29944	0.13129711	MQ	81.87	1.67	MQ	2181408	6.3387	132	27973	100850	16525.8	62.497	False
GCA_948740895.1	neither_hq	88.5229	0.11193156	MQ	85.5	1.55	MQ	2504396	6.3987	375	9328	31902	6678.4	41.775	False
GCA_948741635.1	agree_clean	99.91499	0.20927191	HQ	95.61	0.21	HQ	2174618	6.3374	11	267351	496196	197692.5	56.936	False
GCA_948758425.1	agree_clean	99.927444	0.047904253	HQ	99.1	1.05	HQ	2934808	6.4676	47	104600	220120	62442.7	39.104	False
GCA_948761475.1	agree_clean	99.9601	0.37207007	HQ	99.67	0.19	HQ	2323173	6.3661	53	63344	141809	43833.5	52.061	False
GCA_948778225.1	agree_clean	90.70833	0.030571222	HQ	96.22	0.2	HQ	2618066	6.418	141	32639	135542	18567.8	55.088	False
GCA_948784995.1	agree_clean	99.90408	0.5109936	HQ	99.99	2.22	HQ	2963175	6.4718	58	141501	312077	51089.2	49.6	False
GCA_948785375.1	agree_clean	99.98056	0.14372468	HQ	91.77	1.29	HQ	3831162	6.5833	72	98258	209188	53210.6	44.751	False
GCA_948792095.1	neither_hq	82.50371	0.32975674	MQ	85.54	1.42	MQ	1556718	6.1922	248	7515	31518	6277.1	52.313	False
GCA_948794155.1	agree_clean	99.78258	0.04041493	HQ	90.11	0.35	HQ	2042163	6.3101	88	69440	148646	23206.4	58.022	False
GCA_948804705.1	neither_hq	75.430405	0.035876036	MQ	66.54	1.21	MQ	2791519	6.4458	615	5591	29928	4539.1	52.984	False
GCA_948806205.1	neither_hq	76.47352	0.06084144	MQ	72.53	3.41	MQ	2028633	6.3072	441	5803	37275	4600.1	45.962	False
GCA_948819215.1	agree_clean	99.81446	0.07067323	HQ	96.07	0.54	HQ	1368066	6.1361	103	20925	60788	13282.2	34.755	False
GCA_948819895.1	neither_hq	85.72894	0.0013172626	MQ	76.1	0.83	MQ	2379920	6.3766	295	11433	47861	8067.5	53.673	False
GCA_948836335.1	agree_clean	99.96897	0.24653375	HQ	99.87	0.1	HQ	2029096	6.3073	86	37377	85277	23594.1	38.452	False
GCA_948841015.1	v5hq_only	91.825455	0.001385808	HQ	83.06	2.86	MQ	1544658	6.1888	371	5488	38553	4163.5	40.86	True
GCA_948856765.1	neither_hq	56.434578	0.25311112	MQ	55.31	0.62	MQ	1968398	6.2941	842	2435	10446	2337.8	39.409	False
GCA_948857955.1	neither_hq	87.505356	0.13515651	MQ	85.73	4.96	MQ	2490881	6.3964	146	28598	83616	17060.8	41.358	False
GCA_948866415.1	agree_clean	99.5298	0.72844625	HQ	90.58	0.44	HQ	3099730	6.4913	340	12580	54584	9116.9	48.494	False
GCA_948867905.1	neither_hq	84.24273	0.2865225	MQ	69.63	1.73	MQ	3646807	6.5619	334	14460	61179	10918.6	51.301	False
GCA_948869995.1	agree_clean	99.92552	0.15960634	HQ	99.99	0.04	HQ	1835357	6.2637	71	46705	103925	25850.1	38.981	False
GCA_948873745.1	v5hq_only	91.85121	0.06933808	HQ	84.77	2.16	MQ	2316587	6.3648	347	8915	23825	6676.0	49.25	True
GCA_948880845.1	agree_clean	99.96098	0.7839501	HQ	90.11	0.35	HQ	2752892	6.4398	154	23941	121650	17875.9	50.433	False
GCA_948886615.1	neither_hq	88.972206	0.40782094	MQ	82.62	3.42	MQ	2578120	6.4113	92	51536	181278	28023.0	41.467	False
GCA_948888185.1	neither_hq	63.255184	0.00063180923	MQ	43.35	2.03	LQ	1723909	6.2365	629	3209	38041	2740.7	42.117	False
GCA_948900265.1	agree_clean	99.93336	0.05955994	HQ	98.47	0.82	HQ	3722429	6.5708	265	23752	88184	14046.9	36.386	False
GCA_948912735.1	neither_hq	89.87023	0.13309419	MQ	89.91	0.71	MQ	3123325	6.4946	137	40428	143795	22798.0	52.173	False
GCA_948928145.1	agree_clean	99.96974	0.40641725	HQ	99.96	0.16	HQ	2606473	6.4161	54	73410	187708	48268.0	50.717	False
GCA_948943405.1	neither_hq	65.404236	0.043720007	MQ	61.26	1.32	MQ	1290455	6.1107	316	4894	15496	4083.7	35.62	False
GCA_948945125.1	agree_clean	99.888084	0.045013428	HQ	94.85	0.22	HQ	2787129	6.4452	63	85360	230190	44240.1	53.207	False
GCA_948949165.1	neither_hq	64.95463	0.0795275	MQ	72.05	2.35	MQ	837718	5.9231	324	2749	10310	2585.5	49.551	False
GCA_948952035.1	v5hq_only	99.79272	0.3688842	HQ	77.53	1.06	MQ	3630289	6.5599	489	9207	55369	7423.9	45.351	True
GCA_948953505.1	neither_hq	74.44834	0.08363724	MQ	85.52	0.3	MQ	1393149	6.144	136	15444	41411	10243.7	46.926	False
GCA_948961635.1	neither_hq	62.250374	0.053936243	MQ	61.8	0.06	MQ	2654065	6.4239	56	67418	300292	47394.0	41.791	False
GCA_948965675.1	neither_hq	83.49996	1.4903992	MQ	82.59	0.87	MQ	2463191	6.3915	100	38449	96990	24631.9	54.228	False
GCA_948966055.1	neither_hq	75.64931	0.47713518	MQ	75.15	4.27	MQ	2051475	6.3121	413	6298	22646	4967.3	45.839	False
GCA_948971235.1	neither_hq	75.3481	0.15333593	MQ	79.19	0.91	MQ	1974875	6.2955	328	7148	32136	6021.0	50.165	False
GCA_948986435.1	neither_hq	64.26822	0.00020265579	MQ	76.54	4.29	MQ	2252174	6.3526	267	10567	72437	8435.1	47.867	False
GCA_948989015.1	agree_clean	99.872894	0.037670135	HQ	92.66	1.42	HQ	4182865	6.6215	169	43317	104869	24750.7	46.852	False
GCA_948994475.1	agree_clean	99.95598	0.30440688	HQ	98.83	0.0	HQ	3317621	6.5208	58	105528	217453	57200.4	47.455	False
GCA_948995065.1	agree_clean	99.94223	0.16052425	HQ	92.37	0.67	HQ	3105531	6.4921	76	80043	194093	40862.2	52.211	False
GCA_949000995.1	agree_clean	99.40743	0.22789836	HQ	100.0	1.44	HQ	1632744	6.2129	102	26582	75609	16007.3	44.117	False
GCA_949009515.1	agree_clean	99.59771	0.97875595	HQ	99.28	0.0	HQ	2085272	6.3192	27	139160	268474	77232.3	43.654	False
GCA_949018225.1	neither_hq	79.82489	0.051668286	MQ	68.9	0.1	MQ	2075709	6.3172	396	5943	21799	5241.7	51.591	False
GCA_949019735.1	agree_clean	99.87637	0.5767673	HQ	97.09	0.37	HQ	2705190	6.4322	62	71657	197381	43632.1	48.373	False
GCA_949035815.1	agree_clean	99.85986	0.2792418	HQ	100.0	0.29	HQ	4568712	6.6598	57	198668	346034	80152.8	50.787	False
GCA_949036865.1	neither_hq	72.63896	8.105114	MQ	80.28	0.15	MQ	2035740	6.3087	98	28029	97351	20772.9	51.831	False
GCA_949037135.1	neither_hq	52.064014	0.11678338	MQ	47.08	2.01	LQ	1830588	6.2626	64	42986	86439	28602.9	50.855	False
GCA_949039255.1	neither_hq	87.55672	0.14013648	MQ	84.16	0.04	MQ	2370683	6.3749	61	64165	164944	38863.7	51.622	False
GCA_949039575.1	v5hq_only	98.82229	0.089395046	HQ	87.48	0.3	MQ	2077542	6.3175	43	91487	183385	48314.9	63.754	True
GCA_949041655.1	neither_hq	69.204575	0.03939569	MQ	53.44	2.1	MQ	1203446	6.0804	153	8923	37008	7865.7	43.959	False
GCA_949043515.1	v5hq_only	90.23288	0.20822287	HQ	66.55	0.99	MQ	2146781	6.3318	550	4573	20548	3903.2	59.957	True
GCA_949046905.1	neither_hq	81.73071	0.2274543	MQ	79.55	2.8	MQ	2403353	6.3808	801	3459	17816	3000.4	48.856	False
GCA_949046955.1	neither_hq	87.858536	0.053054094	MQ	89.47	1.91	MQ	1818703	6.2598	463	5011	27059	3928.1	40.436	False
GCA_949052265.1	agree_clean	99.969406	0.42491853	HQ	98.63	0.0	HQ	3417791	6.5337	54	95158	326702	63292.4	47.548	False
GCA_949053625.1	neither_hq	70.09971	0.06465614	MQ	59.96	2.05	MQ	1762668	6.2462	596	3368	16851	2957.5	50.704	False
GCA_949054195.1	agree_clean	99.492905	1.6836882	HQ	97.76	0.74	HQ	2167939	6.336	90	37146	175251	24088.2	31.138	False
GCA_949057715.1	neither_hq	88.79245	0.22436976	MQ	80.39	3.41	MQ	2533457	6.4037	265	15337	52237	9560.2	64.757	False
GCA_949061875.1	agree_clean	99.94799	0.8892119	HQ	94.35	0.47	HQ	3629602	6.5599	102	60295	238913	35584.3	51.649	False
GCA_949067335.1	agree_clean	99.32899	0.285995	HQ	90.0	1.46	HQ	3334988	6.5231	346	16660	117763	9638.7	45.155	False
GCA_949072425.1	neither_hq	99.904755	10.211009	LQ	93.5	7.66	MQ	4743002	6.6761	492	42504	159174	9640.2	42.932	False
GCA_949072995.1	agree_clean	99.92877	0.33937693	HQ	99.95	0.11	HQ	3232866	6.5096	107	47199	213650	30213.7	52.725	False
GCA_949077765.1	v5hq_only	99.954956	1.2479961	HQ	87.52	2.56	MQ	3235123	6.5099	321	16248	52385	10078.3	48.219	True
GCA_949101855.1	neither_hq	79.68388	3.9932756	MQ	77.69	4.51	MQ	2180231	6.3385	658	4017	16357	3313.4	56.189	False
GCA_949103825.1	neither_hq	73.92215	0.22004247	MQ	71.04	2.21	MQ	1852680	6.2678	223	10400	32864	8308.0	54.301	False
GCA_949156035.1	neither_hq	64.58444	0.2629906	MQ	65.67	1.34	MQ	1599502	6.204	399	4522	19412	4008.8	47.111	False
GCA_949286355.1	agree_clean	99.9713	0.6419927	HQ	100.0	0.06	HQ	2460708	6.3911	30	153575	349366	82023.6	37.985	False
GCA_949347405.1	agree_clean	99.97702	1.012975	HQ	99.19	3.0	HQ	2948135	6.4695	97	51379	139701	30393.1	50.561	False
GCA_949372795.1	neither_hq	62.642025	3.850019	MQ	86.83	0.0	MQ	1101475	6.042	16	132798	161028	68842.2	51.676	False
GCA_949375615.1	neither_hq	50.72494	0.04478693	MQ	37.43	0.01	LQ	1333480	6.125	41	56340	182955	32523.9	45.781	False
GCA_949381705.1	neither_hq	73.54901	0.008580089	MQ	81.65	0.95	MQ	1226299	6.0886	114	16220	42999	10757.0	47.876	False
GCA_949383625.1	agree_clean	99.595634	1.705423	HQ	96.84	0.56	HQ	2169610	6.3364	180	18636	59327	12053.4	31.173	False
GCA_949386215.1	disagreement_141	97.38136	63.80365	LQ	95.05	2.27	HQ	4751202	6.6768	156	49215	205296	30456.4	54.935	True
GCA_949397535.1	agree_clean	99.96808	1.3137251	HQ	93.96	2.33	HQ	4354774	6.639	157	67813	310540	27737.4	40.414	False
GCA_949403115.1	neither_hq	84.466446	0.0772506	MQ	84.61	0.0	MQ	1920521	6.2834	51	53951	119277	37657.3	55.658	False
GCA_949404875.1	agree_clean	99.64809	0.052276254	HQ	95.27	0.43	HQ	1268183	6.1032	121	14035	60014	10480.9	34.912	False
GCA_949407395.1	neither_hq	74.8761	0.164935	MQ	71.78	0.0	MQ	1950553	6.2902	24	190171	326598	81273.0	50.827	False
GCA_949407775.1	agree_clean	99.934265	0.69051087	HQ	100.0	1.46	HQ	3886437	6.5896	55	126797	270248	70662.5	48.253	False
GCA_949423455.1	neither_hq	86.603714	0.109773874	MQ	82.67	1.78	MQ	2251273	6.3524	338	9024	27817	6660.6	51.174	False
GCA_949441215.1	neither_hq	84.82894	0.17338097	MQ	85.99	2.11	MQ	3880175	6.5889	597	8188	52110	6499.5	50.681	False
GCA_949441805.1	neither_hq	72.632	0.03003478	MQ	73.68	1.65	MQ	1414043	6.1505	330	5162	21295	4285.0	60.004	False
GCA_949444895.1	neither_hq	78.423515	0.43399036	MQ	66.19	0.13	MQ	2993751	6.4762	143	55560	209673	20935.3	40.574	False
GCA_949454215.1	agree_clean	99.81921	0.07390082	HQ	93.32	1.11	HQ	2083385	6.3188	73	41227	134886	28539.5	60.818	False
GCA_949455515.1	neither_hq	83.04068	0.06900728	MQ	75.49	2.17	MQ	3219799	6.5078	730	5517	22702	4410.7	47.96	False
GCA_949459125.1	neither_hq	69.64131	1.1040419	MQ	78.61	1.6	MQ	1590885	6.2016	234	9494	40679	6798.7	30.976	False
GCA_949473575.1	neither_hq	69.9283	0.096815825	MQ	65.87	1.79	MQ	1362205	6.1342	253	6978	26659	5384.2	43.935	False
GCA_949477195.1	agree_clean	99.931595	0.3963381	HQ	99.98	2.53	HQ	4672367	6.6695	158	52675	186952	29571.9	41.942	False
GCA_949478905.1	agree_clean	99.933266	0.044444203	HQ	98.73	0.06	HQ	1968512	6.2941	15	229294	426663	131234.1	58.433	False
GCA_949480775.1	neither_hq	84.29143	0.01167953	MQ	86.34	1.71	MQ	2766734	6.442	396	9661	52010	6986.7	51.904	False
GCA_949481065.1	agree_clean	99.83231	2.4509192	HQ	94.63	0.24	HQ	885331	5.9471	17	87796	163534	52078.3	45.494	False
GCA_949495415.1	neither_hq	76.99932	0.16157031	MQ	60.9	6.38	MQ	2318894	6.3653	650	3905	19175	3567.5	57.768	False
GCA_949497025.1	agree_clean	99.93774	1.5407324	HQ	99.99	0.13	HQ	3573311	6.5531	48	119418	227458	74444.0	50.29	False
GCA_949498535.1	neither_hq	79.53221	0.22637546	MQ	67.77	2.43	MQ	2404000	6.3809	646	4248	33096	3721.4	46.321	False
GCA_949506455.1	agree_clean	99.96735	0.54656863	HQ	99.95	0.41	HQ	2569443	6.4098	20	178723	372629	128472.1	49.754	False
GCA_949519435.1	agree_clean	99.95253	0.2147466	HQ	92.88	1.23	HQ	2492065	6.3966	205	18749	111286	12156.4	51.039	False
GCA_949520605.1	neither_hq	87.357574	0.4537195	MQ	82.13	4.69	MQ	2651889	6.4236	559	5955	29999	4744.0	47.608	False
GCA_949522835.1	neither_hq	64.32844	1.0368466	MQ	54.49	3.87	MQ	2241654	6.3506	737	3236	14616	3041.6	51.234	False
GCA_949551255.1	neither_hq	72.90336	0.30531585	MQ	56.74	2.73	MQ	2200578	6.3425	197	18860	71006	11170.4	59.164	False
