accession	cohort	v5_completeness	v5_contamination	checkm2_completeness	checkm2_contamination	total_bp	n_contigs	classified_bp	unclassified_pct	orig_phylum_dominant	orig_phylum_dominant_pct	orig_phylum_contam_pct	orig_n_phyla	strict_phylum_dominant	strict_phylum_dominant_pct	strict_phylum_contam_pct	strict_n_phyla	strict_qualifying_bp	strict_qualifying_bp_frac	strict_n_qualifying_contigs	total_kmers	informative_kmers	informative_kmer_density	mean_contig_confidence_bpw	asm_total_bp	asm_n_contigs	asm_n50	asm_gc_pct
GCA_948620335.1	agree_clean	99.96773	1.1258602	90.26	0.18	4374185	81	4223223	3.451	Bacillota	43.396	30.432	12	unresolved			0	0	0.0	0	4367937	1455	0.000333	0.000154	4374185	81	85125	51.118
GCA_948627575.1	agree_clean	99.9246	0.89796185	100.0	0.19	3139252	76	3071484	2.159	Bacillota	87.645	0.619	3	unresolved			0	0	0.0	0	3136132	1787	0.00057	0.000134	3139252	76	104142	39.683
GCA_948651835.1	agree_clean	99.91113	2.1126866	100.0	1.86	3709216	130	3584446	3.364	Bacteroidota	92.299	2.62	4	unresolved			0	0	0.0	0	3704260	49033	0.013237	0.012788	3709216	130	60123	48.168
GCA_948663785.1	v5hq_only	98.21226	0.3308028	88.08	1.02	2486152	218	1857501	25.286	Bacteroidota	26.096	23.226	14	unresolved			0	0	0.0	0	2477726	880	0.000355	0.00033	2486152	218	18088	49.641
GCA_948668855.1	agree_clean	99.962265	4.303226	99.91	0.85	4455515	310	4203263	5.662	Bacillota	71.355	9.083	9	unresolved			0	0	0.0	0	4444621	4783	0.001076	0.000436	4455515	310	82065	46.21
GCA_948669905.1	agree_clean	99.97215	0.393489	95.45	1.31	2442385	84	2208672	9.569	Bacteroidota	50.122	25.74	7	unresolved			0	0	0.0	0	2438323	1462	0.0006	0.000421	2442385	84	45086	54.622
GCA_948675425.1	agree_clean	99.973816	0.014019012	95.34	2.47	1797971	120	1207026	32.867	Pseudomonadota	16.24	38.144	11	unresolved			0	0	0.0	0	1793223	372	0.000207	0.000224	1797971	120	24829	40.952
GCA_948678005.1	agree_clean	99.90504	0.1178056	95.09	1.04	2384992	150	2030690	14.855	Bacteroidota	51.6	19.724	9	unresolved			0	0	0.0	0	2376880	1434	0.000603	0.000479	2384992	150	25093	49.144
GCA_948678825.1	agree_clean	99.94731	0.11814833	97.88	0.04	1863483	48	1863483	0.0	Bacillota	100.0	0.0	1	unresolved			0	0	0.0	0	1861141	40587	0.021808	0.005465	1863483	48	61280	34.256
GCA_948688565.1	agree_clean	99.93964	0.5562663	95.51	0.17	1770815	52	1619587	8.54	Bacillota	32.88	27.12	6	unresolved			0	0	0.0	0	1768645	516	0.000292	0.00011	1770815	52	101249	44.707
GCA_948699335.1	agree_clean	99.986374	0.6796479	99.0	0.06	3007115	23	2977827	0.974	Bacteroidota	99.026	0.0	1	unresolved			0	0	0.0	0	3005797	2955	0.000983	0.000359	3007115	23	209018	41.441
GCA_948703015.1	disagreement_141	82.77455	31.674969	92.25	0.48	1657732	84	1481352	10.64	Bacillota	38.69	30.111	13	unresolved			0	0	0.0	0	1652884	683	0.000413	0.000239	1657732	84	42023	27.317
GCA_948704125.1	agree_clean	99.06023	0.019916892	97.59	2.79	2137341	225	1490576	30.26	Bacillota	31.644	19.857	13	unresolved			0	0	0.0	0	2129691	809	0.00038	0.000357	2137341	225	15525	37.684
GCA_948741635.1	agree_clean	99.91499	0.20927191	95.61	0.21	2174618	11	2174618	0.0	Bacteroidota	100.0	0.0	1	unresolved			0	0	0.0	0	2172770	2431	0.001119	0.000511	2174618	11	267351	56.936
GCA_948758425.1	agree_clean	99.927444	0.047904253	99.1	1.05	2934808	47	2861585	2.495	Bacillota	74.555	6.197	4	unresolved			0	0	0.0	0	2932898	1262	0.00043	0.000195	2934808	47	104600	39.104
GCA_948761475.1	agree_clean	99.9601	0.37207007	99.67	0.19	2323173	53	2300561	0.973	Bacteroidota	73.392	19.396	6	unresolved			0	0	0.0	0	2321237	1118	0.000482	0.000153	2323173	53	63344	52.061
GCA_948778225.1	agree_clean	90.70833	0.030571222	96.22	0.2	2618066	141	2379910	9.097	Bacillota	28.86	40.277	7	unresolved			0	0	0.0	0	2611490	1067	0.000409	0.000241	2618066	141	32639	55.088
GCA_948784995.1	agree_clean	99.90408	0.5109936	99.99	2.22	2963175	58	2963175	0.0	Bacteroidota	99.737	0.263	2	unresolved			0	0	0.0	0	2960270	31327	0.010582	0.009849	2963175	58	141501	49.6
GCA_948785375.1	agree_clean	99.98056	0.14372468	91.77	1.29	3831162	72	3765263	1.72	Bacillota	81.921	12.859	7	unresolved			0	0	0.0	0	3828186	1810	0.000473	0.000139	3831162	72	98258	44.751
GCA_948794155.1	agree_clean	99.78258	0.04041493	90.11	0.35	2042163	88	1928808	5.551	Bacteroidota	86.948	1.758	6	unresolved			0	0	0.0	0	2035308	1499	0.000736	0.000185	2042163	88	69440	58.022
GCA_948819215.1	agree_clean	99.81446	0.07067323	96.07	0.54	1368066	103	1071568	21.673	Bacillota	29.544	32.068	10	unresolved			0	0	0.0	0	1362970	440	0.000323	0.000288	1368066	103	20925	34.755
GCA_948836335.1	agree_clean	99.96897	0.24653375	99.87	0.1	2029096	86	2026623	0.122	Bacillota	99.878	0.0	1	unresolved			0	0	0.0	0	2024245	44493	0.02198	0.003644	2029096	86	37377	38.452
GCA_948841015.1	v5hq_only	91.825455	0.001385808	83.06	2.86	1544658	371	549684	64.414	Bacillota	7.153	20.606	14	unresolved			0	0	0.0	0	1522710	352	0.000231	0.000574	1544658	371	5488	40.86
GCA_948866415.1	agree_clean	99.5298	0.72844625	90.58	0.44	3099730	340	2337647	24.585	Bacillota	54.118	10.998	11	unresolved			0	0	0.0	0	3087554	1607	0.00052	0.000432	3099730	340	12580	48.494
GCA_948869995.1	agree_clean	99.92552	0.15960634	99.99	0.04	1835357	71	1835357	0.0	Campylobacterota	100.0	0.0	1	unresolved			0	0	0.0	0	1832005	39872	0.021764	0.019062	1835357	71	46705	38.981
GCA_948873745.1	v5hq_only	91.85121	0.06933808	84.77	2.16	2316587	347	1184827	48.855	Bacteroidota	20.427	24.404	10	unresolved			0	0	0.0	0	2276093	751	0.00033	0.00046	2316587	347	8915	49.25
GCA_948880845.1	agree_clean	99.96098	0.7839501	90.11	0.35	2752892	154	2332492	15.271	Bacteroidota	35.137	29.674	9	unresolved			0	0	0.0	0	2746789	985	0.000359	0.000261	2752892	154	23941	50.433
GCA_948900265.1	agree_clean	99.93336	0.05955994	98.47	0.82	3722429	265	2948110	20.801	Bacillota	37.303	26.568	14	unresolved			0	0	0.0	0	3709375	1260	0.00034	0.000249	3722429	265	23752	36.386
GCA_948928145.1	agree_clean	99.96974	0.40641725	99.96	0.16	2606473	54	2585781	0.794	Bacteroidota	77.342	10.665	6	unresolved			0	0	0.0	0	2604369	1389	0.000533	0.000238	2606473	54	73410	50.717
GCA_948945125.1	agree_clean	99.888084	0.045013428	94.85	0.22	2787129	63	2720483	2.391	Bacteroidota	80.301	11.711	4	unresolved			0	0	0.0	0	2784987	1349	0.000484	0.000131	2787129	63	85360	53.207
GCA_948952035.1	v5hq_only	99.79272	0.3688842	77.53	1.06	3630289	489	2042955	43.725	Bacillota	25.587	25.636	13	unresolved			0	0	0.0	0	3608557	1089	0.000302	0.000426	3630289	489	9207	45.351
GCA_948989015.1	agree_clean	99.872894	0.037670135	92.66	1.42	4182865	169	4157864	0.598	Bacteroidota	99.063	0.34	3	unresolved			0	0	0.0	0	4165068	76240	0.018305	0.004351	4182865	169	43317	46.852
GCA_948994475.1	agree_clean	99.95598	0.30440688	98.83	0.0	3317621	58	3240627	2.321	Bacteroidota	71.293	15.949	4	unresolved			0	0	0.0	0	3313907	1872	0.000565	0.000136	3317621	58	105528	47.455
GCA_948995065.1	agree_clean	99.94223	0.16052425	92.37	0.67	3105531	76	3011151	3.039	Bacteroidota	47.997	23.319	4	unresolved			0	0	0.0	0	3102591	2046	0.000659	0.000452	3105531	76	80043	52.211
GCA_949000995.1	agree_clean	99.40743	0.22789836	100.0	1.44	1632744	102	1359443	16.739	Pseudomonadota	42.944	27.757	10	unresolved			0	0	0.0	0	1627802	652	0.000401	0.000266	1632744	102	26582	44.117
GCA_949009515.1	agree_clean	99.59771	0.97875595	99.28	0.0	2085272	27	2085272	0.0	Thermodesulfobacteriota	100.0	0.0	1	unresolved			0	0	0.0	0	2082746	35520	0.017054	0.016769	2085272	27	139160	43.654
GCA_949019735.1	agree_clean	99.87637	0.5767673	97.09	0.37	2705190	62	2602997	3.778	Bacteroidota	37.492	16.663	6	unresolved			0	0	0.0	0	2702278	996	0.000369	0.00022	2705190	62	71657	48.373
GCA_949035815.1	agree_clean	99.85986	0.2792418	100.0	0.29	4568712	57	4568712	0.0	Pseudomonadota	100.0	0.0	1	unresolved			0	0	0.0	0	4566337	112875	0.024719	0.001012	4568712	57	198668	50.787
GCA_949039575.1	v5hq_only	98.82229	0.089395046	87.48	0.3	2077542	43	2077542	0.0	Bacteroidota	98.523	1.375	3	unresolved			0	0	0.0	0	2075410	3124	0.001505	0.000275	2077542	43	91487	63.754
GCA_949043515.1	v5hq_only	90.23288	0.20822287	66.55	0.99	2146781	550	1061981	50.531	Bacillota	14.262	29.147	14	unresolved			0	0	0.0	0	2121409	1038	0.000489	0.000708	2146781	550	4573	59.957
GCA_949052265.1	agree_clean	99.969406	0.42491853	98.63	0.0	3417791	54	3372254	1.332	Bacteroidota	86.821	4.476	5	unresolved			0	0	0.0	0	3414347	4119	0.001206	0.000313	3417791	54	95158	47.548
GCA_949054195.1	agree_clean	99.492905	1.6836882	97.76	0.74	2167939	90	2133289	1.598	Deferribacterota	97.887	0.515	3	unresolved			0	0	0.0	0	2163899	35900	0.01659	0.016441	2167939	90	37146	31.138
GCA_949061875.1	agree_clean	99.94799	0.8892119	94.35	0.47	3629602	102	3478655	4.159	Bacillota	41.616	35.894	10	unresolved			0	0	0.0	0	3624576	1213	0.000335	0.000145	3629602	102	60295	51.649
GCA_949067335.1	agree_clean	99.32899	0.285995	90.0	1.46	3334988	346	3311599	0.701	Bacteroidota	99.149	0.149	2	unresolved			0	0	0.0	0	3321572	35340	0.01064	0.003183	3334988	346	16660	45.155
GCA_949072995.1	agree_clean	99.92877	0.33937693	99.95	0.11	3232866	107	3099852	4.114	Bacteroidota	61.72	16.205	7	unresolved			0	0	0.0	0	3226716	1634	0.000506	0.000242	3232866	107	47199	52.725
GCA_949077765.1	v5hq_only	99.954956	1.2479961	87.52	2.56	3235123	321	2522729	22.021	Bacillota	50.062	18.194	12	unresolved			0	0	0.0	0	3220334	1812	0.000563	0.00041	3235123	321	16248	48.219
GCA_949286355.1	agree_clean	99.9713	0.6419927	100.0	0.06	2460708	30	2432035	1.165	Bacteroidota	74.836	6.725	4	unresolved			0	0	0.0	0	2459505	1900	0.000773	0.000513	2460708	30	153575	37.985
GCA_949347405.1	agree_clean	99.97702	1.012975	99.19	3.0	2948135	97	2920342	0.943	Bacteroidota	99.057	0.0	1	unresolved			0	0	0.0	0	2944837	42792	0.014531	0.01401	2948135	97	51379	50.561
GCA_949383625.1	agree_clean	99.595634	1.705423	96.84	0.56	2169610	180	2169610	0.0	Deferribacterota	100.0	0.0	1	unresolved			0	0	0.0	0	2163490	43984	0.02033	0.019887	2169610	180	18636	31.173
GCA_949386215.1	disagreement_141	97.38136	63.80365	95.05	2.27	4751202	156	4439628	6.558	Bacillota	54.407	22.344	7	unresolved			0	0	0.0	0	4745898	1877	0.000395	0.000184	4751202	156	49215	54.935
GCA_949397535.1	agree_clean	99.96808	1.3137251	93.96	2.33	4354774	157	4121710	5.352	Bacillota	54.834	14.642	8	unresolved			0	0	0.0	0	4349436	1721	0.000396	0.000223	4354774	157	67813	40.414
GCA_949404875.1	agree_clean	99.64809	0.052276254	95.27	0.43	1268183	121	889774	29.839	Bacillota	24.579	38.107	9	unresolved			0	0	0.0	0	1264069	373	0.000295	0.00029	1268183	121	14035	34.912
GCA_949407775.1	agree_clean	99.934265	0.69051087	100.0	1.46	3886437	55	3818538	1.747	Bacillota	72.718	5.343	4	unresolved			0	0	0.0	0	3884567	1703	0.000438	0.000143	3886437	55	126797	48.253
GCA_949454215.1	agree_clean	99.81921	0.07390082	93.32	1.11	2083385	73	2060082	1.119	Bacteroidota	93.066	3.752	5	unresolved			0	0	0.0	0	2080903	3119	0.001499	0.000342	2083385	73	41227	60.818
GCA_949477195.1	agree_clean	99.931595	0.3963381	99.98	2.53	4672367	158	4623243	1.051	Bacteroidota	95.866	2.676	5	unresolved			0	0	0.0	0	4666995	92398	0.019798	0.008947	4672367	158	52675	41.942
GCA_949478905.1	agree_clean	99.933266	0.044444203	98.73	0.06	1968512	15	1956183	0.626	Bacteroidota	99.374	0.0	1	unresolved			0	0	0.0	0	1968002	3395	0.001725	0.000391	1968512	15	229294	58.433
GCA_949481065.1	agree_clean	99.83231	2.4509192	94.63	0.24	885331	17	815061	7.937	Bacillota	17.198	46.382	6	unresolved			0	0	0.0	0	884753	206	0.000233	0.000118	885331	17	87796	45.494
GCA_949497025.1	agree_clean	99.93774	1.5407324	99.99	0.13	3573311	48	3559957	0.374	Bacteroidota	93.967	2.554	3	unresolved			0	0	0.0	0	3571679	2580	0.000722	0.000211	3573311	48	119418	50.29
GCA_949506455.1	agree_clean	99.96735	0.54656863	99.95	0.41	2569443	20	2560811	0.336	Bacteroidota	94.638	1.009	2	unresolved			0	0	0.0	0	2568763	2058	0.000801	0.0001	2569443	20	178723	49.754
GCA_949519435.1	agree_clean	99.95253	0.2147466	92.88	1.23	2492065	205	1959646	21.365	Bacteroidota	38.689	30.691	12	unresolved			0	0	0.0	0	2485095	1256	0.000505	0.000487	2492065	205	18749	51.039
GCA_949740115.1	agree_clean	99.7484	1.5499115	98.71	1.04	5563871	144	5520942	0.772	Bacteroidota	99.088	0.14	2	unresolved			0	0	0.0	0	5558975	57950	0.010425	0.009416	5563871	144	90081	40.381
GCA_949740715.1	agree_clean	99.92114	0.91154873	99.94	0.05	2838400	101	2808552	1.052	Bacillota	98.89	0.058	2	unresolved			0	0	0.0	0	2834966	65193	0.022996	0.020231	2838400	101	91490	32.515
GCA_949741655.1	v5hq_only	90.8724	0.050365925	89.06	0.81	2125253	528	1167919	45.046	Bacteroidota	23.6	23.51	16	unresolved			0	0	0.0	0	2107301	1191	0.000565	0.000678	2125253	528	5718	56.627
GCA_949744905.1	agree_clean	99.94664	0.07272065	91.44	0.22	1800632	141	1114937	38.081	Pseudomonadota	22.342	33.375	14	unresolved			0	0	0.0	0	1795838	320	0.000178	0.000181	1800632	141	20389	49.016
GCA_949878525.1	agree_clean	99.978546	0.63319206	99.94	0.25	3478979	82	3420667	1.676	Bacteroidota	73.618	20.229	6	unresolved			0	0	0.0	0	3476191	2769	0.000797	0.000241	3478979	82	153328	53.345
GCA_950063355.1	agree_clean	99.284874	0.011008978	99.26	0.06	2637060	11	2637060	0.0	Bacteroidota	100.0	0.0	1	unresolved			0	0	0.0	0	2636686	48472	0.018384	0.002169	2637060	11	445532	33.533
GCA_950097065.1	agree_clean	99.93949	0.37378967	97.35	0.72	2890188	82	2819537	2.445	Bacillota	59.578	20.641	7	unresolved			0	0	0.0	0	2887400	2316	0.000802	0.000232	2890188	82	94697	56.982
GCA_951813285.1	agree_clean	99.694855	2.7538836	100.0	3.12	5108082	1	5108082	0.0	Pseudomonadota	100.0	0.0	1	unresolved			0	0	0.0	0	5108048	1974	0.000386	2e-06	5108082	1	5108082	61.51
GCA_958404025.1	v5hq_only	94.39248	0.35689175	75.92	0.99	1822225	212	1285867	29.434	Bacillota	21.46	34.542	13	unresolved			0	0	0.0	0	1815017	893	0.000492	0.000458	1822225	212	10955	53.498
GCA_958404645.1	agree_clean	99.95656	0.4989922	99.99	1.69	2900616	32	2882642	0.62	Bacillota	99.38	0.0	1	unresolved			0	0	0.0	0	2899528	27664	0.009541	0.005091	2900616	32	192832	37.811
GCA_958413665.1	v5hq_only	99.890335	0.12135208	89.47	2.32	1872398	228	1164889	37.786	Bacillota	20.58	29.681	13	unresolved			0	0	0.0	0	1864646	682	0.000366	0.000408	1872398	228	11525	31.912
GCA_958432785.1	agree_clean	99.97739	1.0765105	96.89	0.12	2203270	43	2161930	1.876	Bacillota	80.043	14.389	3	unresolved			0	0	0.0	0	2201808	2887	0.001311	0.000443	2203270	43	78452	58.475
GCA_958436535.1	agree_clean	99.97981	0.34686625	97.43	0.37	2023605	37	2019311	0.212	Bacillota	63.631	30.772	3	unresolved			0	0	0.0	0	2022347	1910	0.000944	0.000163	2023605	37	89391	61.497
GCA_958439535.1	agree_clean	99.9198	0.26168525	100.0	0.45	2998142	74	2963921	1.141	Bacillota	90.92	4.141	4	unresolved			0	0	0.0	0	2995626	3961	0.001322	0.000323	2998142	74	72605	35.638
GCA_958454545.1	agree_clean	99.82806	0.06257892	94.69	0.6	2104537	60	2091796	0.605	Bacillota	99.395	0.0	1	unresolved			0	0	0.0	0	2102497	31436	0.014952	0.01041	2104537	60	46656	38.953
GCA_958454785.1	agree_clean	99.96156	0.9081423	91.45	0.95	3776827	206	3761200	0.414	Bacteroidota	99.243	0.343	2	unresolved			0	0	0.0	0	3769823	47491	0.012598	0.012125	3776827	206	28255	37.385
GCA_963521595.1	agree_clean	99.97739	0.74947774	99.91	0.12	2653874	100	2650914	0.112	Fusobacteriota	99.692	0.197	2	unresolved			0	0	0.0	0	2650474	34421	0.012987	0.002502	2653874	100	92482	29.439
GCA_963537445.1	disagreement_141	86.96846	0.20753741	91.0	0.43	1674560	164	1451564	13.317	Pseudomonadota	73.245	9.711	7	unresolved			0	0	0.0	0	1668984	1997	0.001197	0.000497	1674560	164	13204	37.983
GCA_963581915.1	v5hq_only	96.68454	2.4648964	87.73	6.61	3030907	218	2107727	30.459	Pseudomonadota	27.638	27.058	13	unresolved			0	0	0.0	0	3023495	704	0.000233	0.000217	3030907	218	22235	55.714
GCA_963589175.1	agree_clean	99.920395	0.05427301	93.72	0.38	2737963	142	2429818	11.255	Bacteroidota	58.247	14.883	10	unresolved			0	0	0.0	0	2732110	1476	0.00054	0.000251	2737963	142	32278	53.423
GCA_963599035.1	agree_clean	99.97638	0.6389022	99.98	0.29	2907170	96	2804104	3.545	Bacillota	75.316	15.783	6	unresolved			0	0	0.0	0	2896208	2654	0.000916	0.000304	2907170	96	42942	46.31
GCA_963610445.1	agree_clean	99.32314	0.009095669	98.96	2.19	2109822	111	1816963	13.881	Bacillota	40.566	27.751	11	unresolved			0	0	0.0	0	2104375	789	0.000375	0.000216	2109822	111	28128	32.745
GCA_963639955.1	disagreement_141	98.86117	7.129261	95.81	0.39	2610100	66	2496748	4.343	Actinomycetota	89.411	4.923	5	unresolved			0	0	0.0	0	2607004	3295	0.001264	0.000179	2610100	66	107664	64.164
GCA_963662635.2	agree_clean	99.968605	0.7104516	93.18	4.59	3732115	6	3702528	0.793	Pseudomonadota	98.375	0.832	2	unresolved			0	0	0.0	0	3731911	940	0.000252	1.9e-05	3732115	6	2687031	49.402
GCA_963668125.1	agree_clean	99.941925	0.22039711	99.74	0.07	4372437	1	4372437	0.0	Bacteroidota	100.0	0.0	1	unresolved			0	0	0.0	0	4372403	5432	0.001242	0.000449	4372437	1	4372437	36.712
GCA_963677365.1	agree_clean	99.86163	0.6477773	99.98	1.63	4788252	1	4788252	0.0	Bacteroidota	100.0	0.0	1	unresolved			0	0	0.0	0	4788218	108832	0.022729	0.0222	4788252	1	4788252	35.811
GCA_963705225.1	disagreement_141	97.244446	25.59051	94.3	0.02	4850502	1	4850502	0.0	Pseudomonadota	100.0	0.0	1	unresolved			0	0	0.0	0	4850468	1722	0.000355	5e-06	4850502	1	4850502	52.176
GCA_963706305.1	agree_clean	98.138565	1.7421067	95.05	2.45	2967470	1	2967470	0.0	Actinomycetota	100.0	0.0	1	unresolved			0	0	0.0	0	2967436	1757	0.000592	3e-06	2967470	1	2967470	62.338
GCA_963729245.1	disagreement_141	92.32568	14.7138	90.35	4.84	4361354	58	4361354	0.0	Pseudomonadota	56.388	33.913	6	unresolved			0	0	0.0	0	4359382	3521	0.000808	0.000136	4361354	58	113422	61.528
GCA_963741015.1	agree_clean	99.10366	0.7615775	96.94	4.36	3105667	12	3078143	0.886	Chloroflexota	40.345	48.743	3	unresolved			0	0	0.0	0	3105259	855	0.000275	5.5e-05	3105667	12	368149	50.299
GCA_963745205.1	agree_clean	98.8699	2.3130746	93.53	4.32	4018893	32	4018893	0.0	Pseudomonadota	99.393	0.0	1	unresolved			0	0	0.0	0	4017805	4864	0.001211	6.8e-05	4018893	32	172413	63.961
GCA_963761895.1	disagreement_141	96.33667	15.909502	91.69	4.71	10215802	5	10215802	0.0	Pseudomonadota	100.0	0.0	1	unresolved			0	0	0.0	0	10215632	85029	0.008323	0.004802	10215802	5	2762856	61.175
GCA_963765235.1	v5hq_only	99.63066	3.0210674	65.97	3.89	7201722	69	7185449	0.226	Pseudomonadota	97.204	2.45	3	unresolved			0	0	0.0	0	7199376	10951	0.001521	7.1e-05	7201722	69	154496	64.677
GCA_963765295.1	disagreement_141	76.11514	1.4574498	91.39	0.72	3754360	8	3754360	0.0	Actinomycetota	98.843	0.0	1	unresolved			0	0	0.0	0	3754088	3587	0.000955	5.9e-05	3754360	8	569695	69.915
GCA_963772135.1	agree_clean	99.74392	0.1545757	92.22	1.0	4656594	10	4656594	0.0	Actinomycetota	99.706	0.294	2	unresolved			0	0	0.0	0	4656254	7113	0.001528	0.00013	4656594	10	882793	71.303
GCA_963788725.1	v5hq_only	99.325226	2.094102	88.26	0.95	4721017	23	4639228	1.732	Pseudomonadota	76.306	21.962	6	unresolved			0	0	0.0	0	4720235	1463	0.00031	3.2e-05	4721017	23	339385	57.673
GCA_963822955.1	agree_clean	97.78583	0.42277575	97.74	3.24	6471002	8	6471002	0.0	Actinomycetota	100.0	0.0	1	unresolved			0	0	0.0	0	6470730	8026	0.00124	3.2e-05	6471002	8	1325117	68.382
GCA_963849745.1	disagreement_141	98.231514	5.8389335	95.99	1.09	4261971	15	4261971	0.0	Actinomycetota	97.327	0.0	1	unresolved			0	0	0.0	0	4261461	2879	0.000676	8.1e-05	4261971	15	447667	63.095
GCA_963979235.1	v5hq_only	95.909096	1.303935	85.34	0.8	2664640	532	1135138	57.4	Pseudomonadota	27.524	12.119	13	unresolved			0	0	0.0	0	2646552	881	0.000333	0.000625	2664640	532	5850	53.342
GCA_963979665.1	disagreement_141	65.830055	0.006312132	92.5	2.78	1621888	367	851838	47.479	Pseudomonadota	37.222	8.066	11	unresolved			0	0	0.0	0	1609410	855	0.000531	0.000696	1621888	367	5301	51.012
GCA_964216155.1	agree_clean	99.792885	0.2570659	95.52	0.11	3719954	53	3719954	0.0	Bacteroidota	100.0	0.0	1	unresolved			0	0	0.0	0	3718152	51560	0.013867	0.003602	3719954	53	95347	39.99
GCA_964217675.1	v5hq_only	99.82371	0.094512105	88.06	2.26	2660169	268	2284420	14.125	Pseudomonadota	75.84	7.141	7	unresolved			0	0	0.0	0	2651057	1849	0.000697	0.00038	2660169	268	13683	50.324
GCA_964227615.1	v5hq_only	99.96805	0.2399832	83.93	4.94	2419884	240	2063693	14.719	Pseudomonadota	74.731	5.193	7	unresolved			0	0	0.0	0	2411724	1862	0.000772	0.00043	2419884	240	15366	50.329
GCA_964242225.1	disagreement_141	74.63924	11.433495	99.64	0.39	3920059	39	3881315	0.988	Pseudomonadota	48.704	44.476	5	unresolved			0	0	0.0	0	3916991	2072	0.000529	7.5e-05	3920059	39	281990	62.04
GCA_964252345.1	v5hq_only	93.57348	0.026449561	80.9	2.25	3983605	894	3342899	16.084	Pseudomonadota	61.705	16.797	15	unresolved			0	0	0.0	0	3943305	7320	0.001856	0.000987	3983605	894	4977	69.141
GCA_964348975.1	agree_clean	90.96856	1.7790318	94.93	4.65	826827	128	401509	51.44	Pseudomonadota	20.85	19.621	7	unresolved			0	0	0.0	0	821053	167	0.000203	0.000372	826827	128	10953	50.433
GCA_964352035.1	agree_clean	99.94496	1.3257504	97.07	0.29	3333612	130	3282095	1.545	Pseudomonadota	97.674	0.781	2	unresolved			0	0	0.0	0	3316686	6514	0.001964	0.000643	3333612	130	42780	53.518
GCA_964358905.1	disagreement_141	99.82205	5.1383348	91.92	0.72	1251100	163	589320	52.896	Pseudomonadota	14.899	25.527	10	unresolved			0	0	0.0	0	1243822	239	0.000192	0.000324	1251100	163	9748	45.051
GCA_964362675.1	disagreement_141	74.257385	1.7480195	91.88	0.18	581374	71	367710	36.752	Pseudomonadota	14.707	39.135	9	unresolved			0	0	0.0	0	575030	146	0.000254	0.0003	581374	71	13912	36.523
GCA_964370005.1	disagreement_141	85.284195	0.047799945	95.2	0.3	2172649	128	1730720	20.341	Bacillota	23.027	39.239	11	unresolved			0	0	0.0	0	2161916	664	0.000307	0.000248	2172649	128	26486	48.397
GCA_964371365.1	agree_clean	99.15051	0.039732456	91.85	0.46	2010461	133	1528981	23.949	Bacillota	27.018	43.13	9	unresolved			0	0	0.0	0	2002752	531	0.000265	0.000218	2010461	133	22885	47.806
GCA_964429895.1	agree_clean	99.839386	1.4806002	96.61	1.66	3589321	168	3244871	9.597	Pseudomonadota	30.778	42.614	15	unresolved			0	0	0.0	0	3564947	1213	0.00034	0.000192	3589321	168	30795	62.237
GCA_964436235.1	disagreement_141	98.94782	32.64514	92.41	2.11	4757597	321	3487628	26.693	Pseudomonadota	31.449	34.846	12	unresolved			0	0	0.0	0	4722386	858	0.000182	0.000167	4757597	321	27117	43.348
GCA_964441855.1	disagreement_141	80.09703	0.05390942	95.71	0.21	532405	78	263788	50.454	Actinomycetota	20.459	22.39	5	unresolved			0	0	0.0	0	527826	103	0.000195	0.000344	532405	78	9803	53.879
GCA_964442135.1	disagreement_141	73.216705	0.53073466	90.37	0.04	1458986	63	1261053	13.566	Bacillota	43.494	25.334	4	unresolved			0	0	0.0	0	1454120	405	0.000279	0.000158	1458986	63	33252	49.834
GCA_964453895.1	disagreement_141	99.72406	10.420132	96.82	1.75	4033014	60	3938892	2.334	Pseudomonadota	59.494	21.229	10	unresolved			0	0	0.0	0	4030576	913	0.000227	0.000114	4033014	60	112159	52.297
GCA_964474105.1	agree_clean	99.89883	3.79889	92.94	0.48	3625384	307	2723845	24.867	Pseudomonadota	24.781	37.64	11	unresolved			0	0	0.0	0	3609854	1636	0.000453	0.000302	3625384	307	18767	57.528
GCA_964499935.1	disagreement_141	99.63936	35.73852	96.67	1.5	1466879	131	1218981	16.9	Pseudomonadota	68.802	9.688	7	unresolved			0	0	0.0	0	1460773	358	0.000245	8.7e-05	1466879	131	885286	46.03
GCA_964500765.1	agree_clean	99.92183	0.013267994	95.09	1.18	2978827	370	1886969	36.654	Bacteroidota	26.03	25.613	14	unresolved			0	0	0.0	0	2956875	1119	0.000378	0.000416	2978827	370	10852	34.017
GCA_964514205.1	v5hq_only	90.069595	0.47109425	89.72	7.81	980268	269	254127	74.076	Pseudomonadota	5.841	18.552	15	unresolved			0	0	0.0	0	967502	198	0.000205	0.000657	980268	269	4162	36.166
GCA_964531735.1	agree_clean	99.75916	0.027409196	93.09	2.1	7459769	256	7398761	0.818	Actinomycetota	35.349	40.204	15	unresolved			0	0	0.0	0	7447523	5427	0.000729	0.000314	7459769	256	39766	70.162
GCA_964534685.1	v5hq_only	99.17728	3.3217163	85.13	2.43	3868076	388	3330245	13.904	Actinomycetota	22.042	47.149	18	unresolved			0	0	0.0	0	3853142	2185	0.000567	0.000344	3868076	388	22051	64.915
GCA_964536905.1	disagreement_141	72.09778	1.9100875	92.64	3.25	567757	116	334073	41.159	Bacillota	19.291	33.518	12	unresolved			0	0	0.0	0	562521	222	0.000395	0.000498	567757	116	5702	31.453
