gtdb_accession	ncbi_accession	gcf_accession	checkm2_completeness	checkm2_contamination	contig_count	n50_contigs	longest_contig	genome_size	domain	phylum	gtdb_taxonomy	fasta_path	download_dir
GB_GCA_037444575.1	GCA_037444575.1		99.92	1.47	22	326492	498552	3769540	Bacteria	Bdellovibrionota	d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__Bacteriovorax;s__Bacteriovorax sp037444575	/home/tianrm/projects/magicc2/data/genomes/GCA_037444575.1/GCA_037444575.1_ASM3744457v1_genomic.fna	GCA_037444575.1
GB_GCA_937911755.1	GCA_937911755.1		99.23	0.35	44	179745	337228	2457432	Bacteria	Bdellovibrionota	d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__UBA840;g__UBA3535;s__UBA3535 sp002376845	/home/tianrm/projects/magicc2/data/genomes/GCA_937911755.1/GCA_937911755.1_ERR599142_bin.147_CONCOCT_v1.1_MAG_genomic.fna	GCA_937911755.1
RS_GCF_001592745.1	GCA_001592745.1	GCF_001592745.1	99.99	0.32	22	469274	939835	3755232	Bacteria	Bdellovibrionota	d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__Bdellovibrio;s__Bdellovibrio bacteriovorus_B	/home/tianrm/projects/magicc2/data/genomes/GCF_001592745.1/GCF_001592745.1_ASM159274v1_genomic.fna	GCF_001592745.1
GB_GCA_040771935.1	GCA_040771935.1		99.97	1.95	13	1100424	1100424	2118767	Bacteria	Synergistota	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Syner-03;s__Syner-03 sp002316795	/home/tianrm/projects/magicc2/data/genomes/GCA_040771935.1/GCA_040771935.1_ASM4077193v1_genomic.fna	GCA_040771935.1
RS_GCF_002426185.1	GCA_002426185.1	GCF_002426185.1	98.77	0.28	70	127309	369821	2087132	Bacteria	Synergistota	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Aminobacteriaceae;g__Aminobacterium;s__Aminobacterium mobile	/home/tianrm/projects/magicc2/data/genomes/GCF_002426185.1/GCF_002426185.1_ASM242618v1_genomic.fna	GCF_002426185.1
RS_GCF_001757415.1	GCA_001757415.1	GCF_001757415.1	99.85	0.87	69	94850	222370	2636406	Bacteria	Synergistota	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Synergistes;s__Synergistes jonesii	/home/tianrm/projects/magicc2/data/genomes/GCF_001757415.1/GCF_001757415.1_ASM175741v1_genomic.fna	GCF_001757415.1
GB_GCA_017540085.1	GCA_017540085.1		99.83	0.0	42	74090	198675	2168954	Bacteria	Synergistota	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Aminobacteriaceae;g__JAFUXM01;s__JAFUXM01 sp017540085	/home/tianrm/projects/magicc2/data/genomes/GCA_017540085.1/GCA_017540085.1_ASM1754008v1_genomic.fna	GCA_017540085.1
RS_GCF_033809235.1	GCA_033809235.1	GCF_033809235.1	98.59	0.39	16	245238	506736	1971885	Bacteria	Synergistota	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Acetomicrobiaceae;g__Acetomicrobium;s__Acetomicrobium sp012518015	/home/tianrm/projects/magicc2/data/genomes/GCF_033809235.1/GCF_033809235.1_ASM3380923v1_genomic.fna	GCF_033809235.1
RS_GCF_000161995.1	GCA_000161995.1	GCF_000161995.1	99.99	0.04	37	155209	377229	1790058	Bacteria	Synergistota	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Dethiosulfovibrionaceae;g__Jonquetella;s__Jonquetella anthropi	/home/tianrm/projects/magicc2/data/genomes/GCF_000161995.1/GCF_000161995.1_ASM16199v1_genomic.fna	GCF_000161995.1
RS_GCF_902471125.1	GCA_902471125.1	GCF_902471125.1	99.45	1.45	58	91296	294440	3330624	Bacteria	Synergistota	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Cloacibacillus;s__Cloacibacillus porcorum	/home/tianrm/projects/magicc2/data/genomes/GCF_902471125.1/GCF_902471125.1_UHGG-TPA_MGYG-HGUT-01609_genomic.fna	GCF_902471125.1
GB_GCA_030523725.1	GCA_030523725.1		100.0	0.0	15	183048	364862	1549841	Bacteria	Synergistota	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__CALELF01;s__CALELF01 sp030523725	/home/tianrm/projects/magicc2/data/genomes/GCA_030523725.1/GCA_030523725.1_ASM3052372v1_genomic.fna	GCA_030523725.1
GB_GCA_034184785.1	GCA_034184785.1		99.83	0.14	44	60460	148134	1859673	Bacteria	Synergistota	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Aminobacteriaceae;g__JAFUXM01;s__JAFUXM01 sp905234075	/home/tianrm/projects/magicc2/data/genomes/GCA_034184785.1/GCA_034184785.1_ASM3418478v1_genomic.fna	GCA_034184785.1
RS_GCF_000237805.1	GCA_000237805.1	GCF_000237805.1	99.94	0.07	4	501239	755586	1675934	Bacteria	Synergistota	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Dethiosulfovibrionaceae;g__Jonquetella;s__Jonquetella anthropi	/home/tianrm/projects/magicc2/data/genomes/GCF_000237805.1/GCF_000237805.1_ASM23780v1_genomic.fna	GCF_000237805.1
RS_GCF_041687135.1	GCA_041687135.1	GCF_041687135.1	99.83	0.12	20	600684	877739	5423470	Bacteria	Myxococcota	d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Vulgatibacteraceae;g__JAWLCN01;s__JAWLCN01 sp041687135	/home/tianrm/projects/magicc2/data/genomes/GCF_041687135.1/GCF_041687135.1_ASM4168713v1_genomic.fna	GCF_041687135.1
RS_GCF_009909105.1	GCA_009909105.1	GCF_009909105.1	100.0	0.6	36	807262	1565207	10409496	Bacteria	Myxococcota	d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Corallococcus;s__Corallococcus exiguus	/home/tianrm/projects/magicc2/data/genomes/GCF_009909105.1/GCF_009909105.1_ASM990910v1_genomic.fna	GCF_009909105.1
RS_GCF_018517205.1	GCA_018517205.1	GCF_018517205.1	100.0	0.58	1	9359382	9359382	9359382	Bacteria	Myxococcota	d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Myxococcus;s__Myxococcus xanthus	/home/tianrm/projects/magicc2/data/genomes/GCF_018517205.1/GCF_018517205.1_ASM1851720v1_genomic.fna	GCF_018517205.1
GB_GCA_016704335.1	GCA_016704335.1		99.71	1.47	87	264905	1669260	10084970	Bacteria	Myxococcota	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__CAITIQ01;s__CAITIQ01 sp016719945	/home/tianrm/projects/magicc2/data/genomes/GCA_016704335.1/GCA_016704335.1_ASM1670433v1_genomic.fna	GCA_016704335.1
GB_GCA_016793095.1	GCA_016793095.1		98.65	1.98	93	162502	403637	8810604	Bacteria	Myxococcota	d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__JAEUJQ01;s__JAEUJQ01 sp016793095	/home/tianrm/projects/magicc2/data/genomes/GCA_016793095.1/GCA_016793095.1_ASM1679309v1_genomic.fna	GCA_016793095.1
GB_GCA_041389725.1	GCA_041389725.1		99.19	1.37	29	782159	1883698	9687657	Bacteria	Myxococcota	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__JACKEA01;s__JACKEA01 sp041389725	/home/tianrm/projects/magicc2/data/genomes/GCA_041389725.1/GCA_041389725.1_ASM4138972v1_genomic.fna	GCA_041389725.1
GB_GCA_029861865.1	GCA_029861865.1		100.0	0.14	23	285223	736477	4227130	Bacteria	Myxococcota	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__SG8-38;s__SG8-38 sp029861865	/home/tianrm/projects/magicc2/data/genomes/GCA_029861865.1/GCA_029861865.1_ASM2986186v1_genomic.fna	GCA_029861865.1
RS_GCF_028368975.1	GCA_028368975.1	GCF_028368975.1	100.0	1.0	2	10009571	10009571	10951030	Bacteria	Myxococcota	d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Stigmatella;s__Stigmatella ashevillena	/home/tianrm/projects/magicc2/data/genomes/GCF_028368975.1/GCF_028368975.1_ASM2836897v1_genomic.fna	GCF_028368975.1
GB_GCA_945861885.1	GCA_945861885.1		100.0	0.09	89	52219	212885	3421487	Bacteria	Myxococcota	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__CAMAVR01;s__CAMAVR01 sp945861885	/home/tianrm/projects/magicc2/data/genomes/GCA_945861885.1/GCA_945861885.1_MaH-09apr19-220_genomic.fna	GCA_945861885.1
GB_GCA_027451905.1	GCA_027451905.1		98.24	0.01	41	472191	645244	2871635	Bacteria	Armatimonadota	d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae;g__DAIDHV01;s__DAIDHV01 sp027451905	/home/tianrm/projects/magicc2/data/genomes/GCA_027451905.1/GCA_027451905.1_ASM2745190v1_genomic.fna	GCA_027451905.1
GB_GCA_937952275.1	GCA_937952275.1		99.96	0.07	58	83581	241644	2621804	Bacteria	Armatimonadota	d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae;g__UBA2017;s__UBA2017 sp002335425	/home/tianrm/projects/magicc2/data/genomes/GCA_937952275.1/GCA_937952275.1_SRR1506951_bin.0_CONCOCT_v1.1_MAG_genomic.fna	GCA_937952275.1
GB_GCA_039683435.1	GCA_039683435.1		99.45	1.5	69	125608	253928	4287766	Bacteria	Armatimonadota	d__Bacteria;p__Armatimonadota;c__UBA5829;o__UBA5829;f__UBA5829;g__UBA5829;s__UBA5829 sp021373255	/home/tianrm/projects/magicc2/data/genomes/GCA_039683435.1/GCA_039683435.1_ASM3968343v1_genomic.fna	GCA_039683435.1
GB_GCA_028871815.1	GCA_028871815.1		98.32	1.33	22	224649	717058	3675819	Bacteria	Armatimonadota	d__Bacteria;p__Armatimonadota;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__REEB205;s__REEB205 sp028871815	/home/tianrm/projects/magicc2/data/genomes/GCA_028871815.1/GCA_028871815.1_ASM2887181v1_genomic.fna	GCA_028871815.1
RS_GCF_001457855.1	GCA_001457855.1	GCF_001457855.1	99.73	0.0	40	233970	486573	3438088	Bacteria	Armatimonadota	d__Bacteria;p__Armatimonadota;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__Chthonomonas;s__Chthonomonas calidirosea	/home/tianrm/projects/magicc2/data/genomes/GCF_001457855.1/GCF_001457855.1_WRG1.2_genomic.fna	GCF_001457855.1
GB_GCA_002162095.1	GCA_002162095.1		99.66	1.37	1	2633441	2633441	2633541	Bacteria	Armatimonadota	d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae;g__JAHBTC01;s__JAHBTC01 sp002162095	/home/tianrm/projects/magicc2/data/genomes/GCA_002162095.1/GCA_002162095.1_ASM216209v1_genomic.fna	GCA_002162095.1
GB_GCA_026129685.1	GCA_026129685.1		99.18	0.12	18	392987	519835	3941356	Bacteria	Armatimonadota	d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae;g__UBA2387;s__UBA2387 sp026129685	/home/tianrm/projects/magicc2/data/genomes/GCA_026129685.1/GCA_026129685.1_ASM2612968v1_genomic.fna	GCA_026129685.1
GB_GCA_035440325.1	GCA_035440325.1		99.18	0.06	16	313546	436387	2674599	Bacteria	Armatimonadota	d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae;g__JAHBTC01;s__JAHBTC01 sp002352215	/home/tianrm/projects/magicc2/data/genomes/GCA_035440325.1/GCA_035440325.1_ASM3544032v1_genomic.fna	GCA_035440325.1
GB_GCA_020849275.1	GCA_020849275.1		99.92	0.69	73	104283	191179	4801837	Bacteria	Armatimonadota	d__Bacteria;p__Armatimonadota;c__Chthonomonadetes;o__Chthonomonadales;f__CAJBBX01;g__JADLGO01;s__JADLGO01 sp020849275	/home/tianrm/projects/magicc2/data/genomes/GCA_020849275.1/GCA_020849275.1_ASM2084927v1_genomic.fna	GCA_020849275.1
GB_GCA_902791455.1	GCA_902791455.1		99.91	0.28	37	108049	266652	2608007	Bacteria	Fibrobacterota	d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__Hallerella;s__Hallerella sp002390045	/home/tianrm/projects/magicc2/data/genomes/GCA_902791455.1/GCA_902791455.1_Rumen_uncultured_genome_RUG13678_genomic.fna	GCA_902791455.1
RS_GCF_002449765.1	GCA_002449765.1	GCF_002449765.1	99.96	0.07	30	250243	413313	3377531	Bacteria	Fibrobacterota	d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__Fibrobacter;s__Fibrobacter sp002449765	/home/tianrm/projects/magicc2/data/genomes/GCF_002449765.1/GCF_002449765.1_ASM244976v1_genomic.fna	GCF_002449765.1
RS_GCF_023373925.1	GCA_023373925.1	GCF_023373925.1	100.0	0.17	62	112487	224464	3748246	Bacteria	Fibrobacterota	d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__Fibrobacter;s__Fibrobacter sp900142465	/home/tianrm/projects/magicc2/data/genomes/GCF_023373925.1/GCF_023373925.1_ASM2337392v1_genomic.fna	GCF_023373925.1
RS_GCF_900141705.1	GCA_900141705.1	GCF_900141705.1	100.0	0.71	73	93190	448358	3234975	Bacteria	Fibrobacterota	d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__Fibrobacter;s__Fibrobacter sp900141705	/home/tianrm/projects/magicc2/data/genomes/GCF_900141705.1/GCF_900141705.1_IMG-taxon_2700988687_annotated_assembly_genomic.fna	GCF_900141705.1
RS_GCF_900177705.1	GCA_900177705.1	GCF_900177705.1	100.0	0.21	24	311002	1148719	3464091	Bacteria	Fibrobacterota	d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__Fibrobacter;s__Fibrobacter sp900177705	/home/tianrm/projects/magicc2/data/genomes/GCF_900177705.1/GCF_900177705.1_IMG-taxon_2718218506_annotated_assembly_genomic.fna	GCF_900177705.1
RS_GCF_002394865.1	GCA_002394865.1	GCF_002394865.1	100.0	0.82	46	115344	384123	3719719	Bacteria	Fibrobacterota	d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__Fibrobacter;s__Fibrobacter sp002394865	/home/tianrm/projects/magicc2/data/genomes/GCF_002394865.1/GCF_002394865.1_ASM239486v1_genomic.fna	GCF_002394865.1
GB_GCA_002372655.1	GCA_002372655.1		98.94	0.99	41	160730	449496	3634963	Bacteria	Fibrobacterota	d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__Fibrobacter;s__Fibrobacter sp002394865	/home/tianrm/projects/magicc2/data/genomes/GCA_002372655.1/GCA_002372655.1_ASM237265v1_genomic.fna	GCA_002372655.1
GB_GCA_034186645.1	GCA_034186645.1		99.99	1.88	72	60565	204866	2862864	Bacteria	Fibrobacterota	d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__Hallerella;s__Hallerella sp002390045	/home/tianrm/projects/magicc2/data/genomes/GCA_034186645.1/GCA_034186645.1_ASM3418664v1_genomic.fna	GCA_034186645.1
GB_GCA_025057455.1	GCA_025057455.1		99.7	0.89	67	38745	116029	1419190	Bacteria	Aquificota	d__Bacteria;p__Aquificota;c__Aquificia;o__Aquificales;f__Aquificaceae;g__UBA11096;s__UBA11096 sp025057455	/home/tianrm/projects/magicc2/data/genomes/GCA_025057455.1/GCA_025057455.1_ASM2505745v1_genomic.fna	GCA_025057455.1
GB_GCA_028276405.1	GCA_028276405.1		99.96	0.12	55	34474	107621	1364775	Bacteria	Aquificota	d__Bacteria;p__Aquificota;c__Aquificia;o__Aquificales;f__Aquificaceae;g__Hydrogenobacter;s__Hydrogenobacter sp028276405	/home/tianrm/projects/magicc2/data/genomes/GCA_028276405.1/GCA_028276405.1_ASM2827640v1_genomic.fna	GCA_028276405.1
GB_GCA_018771605.1	GCA_018771605.1		99.99	0.08	1	1722082	1722082	1722082	Bacteria	Aquificota	d__Bacteria;p__Aquificota;c__Aquificia;o__Aquificales;f__Aquificaceae;g__UBA11096;s__UBA11096 sp003534055	/home/tianrm/projects/magicc2/data/genomes/GCA_018771605.1/GCA_018771605.1_ASM1877160v1_genomic.fna	GCA_018771605.1
RS_GCF_000185805.1	GCA_000185805.1	GCF_000185805.1	99.99	0.08	2	1682965	1682965	1759526	Bacteria	Aquificota	d__Bacteria;p__Aquificota;c__Aquificia;o__Desulfurobacteriales;f__Desulfurobacteriaceae;g__Thermovibrio;s__Thermovibrio ammonificans	/home/tianrm/projects/magicc2/data/genomes/GCF_000185805.1/GCF_000185805.1_ASM18580v1_genomic.fna	GCF_000185805.1
GB_GCA_027063785.1	GCA_027063785.1		98.91	0.87	63	47339	180835	1570874	Bacteria	Aquificota	d__Bacteria;p__Aquificota;c__Aquificia;o__Desulfurobacteriales;f__Desulfurobacteriaceae;g__JAMORC01;s__JAMORC01 sp027063785	/home/tianrm/projects/magicc2/data/genomes/GCA_027063785.1/GCA_027063785.1_ASM2706378v1_genomic.fna	GCA_027063785.1
RS_GCF_900182795.1	GCA_900182795.1	GCF_900182795.1	99.93	0.37	41	65393	204679	1561122	Bacteria	Aquificota	d__Bacteria;p__Aquificota;c__Aquificia;o__Aquificales;f__Hydrogenothermaceae;g__Venenivibrio;s__Venenivibrio stagnispumantis	/home/tianrm/projects/magicc2/data/genomes/GCF_900182795.1/GCF_900182795.1_IMG-taxon_2724679818_annotated_assembly_genomic.fna	GCF_900182795.1
GB_GCA_041287375.1	GCA_041287375.1		99.94	0.6	87	38774	115141	1594995	Bacteria	Aquificota	d__Bacteria;p__Aquificota;c__Aquificia;o__Aquificales;f__Aquificaceae;g__UBA11096;s__UBA11096 sp003534055	/home/tianrm/projects/magicc2/data/genomes/GCA_041287375.1/GCA_041287375.1_ASM4128737v1_genomic.fna	GCA_041287375.1
RS_GCF_000421485.1	GCA_000421485.1	GCF_000421485.1	99.77	0.14	4	1437774	1437774	1653625	Bacteria	Aquificota	d__Bacteria;p__Aquificota;c__Aquificia;o__Desulfurobacteriales;f__Desulfurobacteriaceae;g__Desulfurobacterium_A;s__Desulfurobacterium_A sp000421485	/home/tianrm/projects/magicc2/data/genomes/GCF_000421485.1/GCF_000421485.1_ASM42148v1_genomic.fna	GCF_000421485.1
GB_GCA_016702715.1	GCA_016702715.1		99.08	1.51	31	684446	2039414	6520271	Bacteria	Gemmatimonadota	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__SCN-70-22;s__SCN-70-22 sp016719105	/home/tianrm/projects/magicc2/data/genomes/GCA_016702715.1/GCA_016702715.1_ASM1670271v1_genomic.fna	GCA_016702715.1
GB_GCA_903913105.1	GCA_903913105.1		100.0	1.3	18	308350	642674	3060595	Bacteria	Gemmatimonadota	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Fen-1231;s__Fen-1231 sp903882745	/home/tianrm/projects/magicc2/data/genomes/GCA_903913105.1/GCA_903913105.1_freshwater_MAG_---_Ki2-D1_bin-0520_genomic.fna	GCA_903913105.1
GB_GCA_030647905.1	GCA_030647905.1		98.59	0.35	37	187373	596213	3107145	Bacteria	Gemmatimonadota	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__UBA4720;s__UBA4720 sp030647905	/home/tianrm/projects/magicc2/data/genomes/GCA_030647905.1/GCA_030647905.1_ASM3064790v1_genomic.fna	GCA_030647905.1
GB_GCA_903851765.1	GCA_903851765.1		100.0	1.32	16	283079	433286	3054611	Bacteria	Gemmatimonadota	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Fen-1231;s__Fen-1231 sp903882745	/home/tianrm/projects/magicc2/data/genomes/GCA_903851765.1/GCA_903851765.1_freshwater_MAG_---_Ki2-D2_bin-1299_genomic.fna	GCA_903851765.1
GB_GCA_016714295.1	GCA_016714295.1		98.87	1.63	18	1423420	2200290	6601977	Bacteria	Gemmatimonadota	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__SCN-70-22;s__SCN-70-22 sp016719105	/home/tianrm/projects/magicc2/data/genomes/GCA_016714295.1/GCA_016714295.1_ASM1671429v1_genomic.fna	GCA_016714295.1
GB_GCA_951828585.1	GCA_951828585.1		99.5	0.61	1	4472315	4472315	4472315	Bacteria	Gemmatimonadota	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__Bin94;s__Bin94 sp951828585	/home/tianrm/projects/magicc2/data/genomes/GCA_951828585.1/GCA_951828585.1_odPetFici3.Longimicrobiales_1.1_genomic.fna	GCA_951828585.1
GB_GCA_903844495.1	GCA_903844495.1		100.0	0.83	40	109798	327303	3202032	Bacteria	Gemmatimonadota	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Fen-1231;s__Fen-1231 sp903910555	/home/tianrm/projects/magicc2/data/genomes/GCA_903844495.1/GCA_903844495.1_freshwater_MAG_---_Umea3p3_bin-0353_genomic.fna	GCA_903844495.1
RS_GCF_000695095.2	GCA_000695095.2	GCF_000695095.2	99.96	1.08	1	4716552	4716552	4716552	Bacteria	Gemmatimonadota	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;s__Gemmatimonas phototrophica	/home/tianrm/projects/magicc2/data/genomes/GCF_000695095.2/GCF_000695095.2_ASM69509v2_genomic.fna	GCF_000695095.2
GB_GCA_035356515.1	GCA_035356515.1		98.2	0.25	52	65713	215763	1968119	Bacteria	Cloacimonadota	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__Cloacimonadaceae;g__Syntrophosphaera;s__Syntrophosphaera sp012516855	/home/tianrm/projects/magicc2/data/genomes/GCA_035356515.1/GCA_035356515.1_ASM3535651v1_genomic.fna	GCA_035356515.1
GB_GCA_963663475.1	GCA_963663475.1		99.24	0.8	2	2895421	2895421	3298631	Bacteria	Cloacimonadota	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__JAFGVF01;g__JAEKNW01;s__JAEKNW01 sp963663475	/home/tianrm/projects/magicc2/data/genomes/GCA_963663475.1/GCA_963663475.1_piMetSpea1.Candidatus_Cloacimonadales_1.1_genomic.fna	GCA_963663475.1
GB_GCA_963665815.1	GCA_963665815.1		98.66	0.25	1	3963599	3963599	3963599	Bacteria	Cloacimonadota	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__JAIOQZ01;g__G963665815;s__G963665815 sp963665815	/home/tianrm/projects/magicc2/data/genomes/GCA_963665815.1/GCA_963665815.1_piMetPara1.Candidatus_Cloacimonadales_1.1_genomic.fna	GCA_963665815.1
GB_GCA_963667535.1	GCA_963667535.1		99.43	0.32	2	3436226	3436226	3456910	Bacteria	Cloacimonadota	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__Cloacimonadaceae;g__UBA5614;s__UBA5614 sp963667535	/home/tianrm/projects/magicc2/data/genomes/GCA_963667535.1/GCA_963667535.1_piCycPorc2.Candidatus_Cloacimonadaceae_1.1_genomic.fna	GCA_963667535.1
GB_GCA_036771675.1	GCA_036771675.1		99.57	0.75	68	51488	147883	2283383	Bacteria	Cloacimonadota	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__Cloacimonadaceae;g__UBA5456;s__UBA5456 sp002410505	/home/tianrm/projects/magicc2/data/genomes/GCA_036771675.1/GCA_036771675.1_ASM3677167v1_genomic.fna	GCA_036771675.1
GB_GCA_036789195.1	GCA_036789195.1		99.13	0.4	58	54975	137217	2216279	Bacteria	Cloacimonadota	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__Cloacimonadaceae;g__UBA5456;s__UBA5456 sp002410505	/home/tianrm/projects/magicc2/data/genomes/GCA_036789195.1/GCA_036789195.1_ASM3678919v1_genomic.fna	GCA_036789195.1
GB_GCA_030445745.1	GCA_030445745.1		99.3	0.55	38	101243	290034	2039315	Bacteria	Cloacimonadota	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__TCS61;g__JASUTE01;s__JASUTE01 sp030445745	/home/tianrm/projects/magicc2/data/genomes/GCA_030445745.1/GCA_030445745.1_ASM3044574v1_genomic.fna	GCA_030445745.1
GB_GCA_938040315.1	GCA_938040315.1		98.1	0.0	40	61681	120198	1488781	Bacteria	WOR-3	d__Bacteria;p__WOR-3;c__WOR-3;o__UBA2258;f__DTDR01;g__DTDR01;s__DTDR01 sp938040315	/home/tianrm/projects/magicc2/data/genomes/GCA_938040315.1/GCA_938040315.1_S1_Bin_METABAT_176_1_genomic.fna	GCA_938040315.1
GB_GCA_039803245.1	GCA_039803245.1		99.6	0.46	55	65610	198294	1669977	Bacteria	WOR-3	d__Bacteria;p__WOR-3;c__Hydrothermia;o__UBA1063;f__UBA1063;g__UBA1063;s__UBA1063 sp039803305	/home/tianrm/projects/magicc2/data/genomes/GCA_039803245.1/GCA_039803245.1_ASM3980324v1_genomic.fna	GCA_039803245.1
GB_GCA_029907385.1	GCA_029907385.1		98.18	0.15	4	1649684	1649684	1882416	Bacteria	WOR-3	d__Bacteria;p__WOR-3;c__WOR-3;o__UBA2258;f__UBA2258;g__JABLXZ01;s__JABLXZ01 sp024653355	/home/tianrm/projects/magicc2/data/genomes/GCA_029907385.1/GCA_029907385.1_ASM2990738v1_genomic.fna	GCA_029907385.1
GB_GCA_035359695.1	GCA_035359695.1		100.0	0.0	78	144740	221334	1666922	Bacteria	WOR-3	d__Bacteria;p__WOR-3;c__Hydrothermia;o__UBA1063;f__UBA1063;g__UBA1063;s__UBA1063 sp002316275	/home/tianrm/projects/magicc2/data/genomes/GCA_035359695.1/GCA_035359695.1_ASM3535969v1_genomic.fna	GCA_035359695.1
GB_GCA_002421425.1	GCA_002421425.1		100.0	0.25	27	110925	135623	1622116	Bacteria	WOR-3	d__Bacteria;p__WOR-3;c__Hydrothermia;o__UBA1063;f__UBA1063;g__UBA1063;s__UBA1063 sp002421425	/home/tianrm/projects/magicc2/data/genomes/GCA_002421425.1/GCA_002421425.1_ASM242142v1_genomic.fna	GCA_002421425.1
