gtdb_accession	ncbi_accession	gcf_accession	checkm2_completeness	checkm2_contamination	contig_count	n50_contigs	longest_contig	genome_size	domain	phylum	gtdb_taxonomy	fasta_path	download_dir
RS_GCF_900176435.1	GCA_900176435.1	GCF_900176435.1	99.88	0.21	6	362609	648970	1534155	Archaea	Thermoplasmatota	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Picrophilus;s__Picrophilus oshimae	/home/tianrm/projects/magicc2/data/genomes/GCF_900176435.1/GCF_900176435.1_IMG-taxon_2579779151_annotated_assembly_genomic.fna	GCF_900176435.1
RS_GCF_000327505.1	GCA_000327505.1	GCF_000327505.1	99.42	0.21	1	1437090	1437090	1437090	Archaea	Thermoplasmatota	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Aciduliprofundales;f__Aciduliprofundaceae;g__Aciduliprofundum;s__Aciduliprofundum sp000327505	/home/tianrm/projects/magicc2/data/genomes/GCF_000327505.1/GCF_000327505.1_ASM32750v1_genomic.fna	GCF_000327505.1
GB_GCA_945923335.1	GCA_945923335.1		99.91	0.35	22	94608	280661	1415069	Archaea	Thermoplasmatota	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanarcanum;s__Methanarcanum hacksteinii	/home/tianrm/projects/magicc2/data/genomes/GCA_945923335.1/GCA_945923335.1_SRR15057927_bin.18_metaWRAP_v1.3_MAG_genomic.fna	GCA_945923335.1
GB_GCA_027382035.1	GCA_027382035.1		100.0	0.3	68	155999	392809	2258138	Archaea	Thermoplasmatota	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__UBA184;f__UBA184;g__JAJYEA01;s__JAJYEA01 sp021809545	/home/tianrm/projects/magicc2/data/genomes/GCA_027382035.1/GCA_027382035.1_ASM2738203v1_genomic.fna	GCA_027382035.1
GB_GCA_027376275.1	GCA_027376275.1		100.0	0.14	47	92733	459636	2143984	Archaea	Thermoplasmatota	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__UBA184;f__UBA184;g__JAJYEA01;s__JAJYEA01 sp021809545	/home/tianrm/projects/magicc2/data/genomes/GCA_027376275.1/GCA_027376275.1_ASM2737627v1_genomic.fna	GCA_027376275.1
GB_GCA_034113745.1	GCA_034113745.1		99.89	0.29	14	132136	314917	1421378	Archaea	Thermoplasmatota	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanarcanum;s__Methanarcanum hacksteinii	/home/tianrm/projects/magicc2/data/genomes/GCA_034113745.1/GCA_034113745.1_ASM3411374v1_genomic.fna	GCA_034113745.1
RS_GCF_000949015.1	GCA_000949015.1	GCF_000949015.1	99.78	1.13	9	466845	638525	1747364	Archaea	Thermoplasmatota	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Acidiplasma;s__Acidiplasma aeolicum	/home/tianrm/projects/magicc2/data/genomes/GCF_000949015.1/GCF_000949015.1_ASM94901v1_genomic.fna	GCF_000949015.1
GB_GCA_002506905.1	GCA_002506905.1		99.31	0.67	41	64750	140823	1417827	Archaea	Thermoplasmatota	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanogranum;s__Methanogranum sp002506905	/home/tianrm/projects/magicc2/data/genomes/GCA_002506905.1/GCA_002506905.1_ASM250690v1_genomic.fna	GCA_002506905.1
GB_GCA_958428775.1	GCA_958428775.1		99.93	0.25	17	136327	235570	1625992	Archaea	Thermoplasmatota	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanomethylophilus;s__Methanomethylophilus alvi	/home/tianrm/projects/magicc2/data/genomes/GCA_958428775.1/GCA_958428775.1_ERR9578292_bin.46_MetaWRAP_v1.3_MAG_genomic.fna	GCA_958428775.1
GB_GCA_027382215.1	GCA_027382215.1		100.0	0.1	47	120940	349746	2175511	Archaea	Thermoplasmatota	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__UBA184;f__UBA184;g__JAJYEA01;s__JAJYEA01 sp021809545	/home/tianrm/projects/magicc2/data/genomes/GCA_027382215.1/GCA_027382215.1_ASM2738221v1_genomic.fna	GCA_027382215.1
GB_GCA_027310185.1	GCA_027310185.1		99.54	1.04	19	244859	308227	1878148	Archaea	Thermoplasmatota	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Cuniculiplasma;s__Cuniculiplasma sp021816385	/home/tianrm/projects/magicc2/data/genomes/GCA_027310185.1/GCA_027310185.1_ASM2731018v1_genomic.fna	GCA_027310185.1
GB_GCA_002505345.1	GCA_002505345.1		99.39	0.25	18	99196	212857	1340855	Archaea	Thermoplasmatota	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__VadinCA11;s__VadinCA11 sp002505345	/home/tianrm/projects/magicc2/data/genomes/GCA_002505345.1/GCA_002505345.1_ASM250534v1_genomic.fna	GCA_002505345.1
GB_GCA_938005485.1	GCA_938005485.1		99.56	0.19	10	296412	386810	1729405	Archaea	Thermoplasmatota	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanoprimaticola;s__Methanoprimaticola sp905187815	/home/tianrm/projects/magicc2/data/genomes/GCA_938005485.1/GCA_938005485.1_ERR912079_bin.57_CONCOCT_v1.1_MAG_genomic.fna	GCA_938005485.1
GB_GCA_027316895.1	GCA_027316895.1		98.44	0.41	12	1137964	1137964	1770134	Archaea	Thermoplasmatota	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Cuniculiplasma;s__Cuniculiplasma sp027316895	/home/tianrm/projects/magicc2/data/genomes/GCA_027316895.1/GCA_027316895.1_ASM2731689v1_genomic.fna	GCA_027316895.1
GB_GCA_035416065.1	GCA_035416065.1		98.98	1.41	62	62461	147496	1735376	Archaea	Thermoplasmatota	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__DTU008;s__DTU008 sp001512965	/home/tianrm/projects/magicc2/data/genomes/GCA_035416065.1/GCA_035416065.1_ASM3541606v1_genomic.fna	GCA_035416065.1
GB_GCA_945949535.1	GCA_945949535.1		99.91	0.19	59	44999	116486	1503641	Archaea	Thermoplasmatota	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanomethylophilus;s__Methanomethylophilus alvi	/home/tianrm/projects/magicc2/data/genomes/GCA_945949535.1/GCA_945949535.1_SRR11489785_bin.34_metaWRAP_v1.3_MAG_genomic.fna	GCA_945949535.1
GB_GCA_038851035.1	GCA_038851035.1		99.04	1.09	53	76385	198097	2687448	Archaea	Thermoplasmatota	d__Archaea;p__Thermoplasmatota;c__DTKX01;o__VGTL01;f__VGTL01;g__JAWCLH01;s__JAWCLH01 sp038851035	/home/tianrm/projects/magicc2/data/genomes/GCA_038851035.1/GCA_038851035.1_ASM3885103v1_genomic.fna	GCA_038851035.1
GB_GCA_036677555.1	GCA_036677555.1		99.93	0.45	13	281406	486729	1979716	Archaea	Thermoplasmatota	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__UBA472;g__UBA472;s__UBA472 sp036677555	/home/tianrm/projects/magicc2/data/genomes/GCA_036677555.1/GCA_036677555.1_ASM3667755v1_genomic.fna	GCA_036677555.1
GB_GCA_021810045.1	GCA_021810045.1		99.93	1.29	82	72358	427946	2258164	Archaea	Thermoplasmatota	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__JAJZOM01;s__JAJZOM01 sp021810045	/home/tianrm/projects/magicc2/data/genomes/GCA_021810045.1/GCA_021810045.1_ASM2181004v1_genomic.fna	GCA_021810045.1
GB_GCA_944320205.1	GCA_944320205.1		99.92	0.59	3	1654983	1654983	1831315	Archaea	Thermoplasmatota	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanoprimaticola;s__Methanoprimaticola sp905187815	/home/tianrm/projects/magicc2/data/genomes/GCA_944320205.1/GCA_944320205.1_BRZ_LV_bin11_genomic.fna	GCA_944320205.1
GB_GCA_035412425.1	GCA_035412425.1		99.1	1.63	75	40699	125517	1736178	Archaea	Thermoplasmatota	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__DTU008;s__DTU008 sp001512965	/home/tianrm/projects/magicc2/data/genomes/GCA_035412425.1/GCA_035412425.1_ASM3541242v1_genomic.fna	GCA_035412425.1
GB_GCA_963676235.1	GCA_963676235.1		99.66	0.49	1	1656407	1656407	1656407	Archaea	Thermoplasmatota	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__JALNYB01;s__JALNYB01 sp963676235	/home/tianrm/projects/magicc2/data/genomes/GCA_963676235.1/GCA_963676235.1_piPlaSpea1.Methanomethylophilaceae_archaeon_1.1_genomic.fna	GCA_963676235.1
GB_GCA_015063125.1	GCA_015063125.1		99.07	0.56	9	833351	833351	1648946	Archaea	Thermoplasmatota	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanoprimaticola;s__Methanoprimaticola sp015063125	/home/tianrm/projects/magicc2/data/genomes/GCA_015063125.1/GCA_015063125.1_ASM1506312v1_genomic.fna	GCA_015063125.1
GB_GCA_002498365.1	GCA_002498365.1		98.16	0.33	16	196023	276429	1322631	Archaea	Thermoplasmatota	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__VadinCA11;s__VadinCA11 sp002498365	/home/tianrm/projects/magicc2/data/genomes/GCA_002498365.1/GCA_002498365.1_ASM249836v1_genomic.fna	GCA_002498365.1
GB_GCA_026394375.1	GCA_026394375.1		99.84	1.34	31	112482	194506	1732336	Archaea	Thermoplasmatota	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__UBA472;g__JAJRAL01;s__JAJRAL01 sp026394375	/home/tianrm/projects/magicc2/data/genomes/GCA_026394375.1/GCA_026394375.1_ASM2639437v1_genomic.fna	GCA_026394375.1
GB_GCA_027382075.1	GCA_027382075.1		99.39	0.12	69	58034	163577	2098312	Archaea	Thermoplasmatota	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__UBA184;f__UBA184;g__JAJYEA01;s__JAJYEA01 sp021809545	/home/tianrm/projects/magicc2/data/genomes/GCA_027382075.1/GCA_027382075.1_ASM2738207v1_genomic.fna	GCA_027382075.1
RS_GCF_031201125.1	GCA_031201125.1	GCF_031201125.1	99.68	0.9	1	1718531	1718531	1718531	Archaea	Thermoplasmatota	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Acidiplasma;s__Acidiplasma aeolicum	/home/tianrm/projects/magicc2/data/genomes/GCF_031201125.1/GCF_031201125.1_ASM3120112v1_genomic.fna	GCF_031201125.1
GB_GCA_937916545.1	GCA_937916545.1		99.94	1.03	31	158337	504633	1875434	Archaea	Thermoplasmatota	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanomethylophilus;s__Methanomethylophilus sp002495325	/home/tianrm/projects/magicc2/data/genomes/GCA_937916545.1/GCA_937916545.1_SRR1561993_bin.147_CONCOCT_v1.1_MAG_genomic.fna	GCA_937916545.1
GB_GCA_001856845.1	GCA_001856845.1		99.56	1.77	22	190331	373278	1827255	Archaea	Thermoplasmatota	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Cuniculiplasma;s__Cuniculiplasma divulgatum	/home/tianrm/projects/magicc2/data/genomes/GCA_001856845.1/GCA_001856845.1_amd_g-plasma_genomic.fna	GCA_001856845.1
RS_GCF_003205235.1	GCA_003205235.1	GCF_003205235.1	99.98	0.79	63	80169	245855	1790060	Archaea	Thermoplasmatota	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Thermoplasma;s__Thermoplasma sp003205235	/home/tianrm/projects/magicc2/data/genomes/GCF_003205235.1/GCF_003205235.1_ASM320523v1_genomic.fna	GCF_003205235.1
GB_GCA_963641905.1	GCA_963641905.1		99.93	0.58	51	76048	147835	1701438	Archaea	Thermoplasmatota	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanomethylophilus;s__Methanomethylophilus sp963591575	/home/tianrm/projects/magicc2/data/genomes/GCA_963641905.1/GCA_963641905.1_H07617-L1_cleanbin_000023_GreatApes_genomic.fna	GCA_963641905.1
RS_GCF_002078355.1	GCA_002078355.1	GCF_002078355.1	99.76	0.2	1	1826943	1826943	1826943	Archaea	Thermoplasmatota	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Ferroplasma;s__Ferroplasma acidiphilum	/home/tianrm/projects/magicc2/data/genomes/GCF_002078355.1/GCF_002078355.1_ASM207835v1_genomic.fna	GCF_002078355.1
GB_GCA_026127925.1	GCA_026127925.1		98.33	0.44	17	244744	441057	1734508	Archaea	Thermoplasmatota	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__JAKAYB01;s__JAKAYB01 sp026127925	/home/tianrm/projects/magicc2/data/genomes/GCA_026127925.1/GCA_026127925.1_ASM2612792v1_genomic.fna	GCA_026127925.1
GB_GCA_905212675.1	GCA_905212675.1		99.85	0.2	22	126251	241243	1587850	Archaea	Thermoplasmatota	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanomethylophilus;s__Methanomethylophilus alvi	/home/tianrm/projects/magicc2/data/genomes/GCA_905212675.1/GCA_905212675.1_ERR321646-mag-bin.11_genomic.fna	GCA_905212675.1
RS_GCF_900083515.1	GCA_900083515.1	GCF_900083515.1	99.34	0.35	1	1938699	1938699	1938699	Archaea	Thermoplasmatota	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Cuniculiplasma;s__Cuniculiplasma divulgatum	/home/tianrm/projects/magicc2/data/genomes/GCF_900083515.1/GCF_900083515.1_ASM90008351v1_genomic.fna	GCF_900083515.1
GB_GCA_959023515.1	GCA_959023515.1		99.71	0.6	9	254902	918984	1875344	Archaea	Thermoplasmatota	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanoprimaticola;s__Methanoprimaticola sp905187815	/home/tianrm/projects/magicc2/data/genomes/GCA_959023515.1/GCA_959023515.1_DRR221353_bin.58_MetaWRAP_v1.3_MAG_genomic.fna	GCA_959023515.1
GB_GCA_027376455.1	GCA_027376455.1		100.0	0.18	35	155987	209143	2073990	Archaea	Thermoplasmatota	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__UBA184;f__UBA184;g__JAJYEA01;s__JAJYEA01 sp021809545	/home/tianrm/projects/magicc2/data/genomes/GCA_027376455.1/GCA_027376455.1_ASM2737645v1_genomic.fna	GCA_027376455.1
GB_GCA_027367175.1	GCA_027367175.1		99.55	0.26	19	492721	760427	1916083	Archaea	Thermoplasmatota	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Cuniculiplasma;s__Cuniculiplasma divulgatum	/home/tianrm/projects/magicc2/data/genomes/GCA_027367175.1/GCA_027367175.1_ASM2736717v1_genomic.fna	GCA_027367175.1
GB_GCA_006954405.1	GCA_006954405.1		99.9	0.27	2	1061598	1061598	1416890	Archaea	Thermoplasmatota	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanarcanum;s__Methanarcanum hacksteinii	/home/tianrm/projects/magicc2/data/genomes/GCA_006954405.1/GCA_006954405.1_ASM695440v1_genomic.fna	GCA_006954405.1
GB_GCA_006954475.1	GCA_006954475.1		99.34	0.36	24	239564	474439	1883958	Archaea	Thermoplasmatota	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__Methanomassiliicoccus_A;s__Methanomassiliicoccus_A intestinalis	/home/tianrm/projects/magicc2/data/genomes/GCA_006954475.1/GCA_006954475.1_ASM695447v1_genomic.fna	GCA_006954475.1
GB_GCA_035506675.1	GCA_035506675.1		99.16	1.04	61	50908	221397	1972979	Archaea	Thermoplasmatota	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__UBA472;g__JAJRAL01;s__JAJRAL01 sp035506675	/home/tianrm/projects/magicc2/data/genomes/GCA_035506675.1/GCA_035506675.1_ASM3550667v1_genomic.fna	GCA_035506675.1
GB_GCA_031200555.1	GCA_031200555.1		99.13	0.32	1	1931334	1931334	1931334	Archaea	Thermoplasmatota	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Cuniculiplasma;s__Cuniculiplasma divulgatum	/home/tianrm/projects/magicc2/data/genomes/GCA_031200555.1/GCA_031200555.1_ASM3120055v1_genomic.fna	GCA_031200555.1
GB_GCA_028725305.1	GCA_028725305.1		99.9	0.22	42	61102	185028	1559467	Archaea	Thermoplasmatota	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanomethylophilus;s__Methanomethylophilus alvi	/home/tianrm/projects/magicc2/data/genomes/GCA_028725305.1/GCA_028725305.1_ASM2872530v1_genomic.fna	GCA_028725305.1
GB_GCA_001563305.1	GCA_001563305.1		98.37	0.46	1	1593503	1593503	1593503	Archaea	Thermoplasmatota	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanoprimaticola;s__Methanoprimaticola sp001563305	/home/tianrm/projects/magicc2/data/genomes/GCA_001563305.1/GCA_001563305.1_ASM156330v1_genomic.fna	GCA_001563305.1
RS_GCF_031200575.1	GCA_031200575.1	GCF_031200575.1	99.33	0.56	1	1859113	1859113	1859113	Archaea	Thermoplasmatota	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Ferroplasma;s__Ferroplasma sp031200575	/home/tianrm/projects/magicc2/data/genomes/GCF_031200575.1/GCF_031200575.1_ASM3120057v1_genomic.fna	GCF_031200575.1
GB_GCA_012719175.1	GCA_012719175.1		99.61	1.2	16	269382	665567	2423199	Archaea	Thermoplasmatota	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__UBA6;s__UBA6 sp012719175	/home/tianrm/projects/magicc2/data/genomes/GCA_012719175.1/GCA_012719175.1_ASM1271917v1_genomic.fna	GCA_012719175.1
GB_GCA_944319735.1	GCA_944319735.1		99.55	0.75	21	303894	383283	1774839	Archaea	Thermoplasmatota	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__Methanomassiliicoccus_A;s__Methanomassiliicoccus_A sp944319735	/home/tianrm/projects/magicc2/data/genomes/GCA_944319735.1/GCA_944319735.1_BRZ_CQ_bin1_genomic.fna	GCA_944319735.1
GB_GCA_027375935.1	GCA_027375935.1		99.51	0.52	99	42726	167257	1848686	Archaea	Thermoplasmatota	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Ferroplasma;s__Ferroplasma sp021797555	/home/tianrm/projects/magicc2/data/genomes/GCA_027375935.1/GCA_027375935.1_ASM2737593v1_genomic.fna	GCA_027375935.1
GB_GCA_027382105.1	GCA_027382105.1		100.0	0.11	58	77364	181477	2139000	Archaea	Thermoplasmatota	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__UBA184;f__UBA184;g__JAJYEA01;s__JAJYEA01 sp021809545	/home/tianrm/projects/magicc2/data/genomes/GCA_027382105.1/GCA_027382105.1_ASM2738210v1_genomic.fna	GCA_027382105.1
GB_GCA_027376415.1	GCA_027376415.1		100.0	0.13	59	105906	224619	2128966	Archaea	Thermoplasmatota	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__UBA184;f__UBA184;g__JAJYEA01;s__JAJYEA01 sp021809545	/home/tianrm/projects/magicc2/data/genomes/GCA_027376415.1/GCA_027376415.1_ASM2737641v1_genomic.fna	GCA_027376415.1
GB_GCA_002495325.1	GCA_002495325.1		99.77	0.11	19	309419	669204	1496212	Archaea	Thermoplasmatota	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanomethylophilus;s__Methanomethylophilus sp002495325	/home/tianrm/projects/magicc2/data/genomes/GCA_002495325.1/GCA_002495325.1_ASM249532v1_genomic.fna	GCA_002495325.1
GB_GCA_021806235.1	GCA_021806235.1		99.04	0.55	38	85015	198554	1929012	Archaea	Thermoplasmatota	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Ferroplasma;s__Ferroplasma sp021806235	/home/tianrm/projects/magicc2/data/genomes/GCA_021806235.1/GCA_021806235.1_ASM2180623v1_genomic.fna	GCA_021806235.1
GB_GCA_934086205.1	GCA_934086205.1		99.69	0.39	11	339884	485953	1890176	Archaea	Thermoplasmatota	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanoprimaticola;s__Methanoprimaticola sp905187815	/home/tianrm/projects/magicc2/data/genomes/GCA_934086205.1/GCA_934086205.1_ERR7739005_bin.53_genomic.fna	GCA_934086205.1
GB_GCA_938035805.1	GCA_938035805.1		99.84	0.45	41	126251	241243	1788778	Archaea	Thermoplasmatota	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanomethylophilus;s__Methanomethylophilus alvi	/home/tianrm/projects/magicc2/data/genomes/GCA_938035805.1/GCA_938035805.1_ERR321646_bin.88_CONCOCT_v1.1_MAG_genomic.fna	GCA_938035805.1
GB_GCA_018262895.1	GCA_018262895.1		99.66	1.01	30	164565	288082	2341601	Archaea	Thermoplasmatota	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__UBA6;s__UBA6 sp018262895	/home/tianrm/projects/magicc2/data/genomes/GCA_018262895.1/GCA_018262895.1_ASM1826289v1_genomic.fna	GCA_018262895.1
GB_GCA_016207515.1	GCA_016207515.1		98.37	1.81	25	184499	346005	2666392	Archaea	Thermoplasmatota	d__Archaea;p__Thermoplasmatota;c__SW-10-69-26;o__JACQPN01;f__JACQPN01;g__JACQPN01;s__JACQPN01 sp016207515	/home/tianrm/projects/magicc2/data/genomes/GCA_016207515.1/GCA_016207515.1_ASM1620751v1_genomic.fna	GCA_016207515.1
GB_GCA_036504055.1	GCA_036504055.1		99.92	1.55	49	71673	224480	2661922	Archaea	Thermoplasmatota	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__UBA472;g__DASXVU01;s__DASXVU01 sp036504055	/home/tianrm/projects/magicc2/data/genomes/GCA_036504055.1/GCA_036504055.1_ASM3650405v1_genomic.fna	GCA_036504055.1
GB_GCA_963627635.1	GCA_963627635.1		99.97	1.03	93	51243	112084	1824449	Archaea	Thermoplasmatota	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanomethylophilus;s__Methanomethylophilus sp963591575	/home/tianrm/projects/magicc2/data/genomes/GCA_963627635.1/GCA_963627635.1_H07631-L1_cleanbin_000024_GreatApes_genomic.fna	GCA_963627635.1
RS_GCF_000011185.1	GCA_000011185.1	GCF_000011185.1	99.91	0.5	1	1584804	1584804	1584804	Archaea	Thermoplasmatota	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Thermoplasma;s__Thermoplasma volcanium	/home/tianrm/projects/magicc2/data/genomes/GCF_000011185.1/GCF_000011185.1_ASM1118v1_genomic.fna	GCF_000011185.1
GB_GCA_013415695.1	GCA_013415695.1		99.6	1.96	41	109001	197488	1992406	Archaea	Thermoplasmatota	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__JAAEEP01;g__JAAEEP01;s__JAAEEP01 sp013415695	/home/tianrm/projects/magicc2/data/genomes/GCA_013415695.1/GCA_013415695.1_ASM1341569v1_genomic.fna	GCA_013415695.1
GB_GCA_035527755.1	GCA_035527755.1		99.7	0.24	26	106228	202571	1680344	Archaea	Thermoplasmatota	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__UBA472;g__UBA472;s__UBA472 sp035527755	/home/tianrm/projects/magicc2/data/genomes/GCA_035527755.1/GCA_035527755.1_ASM3552775v1_genomic.fna	GCA_035527755.1
GB_GCA_963589625.1	GCA_963589625.1		99.97	1.91	80	60114	120278	1957855	Archaea	Thermoplasmatota	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanomethylophilus;s__Methanomethylophilus sp963591575	/home/tianrm/projects/magicc2/data/genomes/GCA_963589625.1/GCA_963589625.1_H07602-L1_cleanbin_000015_GreatApes_genomic.fna	GCA_963589625.1
GB_GCA_028725325.1	GCA_028725325.1		99.92	0.26	37	63128	157114	1391533	Archaea	Thermoplasmatota	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanarcanum;s__Methanarcanum hacksteinii	/home/tianrm/projects/magicc2/data/genomes/GCA_028725325.1/GCA_028725325.1_ASM2872532v1_genomic.fna	GCA_028725325.1
GB_GCA_015063165.1	GCA_015063165.1		99.86	1.45	68	47775	165642	2280216	Archaea	Thermoplasmatota	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanoprimaticola;s__Methanoprimaticola sp015063165	/home/tianrm/projects/magicc2/data/genomes/GCA_015063165.1/GCA_015063165.1_ASM1506316v1_genomic.fna	GCA_015063165.1
GB_GCA_000350305.1	GCA_000350305.1		99.68	0.71	1	1461105	1461105	1461105	Archaea	Thermoplasmatota	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanomethylophilus;s__Methanomethylophilus sp000350305	/home/tianrm/projects/magicc2/data/genomes/GCA_000350305.1/GCA_000350305.1_ASM35030v1_genomic.fna	GCA_000350305.1
