genome_id	ref_index	error_type	error_rate	error_rate_pct	net_mass_lost	total_ratio	l1_relative	cosine_similarity_to_control	n_selected_kmers_lost	normalised_l2_per_dim	summary_normalised_l2_per_dim	predicted_kmer_position_corruption_1_minus_1mp9	summary_delta_log10_total_kmer_count	summary_delta_total_kmer_sum	summary_delta_unique_kmer_count	summary_delta_duplicate_kmer_count	summary_delta_kmer_entropy	summary_delta_unique_kmer_ratio	summary_delta_duplicate_kmer_ratio
G_r060_chimera_40pct	60	chimera	0.4	40.0	0.0	1.000119	0.000119	0.999998	0	0.003837	2.8e-05		5e-05	5e-05	0.0	0.0	1e-05	0.0	0.0
G_r060_uneven_coverage_5pct	60	uneven_coverage	0.05	5.0	0.0	1.070639	0.070639	0.995591	0	0.100585	0.043092		0.02964	0.02964	0.0	0.10588	-0.00442	0.0	0.00322
G_r060_uneven_coverage_10pct	60	uneven_coverage	0.1	10.0	0.0	1.094778	0.094778	0.997449	0	0.125556	0.030626		0.03933	0.03933	0.0	0.05882	-0.00302	0.0	0.00179
G_r060_uneven_coverage_20pct	60	uneven_coverage	0.2	20.0	0.0	1.252991	0.252991	0.98158	0	0.261942	0.103323		0.09795	0.09795	0.0	0.23529	-0.01128	0.0	0.00715
G_r060_uneven_coverage_40pct	60	uneven_coverage	0.4	40.0	0.0	1.373486	0.373486	0.990047	0	0.341316	0.12254		0.13782	0.13782	0.0	0.25882	-0.00842	0.0	0.00786
G_r061_substitution_0p1pct	61	substitution	0.001	0.1	0.006448	0.998215	0.011112	0.999895	2	0.032711	0.024224	0.008964	-0.00078	-0.00078	0.04348	0.04706	0.00055	0.00026	0.00108
G_r061_substitution_0p5pct	61	substitution	0.005	0.5	0.019791	0.992227	0.031808	0.999435	6	0.07385	0.079454	0.04411	-0.00339	-0.00339	0.13043	0.16471	0.00322	0.00077	0.00396
G_r061_substitution_1pct	61	substitution	0.01	1.0	0.031534	0.984431	0.047499	0.998866	5	0.09805	0.3156	0.086483	-0.00681	-0.00681	0.73913	0.38824	0.00595	0.00435	0.00582
G_r061_substitution_2pct	61	substitution	0.02	2.0	0.051517	0.96994	0.072973	0.997599	12	0.144207	0.34994	0.166252	-0.01326	-0.01326	0.78261	0.49412	0.01132	0.00461	0.00869
G_r061_substitution_5pct	61	substitution	0.05	5.0	0.105555	0.925897	0.137006	0.99259	10	0.234542	0.667886	0.369751	-0.03344	-0.03344	1.34783	1.14118	0.02673	0.00794	0.02376
G_r061_substitution_titv_0p1pct	61	substitution_titv	0.001	0.1	0.006045	0.998318	0.010409	0.999904	1	0.031451	0.021173	0.008964	-0.00073	-0.00073	0.04348	0.03529	0.00057	0.00026	0.00072
G_r061_substitution_titv_0p5pct	61	substitution_titv	0.005	0.5	0.019749	0.992222	0.031721	0.999439	6	0.073422	0.153956	0.04411	-0.00339	-0.00339	0.30435	0.27059	0.00332	0.00179	0.00577
G_r061_substitution_titv_1pct	61	substitution_titv	0.01	1.0	0.031472	0.985658	0.048601	0.998849	3	0.105108	0.338517	0.086483	-0.00627	-0.00627	0.78261	0.43529	0.00705	0.00461	0.0069
G_r061_substitution_titv_2pct	61	substitution_titv	0.02	2.0	0.051318	0.97145	0.074085	0.997528	15	0.146587	0.239085	0.166252	-0.01258	-0.01258	0.43478	0.45882	0.01205	0.00256	0.01045
G_r061_substitution_titv_5pct	61	substitution_titv	0.05	5.0	0.103276	0.931457	0.138008	0.992467	10	0.24276	0.782305	0.369751	-0.03084	-0.03084	1.56522	1.35294	0.0292	0.00922	0.02842
G_r061_indel_0p1pct	61	indel	0.001	0.1	0.005432	0.998771	0.009636	0.999913	0	0.028998	0.03287		-0.00053	-0.00053	0.08696	0.0	0.00028	0.00051	-0.00071
G_r061_indel_0p5pct	61	indel	0.005	0.5	0.018116	0.992296	0.028527	0.999535	4	0.064668	0.017131		-0.00336	-0.00336	-0.04348	0.01176	0.00157	-0.00026	0.00071
G_r061_indel_1pct	61	indel	0.01	1.0	0.029705	0.984655	0.044066	0.998984	6	0.091137	0.094103		-0.00672	-0.00672	0.13043	0.21176	0.00322	0.00077	0.0054
G_r061_indel_2pct	61	indel	0.02	2.0	0.048633	0.970519	0.067786	0.997776	12	0.130389	0.112663		-0.013	-0.013	0.04348	0.29412	0.00657	0.00026	0.00861
G_r061_indel_5pct	61	indel	0.05	5.0	0.096189	0.931194	0.123572	0.993378	10	0.210229	0.463317		-0.03096	-0.03096	1.08696	0.56471	0.01565	0.0064	0.00836
G_r061_chimera_5pct	61	chimera	0.05	5.0	0.0	1.0	0.0	1.0	0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
G_r061_chimera_10pct	61	chimera	0.1	10.0	0.0	1.0	0.0	1.0	0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
G_r061_chimera_20pct	61	chimera	0.2	20.0	0.0	1.0	0.0	1.0	0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
G_r061_chimera_40pct	61	chimera	0.4	40.0	0.0	1.0	0.0	1.0	0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
G_r061_uneven_coverage_5pct	61	uneven_coverage	0.05	5.0	0.0	1.050755	0.050755	0.999719	0	0.061514	0.025043		0.0215	0.0215	0.0	0.05882	-0.0014	0.0	0.00179
G_r061_uneven_coverage_10pct	61	uneven_coverage	0.1	10.0	0.0	1.098068	0.098068	0.999512	0	0.105538	0.023479		0.04063	0.04063	0.0	0.02353	-0.00182	0.0	0.00072
G_r061_uneven_coverage_20pct	61	uneven_coverage	0.2	20.0	0.0	1.194678	0.194678	0.999227	0	0.188634	0.044983		0.07725	0.07725	0.0	0.04706	-0.00347	0.0	0.00143
G_r061_uneven_coverage_40pct	61	uneven_coverage	0.4	40.0	0.0	1.398809	0.398809	0.998214	0	0.344503	0.094509		0.14576	0.14576	0.0	0.14118	-0.00916	0.0	0.00431
G_r062_substitution_0p1pct	62	substitution	0.001	0.1	0.007478	0.998471	0.013427	0.999858	0	0.046971	0.035595	0.008964	-0.00066	-0.00066	0.0	0.09412	0.0014	0.0	0.00287
G_r062_substitution_0p5pct	62	substitution	0.005	0.5	0.024691	0.992735	0.042117	0.999313	7	0.110138	0.116019	0.04411	-0.00317	-0.00317	-0.08696	0.29412	0.00656	-0.00051	0.00967
G_r062_substitution_1pct	62	substitution	0.01	1.0	0.040502	0.985576	0.066581	0.998451	12	0.154884	0.153045	0.086483	-0.00631	-0.00631	0.21739	0.34118	0.01199	0.00128	0.00862
G_r062_substitution_2pct	62	substitution	0.02	2.0	0.070095	0.96493	0.105119	0.996523	10	0.217155	0.441081	0.166252	-0.0155	-0.0155	1.08696	0.42353	0.02187	0.0064	0.00406
G_r062_substitution_5pct	62	substitution	0.05	5.0	0.134033	0.921896	0.189961	0.98828	8	0.323371	0.579022	0.369751	-0.03532	-0.03532	1.30435	0.8	0.05289	0.00768	0.01373
G_r062_substitution_titv_0p1pct	62	substitution_titv	0.001	0.1	0.006784	0.998658	0.012227	0.99988	0	0.049251	0.050099	0.008964	-0.00058	-0.00058	0.13043	0.02353	0.00108	0.00077	-0.00034
G_r062_substitution_titv_0p5pct	62	substitution_titv	0.005	0.5	0.025582	0.990639	0.041804	0.999342	4	0.111299	0.164903	0.04411	-0.00408	-0.00408	0.43478	0.03529	0.00488	0.00256	-0.00245
G_r062_substitution_titv_1pct	62	substitution_titv	0.01	1.0	0.042487	0.982716	0.06769	0.998489	7	0.151305	0.235052	0.086483	-0.00757	-0.00757	0.56522	0.25882	0.01217	0.00333	0.00329
G_r062_substitution_titv_2pct	62	substitution_titv	0.02	2.0	0.068085	0.968408	0.104577	0.996416	9	0.218442	0.280533	0.166252	-0.01394	-0.01394	0.6087	0.42353	0.02325	0.00359	0.00794
G_r062_substitution_titv_5pct	62	substitution_titv	0.05	5.0	0.131289	0.926098	0.188676	0.98855	15	0.337508	0.61385	0.369751	-0.03334	-0.03334	1.30435	0.96471	0.05539	0.00768	0.01873
G_r062_indel_0p1pct	62	indel	0.001	0.1	0.006749	0.997686	0.011184	0.999892	0	0.047399	0.049307		-0.00101	-0.00101	0.13043	0.0	0.00108	0.00077	-0.00106
G_r062_indel_0p5pct	62	indel	0.005	0.5	0.026975	0.985875	0.039824	0.999419	1	0.102006	0.120474		-0.00618	-0.00618	0.30435	0.09412	0.00568	0.00179	0.00039
G_r062_indel_1pct	62	indel	0.01	1.0	0.046877	0.970894	0.064647	0.998799	8	0.142494	0.093743		-0.01283	-0.01283	0.0	0.24706	0.0095	0.0	0.00752
G_r062_indel_2pct	62	indel	0.02	2.0	0.082954	0.941722	0.10763	0.997258	12	0.203191	0.264076		-0.02608	-0.02608	0.65217	0.24706	0.02007	0.00384	0.00222
G_r062_indel_5pct	62	indel	0.05	5.0	0.168845	0.868286	0.205975	0.990014	12	0.315577	0.369317		-0.06134	-0.06134	0.78261	0.57647	0.04797	0.00461	0.01118
G_r062_chimera_5pct	62	chimera	0.05	5.0	0.0	1.0	0.0	1.0	0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
G_r062_chimera_10pct	62	chimera	0.1	10.0	0.0	1.000005	5e-06	1.0	0	0.000195	1e-06		0.0	0.0	0.0	0.0	-0.0	0.0	0.0
G_r062_chimera_20pct	62	chimera	0.2	20.0	0.0	1.000005	5e-06	1.0	0	0.000195	1e-06		0.0	0.0	0.0	0.0	-0.0	0.0	0.0
G_r062_chimera_40pct	62	chimera	0.4	40.0	0.0	1.000005	5e-06	1.0	0	4.8e-05	2e-06		0.0	0.0	0.0	0.0	-0.0	0.0	0.0
G_r062_uneven_coverage_5pct	62	uneven_coverage	0.05	5.0	0.0	1.052684	0.052684	0.999628	0	0.077411	0.029233		0.0223	0.0223	0.0	0.07059	-0.00048	0.0	0.00215
G_r062_uneven_coverage_10pct	62	uneven_coverage	0.1	10.0	0.0	1.111336	0.111336	0.999116	0	0.158851	0.15327		0.04585	0.04585	0.0	0.4	0.00942	0.0	0.01218
G_r062_uneven_coverage_20pct	62	uneven_coverage	0.2	20.0	0.0	1.194133	0.194133	0.998867	0	0.167805	0.054891		0.07705	0.07705	0.0	0.09412	-0.01872	0.0	0.00287
G_r062_uneven_coverage_40pct	62	uneven_coverage	0.4	40.0	0.0	1.407429	0.407429	0.996615	0	0.392161	0.186766		0.14843	0.14843	0.0	0.44706	0.0079	0.0	0.01361
G_r063_substitution_0p1pct	63	substitution	0.001	0.1	0.007051	0.99821	0.012313	0.999815	0	0.029408	0.000424	0.008964	-0.00078	-0.00078	0.0	0.0	0.00022	0.0	0.0
G_r063_substitution_0p5pct	63	substitution	0.005	0.5	0.023653	0.989981	0.037287	0.999063	1	0.069484	0.042405	0.04411	-0.00437	-0.00437	0.08696	0.07059	0.00153	0.00051	0.00143
G_r063_substitution_1pct	63	substitution	0.01	1.0	0.036476	0.982166	0.055118	0.998151	1	0.098411	0.043495	0.086483	-0.00781	-0.00781	0.04348	0.10588	0.00329	0.00026	0.00285
G_r063_substitution_2pct	63	substitution	0.02	2.0	0.058223	0.966203	0.082649	0.996084	2	0.136973	0.055924	0.166252	-0.01493	-0.01493	0.08696	0.11765	0.00602	0.00051	0.00285
G_r063_substitution_5pct	63	substitution	0.05	5.0	0.115403	0.914906	0.145713	0.989796	0	0.227008	0.09605	0.369751	-0.03862	-0.03862	0.17391	0.17647	0.01382	0.00102	0.00392
G_r063_substitution_titv_0p1pct	63	substitution_titv	0.001	0.1	0.006891	0.99847	0.012252	0.999823	0	0.029784	0.000366	0.008964	-0.00067	-0.00067	0.0	0.0	0.00023	0.0	0.0
G_r063_substitution_titv_0p5pct	63	substitution_titv	0.005	0.5	0.023249	0.990684	0.037181	0.99907	0	0.066354	0.022359	0.04411	-0.00407	-0.00407	0.0	0.05882	0.00174	0.0	0.00178
G_r063_substitution_titv_1pct	63	substitution_titv	0.01	1.0	0.036768	0.982949	0.056484	0.998011	1	0.100232	0.066528	0.086483	-0.00747	-0.00747	0.13043	0.11765	0.00311	0.00077	0.0025
G_r063_substitution_titv_2pct	63	substitution_titv	0.02	2.0	0.057299	0.967769	0.082367	0.996141	1	0.137414	0.052223	0.166252	-0.01423	-0.01423	0.04348	0.12941	0.00592	0.00026	0.00357
G_r063_substitution_titv_5pct	63	substitution_titv	0.05	5.0	0.10695	0.925881	0.139782	0.989905	0	0.218311	0.101903	0.369751	-0.03344	-0.03344	0.17391	0.2	0.01359	0.00102	0.00464
G_r063_indel_0p1pct	63	indel	0.001	0.1	0.006567	0.997969	0.011103	0.999841	0	0.027908	0.008911		-0.00088	-0.00088	0.0	0.02353	0.00032	0.0	0.00071
G_r063_indel_0p5pct	63	indel	0.005	0.5	0.021946	0.990292	0.034185	0.999192	1	0.062892	0.035546		-0.00424	-0.00424	0.08696	0.03529	0.00115	0.00051	0.00036
G_r063_indel_1pct	63	indel	0.01	1.0	0.036504	0.979003	0.052012	0.998384	0	0.088856	0.024734		-0.00922	-0.00922	0.04348	0.04706	0.00255	0.00026	0.00107
G_r063_indel_2pct	63	indel	0.02	2.0	0.058015	0.961651	0.07768	0.996713	0	0.126801	0.046205		-0.01698	-0.01698	0.08696	0.08235	0.00452	0.00051	0.00178
G_r063_indel_5pct	63	indel	0.05	5.0	0.113953	0.911762	0.139669	0.990875	0	0.20983	0.079051		-0.04012	-0.04012	0.13043	0.15294	0.01032	0.00077	0.00357
G_r063_chimera_5pct	63	chimera	0.05	5.0	0.0	1.000003	3e-06	1.0	0	0.00013	1e-06		0.0	0.0	0.0	0.0	-0.0	0.0	0.0
G_r063_chimera_10pct	63	chimera	0.1	10.0	0.0	1.0	0.0	1.0	0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
G_r063_chimera_20pct	63	chimera	0.2	20.0	0.0	1.0	0.0	1.0	0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
G_r063_chimera_40pct	63	chimera	0.4	40.0	0.0	1.0	0.0	1.0	0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
G_r063_uneven_coverage_5pct	63	uneven_coverage	0.05	5.0	0.0	1.048836	0.048836	0.999517	0	0.065168	0.014202		0.02071	0.02071	0.0	0.02353	-0.00037	0.0	0.00071
G_r063_uneven_coverage_10pct	63	uneven_coverage	0.1	10.0	0.0	1.100165	0.100165	0.998997	0	0.11483	0.02216		0.04146	0.04146	0.0	0.0	-0.00025	0.0	0.0
G_r063_uneven_coverage_20pct	63	uneven_coverage	0.2	20.0	0.0	1.20017	0.20017	0.998592	0	0.19869	0.042358		0.07924	0.07924	0.0	0.0	-0.00079	0.0	0.0
G_r063_uneven_coverage_40pct	63	uneven_coverage	0.4	40.0	0.0	1.403089	0.403089	0.998471	0	0.358187	0.086301		0.14709	0.14709	0.0	0.09412	-0.00037	0.0	0.00285
G_r064_substitution_0p1pct	64	substitution	0.001	0.1	0.005789	0.997468	0.009047	0.999964	2	0.04317	0.01704	0.008964	-0.0011	-0.0011	-0.04348	-0.01176	0.00114	-0.00026	-1e-05
G_r064_substitution_0p5pct	64	substitution	0.005	0.5	0.02113	0.986345	0.028605	0.99982	8	0.103638	0.060915	0.04411	-0.00597	-0.00597	0.13043	0.09412	0.00529	0.00077	0.00182
G_r064_substitution_1pct	64	substitution	0.01	1.0	0.037236	0.973468	0.047939	0.999549	12	0.142738	0.129041	0.086483	-0.01168	-0.01168	0.08696	0.32941	0.01129	0.00051	0.00935
G_r064_substitution_2pct	64	substitution	0.02	2.0	0.067142	0.947508	0.081792	0.998862	16	0.210787	0.404406	0.166252	-0.02342	-0.02342	0.69565	0.81176	0.02094	0.0041	0.01912
G_r064_substitution_5pct	64	substitution	0.05	5.0	0.144571	0.878483	0.167624	0.99543	26	0.32726	0.708209	0.369751	-0.05627	-0.05627	1.04348	1.55294	0.0507	0.00615	0.03886
G_r064_substitution_titv_0p1pct	64	substitution_titv	0.001	0.1	0.005896	0.997282	0.009074	0.999965	0	0.049205	0.074748	0.008964	-0.00118	-0.00118	0.17391	0.09412	0.00115	0.00102	0.00147
G_r064_substitution_titv_0p5pct	64	substitution_titv	0.005	0.5	0.021324	0.986354	0.029001	0.999794	5	0.104437	0.141919	0.04411	-0.00597	-0.00597	0.21739	0.30588	0.00573	0.00128	0.00758
G_r064_substitution_titv_1pct	64	substitution_titv	0.01	1.0	0.03852	0.972106	0.049146	0.99953	20	0.150091	0.224983	0.086483	-0.01229	-0.01229	0.08696	0.58824	0.01181	0.00051	0.01724
G_r064_substitution_titv_2pct	64	substitution_titv	0.02	2.0	0.066193	0.949363	0.08175	0.998887	20	0.214418	0.490561	0.166252	-0.02257	-0.02257	0.82609	1.0	0.02282	0.00487	0.0238
G_r064_substitution_titv_5pct	64	substitution_titv	0.05	5.0	0.147998	0.877271	0.173266	0.995032	21	0.342516	0.837111	0.369751	-0.05687	-0.05687	1.21739	1.84706	0.05425	0.00717	0.04639
G_r064_indel_0p1pct	64	indel	0.001	0.1	0.00583	0.996337	0.007997	0.99997	2	0.042148	0.013376		-0.00159	-0.00159	0.0	0.03529	0.00064	0.0	0.00108
G_r064_indel_0p5pct	64	indel	0.005	0.5	0.022254	0.983016	0.027524	0.999834	5	0.099252	0.096967		-0.00744	-0.00744	0.17391	0.18824	0.00303	0.00102	0.00434
G_r064_indel_1pct	64	indel	0.01	1.0	0.041018	0.965769	0.047806	0.9996	10	0.135836	0.181559		-0.01513	-0.01513	0.17391	0.44706	0.00546	0.00102	0.01223
G_r064_indel_2pct	64	indel	0.02	2.0	0.075232	0.934052	0.084517	0.999013	13	0.197722	0.30563		-0.02963	-0.02963	0.56522	0.57647	0.01186	0.00333	0.01301
G_r064_indel_5pct	64	indel	0.05	5.0	0.165152	0.848278	0.178582	0.996065	27	0.307235	0.47174		-0.07146	-0.07146	0.82609	0.92941	0.02893	0.00487	0.02165
G_r064_chimera_5pct	64	chimera	0.05	5.0	0.0	1.0	0.0	1.0	0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
G_r064_chimera_10pct	64	chimera	0.1	10.0	0.0	1.0	0.0	1.0	0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
G_r064_chimera_20pct	64	chimera	0.2	20.0	0.0	1.0	0.0	1.0	0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
G_r064_chimera_40pct	64	chimera	0.4	40.0	0.0	1.0	0.0	1.0	0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
G_r064_uneven_coverage_5pct	64	uneven_coverage	0.05	5.0	0.0	1.050517	0.050517	0.99989	0	0.061634	0.01228		0.0214	0.0214	0.0	0.01176	-0.00096	0.0	0.00036
G_r064_uneven_coverage_10pct	64	uneven_coverage	0.1	10.0	0.0	1.100062	0.100062	0.999818	0	0.103603	0.031391		0.04142	0.04142	0.0	0.05882	-0.0019	0.0	0.00179
G_r064_uneven_coverage_20pct	64	uneven_coverage	0.2	20.0	0.0	1.202852	0.202852	0.999721	0	0.171009	0.075699		0.08021	0.08021	0.0	0.16471	-0.00953	0.0	0.00502
G_r064_uneven_coverage_40pct	64	uneven_coverage	0.4	40.0	0.0	1.391774	0.391774	0.999164	0	0.345439	0.177619		0.14357	0.14357	0.0	0.42353	-0.00849	0.0	0.01292
G_r065_substitution_0p1pct	65	substitution	0.001	0.1	0.007043	0.997986	0.012071	0.999863	0	0.031561	0.042349	0.008964	-0.00088	-0.00088	0.08696	-0.07059	0.00043	0.00051	-0.00285
G_r065_substitution_0p5pct	65	substitution	0.005	0.5	0.022666	0.989826	0.035158	0.999332	3	0.068349	0.017977	0.04411	-0.00444	-0.00444	0.0	0.04706	0.00251	0.0	0.00143
G_r065_substitution_1pct	65	substitution	0.01	1.0	0.036971	0.97921	0.053152	0.998633	2	0.094419	0.052047	0.086483	-0.00912	-0.00912	0.08696	0.10588	0.00413	0.00051	0.0025
G_r065_substitution_2pct	65	substitution	0.02	2.0	0.058677	0.96243	0.079783	0.997171	1	0.132866	0.145775	0.166252	-0.01663	-0.01663	0.34783	0.16471	0.00897	0.00205	0.00215
G_r065_substitution_5pct	65	substitution	0.05	5.0	0.11682	0.912359	0.145999	0.992022	8	0.218447	0.086033	0.369751	-0.03983	-0.03983	0.13043	0.17647	0.02153	0.00077	0.00429
G_r065_substitution_titv_0p1pct	65	substitution_titv	0.001	0.1	0.007139	0.997844	0.012122	0.999866	0	0.031107	0.008912	0.008964	-0.00094	-0.00094	0.0	0.02353	0.00036	0.0	0.00071
G_r065_substitution_titv_0p5pct	65	substitution_titv	0.005	0.5	0.022172	0.99066	0.035005	0.999303	1	0.06726	0.035553	0.04411	-0.00408	-0.00408	0.08696	0.03529	0.00268	0.00051	0.00036
G_r065_substitution_titv_1pct	65	substitution_titv	0.01	1.0	0.03592	0.981359	0.0532	0.998606	4	0.095833	0.070573	0.086483	-0.00817	-0.00817	0.08696	0.16471	0.00475	0.00051	0.00429
G_r065_substitution_titv_2pct	65	substitution_titv	0.02	2.0	0.059535	0.96311	0.08218	0.997045	5	0.139721	0.098296	0.166252	-0.01632	-0.01632	0.13043	0.22353	0.00947	0.00077	0.00572
G_r065_substitution_titv_5pct	65	substitution_titv	0.05	5.0	0.11772	0.911982	0.147423	0.991796	3	0.221231	0.173717	0.369751	-0.04001	-0.04001	0.34783	0.29412	0.02264	0.00205	0.00608
G_r065_indel_0p1pct	65	indel	0.001	0.1	0.006446	0.998154	0.011047	0.999878	0	0.027765	0.008908		-0.0008	-0.0008	0.0	0.02353	0.00022	0.0	0.00071
G_r065_indel_0p5pct	65	indel	0.005	0.5	0.020366	0.990726	0.031458	0.999425	1	0.06198	0.022351		-0.00405	-0.00405	0.0	0.05882	0.00084	0.0	0.00178
G_r065_indel_1pct	65	indel	0.01	1.0	0.031946	0.983633	0.047524	0.998823	4	0.087495	0.021525		-0.00717	-0.00717	-0.04348	0.03529	0.00158	-0.00026	0.00143
G_r065_indel_2pct	65	indel	0.02	2.0	0.054509	0.964441	0.07346	0.997547	6	0.128862	0.067274		-0.01572	-0.01572	0.0	0.17647	0.00394	0.0	0.00535
G_r065_indel_5pct	65	indel	0.05	5.0	0.104894	0.920151	0.129939	0.99338	4	0.212079	0.086905		-0.03614	-0.03614	0.17391	0.14118	0.00831	0.00102	0.00286
G_r065_chimera_5pct	65	chimera	0.05	5.0	0.0	1.0	0.0	1.0	0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
G_r065_chimera_10pct	65	chimera	0.1	10.0	0.0	1.0	0.0	1.0	0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
G_r065_chimera_20pct	65	chimera	0.2	20.0	0.0	1.0	0.0	1.0	0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
G_r065_chimera_40pct	65	chimera	0.4	40.0	0.0	1.000009	9e-06	1.0	0	0.001671	3e-06		0.0	0.0	0.0	0.0	1e-05	0.0	0.0
G_r065_uneven_coverage_5pct	65	uneven_coverage	0.05	5.0	0.0	1.050923	0.050923	0.999645	0	0.064071	0.012367		0.02157	0.02157	0.0	0.01176	-0.00119	0.0	0.00036
G_r065_uneven_coverage_10pct	65	uneven_coverage	0.1	10.0	0.0	1.096382	0.096382	0.999374	0	0.107666	0.023146		0.03996	0.03996	0.0	0.02353	-0.00143	0.0	0.00071
G_r065_uneven_coverage_20pct	65	uneven_coverage	0.2	20.0	0.0	1.200234	0.200234	0.999025	0	0.196885	0.047863		0.07927	0.07927	0.0	0.05882	-0.00258	0.0	0.00178
G_r065_uneven_coverage_40pct	65	uneven_coverage	0.4	40.0	0.0	1.404434	0.404434	0.997991	0	0.360611	0.084777		0.1475	0.1475	0.0	0.08235	-0.00287	0.0	0.0025
G_r066_substitution_0p1pct	66	substitution	0.001	0.1	0.004897	0.997881	0.007674	0.999985	0	0.037707	0.000675	0.008964	-0.00092	-0.00092	0.0	0.0	0.00122	0.0	0.0
G_r066_substitution_0p5pct	66	substitution	0.005	0.5	0.017857	0.989122	0.024835	0.99989	0	0.089537	0.051917	0.04411	-0.00475	-0.00475	0.08696	0.10588	0.0066	0.00051	0.0025
G_r066_substitution_1pct	66	substitution	0.01	1.0	0.032377	0.977749	0.042503	0.99971	1	0.133268	0.090839	0.086483	-0.00977	-0.00977	0.17391	0.16471	0.01355	0.00102	0.00357
G_r066_substitution_2pct	66	substitution	0.02	2.0	0.058457	0.956899	0.073813	0.999118	2	0.192645	0.098875	0.166252	-0.01913	-0.01913	0.13043	0.22353	0.02628	0.00077	0.00571
G_r066_substitution_5pct	66	substitution	0.05	5.0	0.128206	0.89904	0.155452	0.995702	1	0.318596	0.145037	0.369751	-0.04622	-0.04622	0.17391	0.32941	0.06438	0.00102	0.00856
G_r066_substitution_titv_0p1pct	66	substitution_titv	0.001	0.1	0.004977	0.997953	0.007906	0.999984	0	0.041622	0.000748	0.008964	-0.00089	-0.00089	0.0	0.0	0.00153	0.0	0.0
G_r066_substitution_titv_0p5pct	66	substitution_titv	0.005	0.5	0.018204	0.989098	0.025506	0.999891	1	0.09462	0.05599	0.04411	-0.00476	-0.00476	-0.04348	0.14118	0.00749	-0.00026	0.00464
G_r066_substitution_titv_1pct	66	substitution_titv	0.01	1.0	0.032638	0.978121	0.043398	0.999695	1	0.13934	0.07978	0.086483	-0.00961	-0.00961	0.13043	0.16471	0.01458	0.00077	0.00393
G_r066_substitution_titv_2pct	66	substitution_titv	0.02	2.0	0.058397	0.958923	0.075717	0.99901	5	0.210296	0.091667	0.166252	-0.01822	-0.01822	0.04348	0.23529	0.02926	0.00026	0.00678
G_r066_substitution_titv_5pct	66	substitution_titv	0.05	5.0	0.130828	0.902177	0.163834	0.995253	0	0.355104	0.180378	0.369751	-0.04471	-0.04471	0.26087	0.38824	0.06986	0.00154	0.00963
G_r066_indel_0p1pct	66	indel	0.001	0.1	0.004938	0.996959	0.006834	0.999987	1	0.037795	0.004509		-0.00132	-0.00132	0.0	0.01176	0.00054	0.0	0.00036
G_r066_indel_0p5pct	66	indel	0.005	0.5	0.020725	0.983533	0.024984	0.999906	0	0.082597	0.035442		-0.00721	-0.00721	0.04348	0.08235	0.00343	0.00026	0.00214
G_r066_indel_1pct	66	indel	0.01	1.0	0.038183	0.967916	0.044281	0.99976	0	0.123437	0.052234		-0.01416	-0.01416	0.04348	0.12941	0.00686	0.00026	0.00357
G_r066_indel_2pct	66	indel	0.02	2.0	0.070497	0.93834	0.079334	0.999262	0	0.175485	0.133725		-0.02764	-0.02764	0.26087	0.23529	0.01433	0.00154	0.005
G_r066_indel_5pct	66	indel	0.05	5.0	0.154637	0.860548	0.169823	0.996571	3	0.301569	0.119564		-0.06522	-0.06522	0.13043	0.27059	0.03575	0.00077	0.00714
G_r066_chimera_5pct	66	chimera	0.05	5.0	0.0	1.000007	7e-06	1.0	0	0.002179	3e-06		0.0	0.0	0.0	0.0	1e-05	0.0	0.0
G_r066_chimera_10pct	66	chimera	0.1	10.0	0.0	1.000008	8e-06	1.0	0	0.002949	4e-06		0.0	0.0	0.0	0.0	1e-05	0.0	0.0
G_r066_chimera_20pct	66	chimera	0.2	20.0	0.0	1.000011	1.1e-05	1.0	0	0.000908	3e-06		0.0	0.0	0.0	0.0	0.0	0.0	0.0
G_r066_chimera_40pct	66	chimera	0.4	40.0	0.0	1.000048	4.8e-05	1.0	0	0.002563	1.1e-05		2e-05	2e-05	0.0	0.0	0.0	0.0	0.0
G_r066_uneven_coverage_5pct	66	uneven_coverage	0.05	5.0	0.0	1.050612	0.050612	0.999949	0	0.084602	0.021215		0.02144	0.02144	0.0	0.04706	0.00378	0.0	0.00143
