tier	group_key	draft_accession	complete_accession	organism	group	species_taxid	strain	draft_level	complete_level	draft_biosample	complete_biosample	draft_contigs	complete_contigs	draft_bp	complete_bp	size_ratio_draft_over_complete	draft_gc	complete_gc	draft_excluded_from_refseq	complete_excluded_from_refseq	draft_submitter	complete_submitter	draft_release_date	complete_release_date	n_complete_in_group	n_draft_in_group	draft_ftp	complete_ftp
same_biosample	SAMEA7523527	GCA_978045315.1	GCA_978045335.1	Drosophila subobscura	invertebrate	7241	na	Scaffold	Chromosome	SAMEA7523527	SAMEA7523527	1362	193	90602686	131737477	0.6878	44.500000	45.000000	genome length too small	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2026-03-01	2026-02-24	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/045/315/GCA_978045315.1_idDroSubo7.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/045/335/GCA_978045335.1_idDroSubo7.1/
same_biosample	SAMEA110450066	GCA_978045325.1	GCA_978045355.1	Buglossidium luteum	vertebrate_other	90071	na	Contig	Chromosome	SAMEA110450066	SAMEA110450066	1135	1174	1048491260	639382157	1.6399	34.500000	41.500000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2026-03-01	2026-03-01	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/045/325/GCA_978045325.1_fBugLut1.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/045/355/GCA_978045355.1_fBugLut1.1/
same_biosample	SAMEA118559706	GCA_978045385.1	GCA_978045345.1	Aegialia arenaria	invertebrate	206943	na	Scaffold	Chromosome	SAMEA118559706	SAMEA118559706	208	189	418275697	424274651	0.9859	33.000000	33.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2026-03-01	2026-03-01	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/045/385/GCA_978045385.1_icAegAren1.hap2.1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/045/345/GCA_978045345.1_icAegAren1.hap1.1/
same_biosample	SAMEA112232832	GCA_978045375.1	GCA_978045365.1	Anacampsis blattariella	invertebrate	1594228	na	Scaffold	Chromosome	SAMEA112232832	SAMEA112232832	1396	71	532741195	588009231	0.9060	36.000000	36.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2026-03-01	2026-02-28	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/045/375/GCA_978045375.1_ilAnaBlat1.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/045/365/GCA_978045365.1_ilAnaBlat1.1/
same_biosample	SAMEA112964250	GCA_978046075.1	GCA_978046105.1	Paederus riparius	invertebrate	878345	na	Scaffold	Chromosome	SAMEA112964250	SAMEA112964250	6590	6909	1227891123	1201409333	1.0220	36.500000	36.500000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2026-03-01	2026-03-01	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/046/075/GCA_978046075.1_icPaeRipa1.hap2.1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/046/105/GCA_978046105.1_icPaeRipa1.hap1.1/
same_biosample	SAMEA8748976	GCA_978046085.1	GCA_978046115.1	Saccoglossus kowalevskii	invertebrate	10224	na	Scaffold	Chromosome	SAMEA8748976	SAMEA8748976	13261	845	844038092	895420700	0.9426	36.500000	36.500000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2026-03-01	2026-03-01	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/046/085/GCA_978046085.1_keSacKowa6.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/046/115/GCA_978046115.1_keSacKowa6.1/
same_biosample	SAMEA116289083	GCA_978046505.1	GCA_978046935.1	Hipparchia cypriensis	invertebrate	2828945	na	Scaffold	Chromosome	SAMEA116289083	SAMEA116289083	31	55	329663905	387821496	0.8500	37.000000	37.000000	na	na	Centro Nacional de Análisis Genómico	Centro Nacional de Análisis Genómico	2026-03-01	2026-02-14	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/046/505/GCA_978046505.1_ilHipCypr1.1.alt/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/046/935/GCA_978046935.1_ilHipCypr1.1.pri/
same_biosample	SAMEA114663941	GCA_978120665.1	GCA_978120645.1	Villa occulta	invertebrate	2883019	na	Scaffold	Chromosome	SAMEA114663941	SAMEA114663941	65	75	424527302	427076404	0.9940	26.000000	26.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2026-03-01	2026-02-14	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/120/665/GCA_978120665.1_idVilOccu2.hap2.1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/120/645/GCA_978120645.1_idVilOccu2.hap1.1/
same_biosample	SAMEA116354045	GCA_978120685.1	GCA_978122415.1	Calathus fuscipes	invertebrate	127480	na	Scaffold	Chromosome	SAMEA116354045	SAMEA116354045	532	616	993007580	1037850376	0.9568	31.000000	31.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2026-03-01	2026-03-01	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/120/685/GCA_978120685.1_icCalFusc1.hap2.1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/122/415/GCA_978122415.1_icCalFusc1.hap1.1/
same_biosample	SAMEA112963082	GCA_978123345.1	GCA_978123145.1	Scaeva selenitica	invertebrate	290405	na	Scaffold	Chromosome	SAMEA112963082	SAMEA112963082	452	651	466753612	497268625	0.9386	35.000000	35.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2026-03-01	2026-03-01	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/123/345/GCA_978123345.1_idScaSele1.hap2.1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/123/145/GCA_978123145.1_idScaSele1.hap1.1/
same_biosample	SAMEA118280262	GCA_978258505.1	GCA_978258735.1	Attagenus pellio	invertebrate	41096	na	Scaffold	Chromosome	SAMEA118280262	SAMEA118280262	240	70	316805168	365431958	0.8669	31.000000	30.500000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2026-03-01	2026-02-14	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/258/505/GCA_978258505.1_icAttPell1.hap2.1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/258/735/GCA_978258735.1_icAttPell1.hap1.1/
same_biosample	SAMEA114805671	GCA_978259195.1	GCA_978258655.1	Agrothereutes abbreviatus	invertebrate	1622308	na	Scaffold	Chromosome	SAMEA114805671	SAMEA114805671	79	71	263227197	259933491	1.0127	38.000000	38.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2026-03-01	2026-02-14	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/259/195/GCA_978259195.1_iyAgrAbbr1.hap2.1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/258/655/GCA_978258655.1_iyAgrAbbr1.hap1.1/
same_biosample	SAMEA118768533	GCA_978264105.1	GCA_978258895.1	Cochylidia rupicola	invertebrate	1869591	na	Scaffold	Chromosome	SAMEA118768533	SAMEA118768533	65	91	387973984	425617516	0.9116	38.000000	38.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2026-03-01	2026-02-14	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/264/105/GCA_978264105.1_ilCocRupi2.hap2.1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/258/895/GCA_978258895.1_ilCocRupi2.hap1.1/
same_biosample	SAMEA115163240	GCA_978259355.1	GCA_978258905.1	Entomobrya nr. imitabilis	invertebrate	3076372	na	Scaffold	Chromosome	SAMEA115163240	SAMEA115163240	3767	496	269475253	279887377	0.9628	34.500000	34.500000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2026-03-01	2026-02-20	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/259/355/GCA_978259355.1_qlEntImit1.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/258/905/GCA_978258905.1_qlEntImit1.1/
same_biosample	SAMEA114663826	GCA_978264025.1	GCA_978258985.1	Lecanipa bicincta	invertebrate	1918261	na	Scaffold	Chromosome	SAMEA114663826	SAMEA114663826	105	105	959489686	956065970	1.0036	30.500000	30.500000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2026-03-01	2026-02-14	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/264/025/GCA_978264025.1_idLecBici1.hap2.1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/258/985/GCA_978258985.1_idLecBici1.hap1.1/
same_biosample	SAMEA118767921	GCA_978264205.1	GCA_978259335.1	Pempelia genistella	invertebrate	1870686	na	Scaffold	Chromosome	SAMEA118767921	SAMEA118767921	108	77	675500836	674965736	1.0008	36.000000	36.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2026-03-01	2026-02-14	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/264/205/GCA_978264205.1_ilPemGeni4.hap2.1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/259/335/GCA_978259335.1_ilPemGeni4.hap1.1/
same_biosample	SAMEA115811602	GCA_978264195.1	GCA_978259485.1	Mythimna congrua	invertebrate	3133243	na	Scaffold	Chromosome	SAMEA115811602	SAMEA115811602	228	195	770720503	779137139	0.9892	39.000000	39.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2026-03-01	2026-02-24	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/264/195/GCA_978264195.1_ilMytCong1.hap2.1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/259/485/GCA_978259485.1_ilMytCong1.hap1.1/
same_biosample	SAMEA118260839	GCA_978264065.1	GCA_978264095.1	Catocala fulminea	invertebrate	423515	na	Scaffold	Chromosome	SAMEA118260839	SAMEA118260839	203	315	913796394	962892893	0.9490	37.500000	37.500000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2026-03-01	2026-03-01	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/264/065/GCA_978264065.1_ilCatFulm1.hap2.1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/264/095/GCA_978264095.1_ilCatFulm1.hap1.1/
same_biosample	SAMEA116348416	GCA_978264135.1	GCA_978264155.1	Falseuncaria ruficiliana	invertebrate	1594305	na	Scaffold	Chromosome	SAMEA116348416	SAMEA116348416	1261	1411	437409599	439717333	0.9948	38.500000	38.500000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2026-03-01	2026-03-01	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/264/135/GCA_978264135.1_ilFalRufi1.hap2.1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/264/155/GCA_978264155.1_ilFalRufi1.hap1.1/
same_biosample	SAMEA110449624	GCA_978265505.1	GCA_978270025.1	Ensis siliqua	invertebrate	251531	na	Scaffold	Chromosome	SAMEA110449624	SAMEA110449624	2658	2180	1847656908	1889295646	0.9780	39.500000	39.500000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2026-03-01	2026-03-01	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/265/505/GCA_978265505.1_xbEnsSili1.hap2.1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/270/025/GCA_978270025.1_xbEnsSili1.hap1.1/
same_biosample	SAMEA12997840	GCA_978397375.1	GCA_978407325.1	Somatochlora arctica	invertebrate	638529	na	Scaffold	Chromosome	SAMEA12997840	SAMEA12997840	2015	4083	2048475412	2516213843	0.8141	34.500000	34.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2026-03-01	2026-03-01	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/397/375/GCA_978397375.1_ioSomArct2.hap2.1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/407/325/GCA_978407325.1_ioSomArct2.hap1.1/
same_biosample	SAMEA115470199	GCA_978397465.1	GCA_978397455.1	Craniella zetlandica	invertebrate	885873	na	Scaffold	Chromosome	SAMEA115470199	SAMEA115470199	4225	2919	260783226	283853189	0.9187	41.500000	41.500000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2026-03-01	2026-03-01	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/397/465/GCA_978397465.1_odCraZetl1.hap2.1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/397/455/GCA_978397455.1_odCraZetl1.hap1.1/
same_biosample	SAMEA118280431	GCA_978405905.1	GCA_978407195.1	Cinara cedri	invertebrate	506608	na	Scaffold	Chromosome	SAMEA118280431	SAMEA118280431	71	169	453267731	507295866	0.8935	31.000000	31.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2026-03-01	2026-03-01	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/405/905/GCA_978405905.1_ihCinCedr1.hap2.1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/407/195/GCA_978407195.1_ihCinCedr1.hap1.1/
same_biosample	SAMEA118768470	GCA_978405975.1	GCA_978407275.1	Dichrorampha sequana	invertebrate	2561218	na	Scaffold	Chromosome	SAMEA118768470	SAMEA118768470	190	262	839682241	974344753	0.8618	38.000000	38.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2026-03-01	2026-03-01	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/405/975/GCA_978405975.1_ilDicSequ4.hap2.1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/407/275/GCA_978407275.1_ilDicSequ4.hap1.1/
same_biosample	SAMEA114644974	GCA_978407185.1	GCA_978407175.1	Cantharis pallida	invertebrate	877887	na	Scaffold	Chromosome	SAMEA114644974	SAMEA114644974	284	359	387784863	464230128	0.8353	31.500000	31.500000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2026-03-01	2026-03-01	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/407/185/GCA_978407185.1_icCanPall1.hap2.1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/407/175/GCA_978407175.1_icCanPall1.hap1.1/
same_biosample	SAMEA112964222	GCA_979662555.1	GCA_978473185.1	Macrocera phalerata	invertebrate	2870502	na	Scaffold	Chromosome	SAMEA112964222	SAMEA112964222	9325	2196	576759139	572807319	1.0069	29.500000	29.500000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2026-02-27	2026-03-01	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/979/662/555/GCA_979662555.1_idMacPhal2.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/473/185/GCA_978473185.1_idMacPhal2.1/
same_biosample	SAMEA115106907	GCA_979662545.1	GCA_978473255.1	Ectopleura larynx	invertebrate	264052	na	Scaffold	Chromosome	SAMEA115106907	SAMEA115106907	291	415	520970492	532228856	0.9788	33.000000	33.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2026-02-27	2026-03-01	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/979/662/545/GCA_979662545.1_jhEctLary11.hap2.1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/473/255/GCA_978473255.1_jhEctLary11.hap1.1/
same_biosample	SAMEA10241401	GCA_978765365.1	GCA_978760985.1	Heracleum mantegazzianum	plant	380077	na	Scaffold	Chromosome	SAMEA10241401	SAMEA10241401	241	255	1574666566	1611370527	0.9772	35.500000	35.500000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2026-02-26	2026-02-26	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/765/365/GCA_978765365.1_drHerMant1.hap2.1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/760/985/GCA_978760985.1_drHerMant1.hap1.1/
same_biosample	SAMEA115574588	GCA_978781125.1	GCA_978765375.1	Tipula fulvipennis	invertebrate	2886541	na	Scaffold	Chromosome	SAMEA115574588	SAMEA115574588	1319	3007	719361281	807781825	0.8905	31.000000	30.500000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2026-02-26	2026-02-26	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/781/125/GCA_978781125.1_idTipFulv1.hap2.1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/765/375/GCA_978765375.1_idTipFulv1.hap1.1/
same_biosample	SAMEA112221786	GCA_978765445.1	GCA_978765475.1	Bathythrix pellucidator	invertebrate	172462	na	Scaffold	Chromosome	SAMEA112221786	SAMEA112221786	2057	152	166318607	170674488	0.9745	45.000000	45.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2026-02-26	2026-02-14	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/765/445/GCA_978765445.1_iyBatPell1.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/765/475/GCA_978765475.1_iyBatPell1.1/
same_biosample	SAMEA115574719	GCA_978833675.1	GCA_978841125.1	Allantus rufocinctus	invertebrate	1384742	na	Scaffold	Chromosome	SAMEA115574719	SAMEA115574719	210	176	274500979	272621412	1.0069	39.500000	39.500000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2026-02-26	2026-02-14	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/833/675/GCA_978833675.1_iyAllRufo1.hap2.1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/841/125/GCA_978841125.1_iyAllRufo1.hap1.1/
same_biosample	SAMEA118559378	GCA_978841005.1	GCA_978851125.1	Agnoea subochreella	invertebrate	3373421	na	Scaffold	Chromosome	SAMEA118559378	SAMEA118559378	3101	3033	554798809	558897822	0.9927	37.500000	37.500000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2026-02-26	2026-02-26	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/841/005/GCA_978841005.1_ilAgnSubo1.hap2.1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/851/125/GCA_978851125.1_ilAgnSubo1.hap1.1/
same_biosample	SAMEA117571179	GCA_978856295.1	GCA_978846445.1	Eupolybothrus grossipes	invertebrate	171369	na	Scaffold	Chromosome	SAMEA117571179	SAMEA117571179	5509	5229	6651219827	6577898979	1.0111	40.500000	40.500000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2026-02-27	2026-02-27	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/856/295/GCA_978856295.1_qcEupGros1.hap2.1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/846/445/GCA_978846445.1_qcEupGros1.hap1.1/
same_biosample	SAMEA118768382	GCA_978897165.1	GCA_978897515.1	Ypsolopha sylvella	invertebrate	1858087	na	Scaffold	Chromosome	SAMEA118768382	SAMEA118768382	117	90	964974936	960796011	1.0043	37.000000	37.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2026-02-26	2026-02-15	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/897/165/GCA_978897165.1_ilYpsSylv1.hap2.1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/897/515/GCA_978897515.1_ilYpsSylv1.hap1.1/
same_biosample	SAMEA113940636	GCA_978898735.1	GCA_978897505.1	Tricholoma terreum	fungi	76328	na	Scaffold	Chromosome	SAMEA113940636	SAMEA113940636	259	371	72805771	80593292	0.9034	47.500000	47.500000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2026-02-26	2026-02-14	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/898/735/GCA_978898735.1_gfTriTerr1.hap2.1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/897/505/GCA_978897505.1_gfTriTerr1.hap1.1/
same_biosample	SAMEA116282470	GCA_978898875.1	GCA_978898835.1	Antaxius spinibrachius	invertebrate	3056766	na	Scaffold	Chromosome	SAMEA116282470	SAMEA116282470	1811	1722	5413563716	5179441024	1.0452	40.000000	40.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2026-02-27	2026-02-27	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/898/875/GCA_978898875.1_iqAntSpin1.hap2.1/	na
same_biosample	SAMEA112232583	GCA_979289345.1	GCA_978898865.1	Alomya debellator	invertebrate	55944	na	Scaffold	Chromosome	SAMEA112232583	SAMEA112232583	4852	308	178647482	200298065	0.8919	44.500000	45.500000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2026-02-27	2026-02-13	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/979/289/345/GCA_979289345.1_iyAloDebe2.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/898/865/GCA_978898865.1_iyAloDebe2.1/
same_biosample	SAMEA110158826	GCA_978898885.1	GCA_978898905.1	Trochonerilla sp. QMOUL0000090	invertebrate	3423297	na	Scaffold	Chromosome	SAMEA110158826	SAMEA110158826	3179	167	127260793	103178223	1.2334	42.500000	42.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2026-02-26	2026-02-24	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/898/885/GCA_978898885.1_wuTroSpea1.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/898/905/GCA_978898905.1_wuTroSpea1.1/
same_biosample	SAMEA110451514	GCA_978967045.1	GCA_978965805.1	Sargus bipunctatus	invertebrate	931498	na	Scaffold	Chromosome	SAMEA110451514	SAMEA110451514	1350	1224	1294190990	1336873846	0.9681	40.000000	40.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2026-02-26	2026-02-26	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/967/045/GCA_978967045.1_idSarBipu1.hap2.1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/965/805/GCA_978965805.1_idSarBipu1.hap1.1/
same_biosample	SAMEA115133511	GCA_978969175.1	GCA_978967595.1	Triticum turgidum subsp. dicoccum	plant	4571	na	Scaffold	Chromosome	SAMEA115133511	SAMEA115133511	1824	2222	10406663284	10384616968	1.0021	46.000000	46.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2026-02-26	2026-02-26	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/969/175/GCA_978969175.1_lpTriDico3.hap2.1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/967/595/GCA_978967595.1_lpTriDico3.hap1.1/
same_biosample	SAMEA116113385	GCA_978969345.1	GCA_978969415.1	Typhloiulus lobifer	invertebrate	1971494	na	Scaffold	Chromosome	SAMEA116113385	SAMEA116113385	1776	3316	830475436	937744081	0.8856	38.000000	38.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2026-02-26	2026-02-26	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/969/345/GCA_978969345.1_qdTypLobi1.hap2.1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/978/969/415/GCA_978969415.1_qdTypLobi1.hap1.1/
same_biosample	SAMEA110449866	GCA_979016815.1	GCA_979016875.1	Corynactis viridis	invertebrate	51773	na	Scaffold	Chromosome	SAMEA110449866	SAMEA110449866	3025	214	508918656	520103772	0.9785	40.000000	39.500000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2026-02-27	2026-02-27	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/979/016/815/GCA_979016815.1_jaCorViri6.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/979/016/875/GCA_979016875.1_jaCorViri6.1/
same_biosample	SAMEA110449844	GCA_979017145.1	GCA_979016895.1	Inocybe petiginosa	fungi	181886	na	Contig	Chromosome	SAMEA110449844	SAMEA110449844	931	308	40916279	29519448	1.3861	45.500000	45.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2026-02-27	2026-02-19	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/979/017/145/GCA_979017145.1_gfInoPeti2.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/979/016/895/GCA_979016895.1_gfInoPeti2.1/
same_biosample	SAMEA114782821	GCA_979018255.1	GCA_979016915.1	Thalictrum alpinum	plant	395328	na	Contig	Chromosome	SAMEA114782821	SAMEA114782821	1154	29	508233737	503849305	1.0087	36.500000	36.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2026-02-27	2026-02-15	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/979/018/255/GCA_979018255.1_dmThaAlpi1.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/979/016/915/GCA_979016915.1_dmThaAlpi1.1/
same_biosample	SAMEA114805866	GCA_979300185.1	GCA_979016925.1	Phaedon cochleariae	invertebrate	80249	na	Scaffold	Chromosome	SAMEA114805866	SAMEA114805866	980	1109	907612648	936666109	0.9690	36.500000	36.500000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2026-02-27	2026-02-27	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/979/300/185/GCA_979300185.1_icPhaCoch1.hap2.1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/979/016/925/GCA_979016925.1_icPhaCoch1.hap1.1/
same_biosample	SAMEA117803628	GCA_979017245.1	GCA_979017335.1	Salix pentandra	plant	75715	na	Scaffold	Chromosome	SAMEA117803628	SAMEA117803628	249	238	767272848	779193258	0.9847	36.500000	36.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2026-02-27	2026-02-27	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/979/017/245/GCA_979017245.1_ddSalPent1.hap2.1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/979/017/335/GCA_979017335.1_ddSalPent1.hap1.1/
