draft_accession	complete_accession	status	draft_bp	draft_contigs	draft_n50	ref_bp	ref_seqs	covered_ref_bp	aligned_draft_bp	unaligned_draft_bp	true_completeness	true_contamination_upper	organism	group	species_taxid	strain	draft_level	complete_level	draft_biosample	draft_excluded_from_refseq	size_ratio_draft_over_complete
GCA_048890145.1	GCA_050261105.1	ok	3416935.0	35.0	177595.0	3401821.0	1.0	3385003.0	3415725.0	1210.0	99.505618	0.035569	Ornithinimicrobium sp. Y1847	bacteria	3405419	strain=Y1847	Scaffold	Complete Genome	SAMN47294953	na	1.0044
GCA_049078485.1	GCA_055379745.1	ok	2763670.0	87.0	51965.0	2789905.0	1.0	2678077.0	2761968.0	1702.0	95.991691	0.061006	Staphylococcus aureus	bacteria	1280	strain=HSA44	Contig	Complete Genome	SAMD00825218	from large multi-isolate project	0.9906
GCA_049575145.1	GCA_965282925.1	ok	5473837.0	98.0	176173.0	5504419.0	3.0	5386596.0	5471867.0	1970.0	97.859483	0.035789	Klebsiella pneumoniae	bacteria	573	KP13	Contig	Complete Genome	SAMEA117982249	from large multi-isolate project	0.9944
GCA_049608475.1	GCA_965283175.2	ok	5432464.0	216.0	55071.0	5532301.0	6.0	5354433.0	5377237.0	55227.0	96.784918	0.998265	Klebsiella pneumoniae	bacteria	573	KP08	Contig	Complete Genome	SAMEA117982244	from large multi-isolate project	0.9820
GCA_049354125.1	GCA_055382605.1	ok	5287119.0	98.0	253515.0	5346784.0	5.0	5266509.0	5285120.0	1999.0	98.49863	0.037387	Escherichia coli	bacteria	562	strain=BroCaecum-55	Contig	Complete Genome	SAMD00874696	from large multi-isolate project	0.9888
GCA_049741965.1	GCA_055901085.1	ok	5569999.0	213.0	48729.0	5509603.0	5.0	5413241.0	5440658.0	129341.0	98.251017	2.347556	Klebsiella pneumoniae	bacteria	573	07B21CPO007	Contig	Complete Genome	SAMN46342760	from large multi-isolate project	1.0110
GCA_049743695.1	GCA_055901155.1	ok	5768044.0	169.0	64072.0	5661098.0	5.0	5533255.0	5639035.0	129009.0	97.741728	2.278869	Klebsiella pneumoniae	bacteria	573	02C19CPO010B	Contig	Complete Genome	SAMN46342671	from large multi-isolate project	1.0189
GCA_049743395.1	GCA_055900775.1	ok	5976525.0	144.0	154903.0	5699823.0	3.0	5601704.0	5687597.0	288928.0	98.278561	5.06907	Klebsiella pneumoniae	bacteria	573	07B16CRGN004B	Contig	Complete Genome	SAMN46342749	from large multi-isolate project	1.0485
GCA_049743815.1	GCA_055901055.1	ok	5556150.0	191.0	49949.0	5459958.0	4.0	5376324.0	5406502.0	149648.0	98.46823	2.740827	Klebsiella pneumoniae	bacteria	573	07B21CPO008B	Contig	Complete Genome	SAMN46342761	from large multi-isolate project	1.0176
GCA_049744735.1	GCA_055902465.1	ok	5756998.0	242.0	58307.0	5645703.0	8.0	5505518.0	5637866.0	119132.0	97.516961	2.110136	Klebsiella pneumoniae	bacteria	573	02A17CRGN003	Contig	Complete Genome	SAMN46342651	from large multi-isolate project	1.0197
GCA_049747335.1	GCA_055901115.1	ok	6078163.0	148.0	102529.0	5703653.0	4.0	5606195.0	5714724.0	363439.0	98.291306	6.372039	Klebsiella pneumoniae	bacteria	573	03A21CPO006	Contig	Complete Genome	SAMN46342691	from large multi-isolate project	1.0657
GCA_049748335.1	GCA_055901295.1	ok	4892023.0	56.0	225782.0	4648432.0	2.0	4597868.0	4791520.0	100503.0	98.912235	2.162084	Enterobacter hormaechei subsp. xiangfangensis	bacteria	158836	31A23CPO015	Contig	Complete Genome	SAMN46343226	from large multi-isolate project	1.0524
GCA_049748895.1	GCA_055901235.1	ok	5694489.0	94.0	170003.0	5679312.0	7.0	5592183.0	5680688.0	13801.0	98.465853	0.243005	Klebsiella pneumoniae	bacteria	573	38M23CPO052B	Contig	Complete Genome	SAMN46343378	from large multi-isolate project	1.0027
GCA_049749015.1	GCA_055900825.1	ok	6077591.0	151.0	191560.0	5712769.0	3.0	5614455.0	5792990.0	284601.0	98.279048	4.98184	Klebsiella pneumoniae	bacteria	573	08A1213CRGN017	Contig	Complete Genome	SAMN46342770	from large multi-isolate project	1.0639
GCA_049766875.1	GCA_055900795.1	ok	5439628.0	164.0	102330.0	5426115.0	6.0	5280087.0	5394226.0	45402.0	97.308793	0.836731	Escherichia coli	bacteria	562	strain=08A21CPO005	Contig	Complete Genome	SAMN46342782	from large multi-isolate project	1.0025
GCA_049767835.1	GCA_055901375.1	ok	5710106.0	111.0	138071.0	5710012.0	7.0	5619198.0	5695991.0	14115.0	98.409566	0.247197	Klebsiella pneumoniae	bacteria	573	38M23CPO030B	Contig	Complete Genome	SAMN46343360	from large multi-isolate project	1.0000
GCA_049767555.1	GCA_055901415.1	ok	4855583.0	57.0	226042.0	4649209.0	2.0	4596293.0	4754949.0	100634.0	98.861828	2.16454	Enterobacter hormaechei subsp. xiangfangensis	bacteria	158836	31A23CPO020	Contig	Complete Genome	SAMN46343228	from large multi-isolate project	1.0444
GCA_049767775.1	GCA_055901315.1	ok	5706408.0	99.0	218390.0	5714290.0	7.0	5622294.0	5692359.0	14049.0	98.390071	0.245857	Klebsiella pneumoniae	bacteria	573	38M23CPO042	Contig	Complete Genome	SAMN46343369	from large multi-isolate project	0.9986
GCA_049768095.1	GCA_055900885.1	ok	5951373.0	85.0	295353.0	5609502.0	4.0	5541725.0	5811267.0	140106.0	98.791747	2.497655	Klebsiella pneumoniae	bacteria	573	11A16CRGN013A	Contig	Complete Genome	SAMN46342826	from large multi-isolate project	1.0609
GCA_049769015.1	GCA_055900695.1	ok	5986756.0	112.0	184977.0	5634769.0	6.0	5558782.0	5645710.0	341046.0	98.651462	6.052529	Klebsiella pneumoniae	bacteria	573	11A23CPO036A	Contig	Complete Genome	SAMN46343148	from large multi-isolate project	1.0625
GCA_049771615.1	GCA_055900905.1	ok	5219807.0	118.0	148236.0	4810908.0	7.0	4698706.0	4849231.0	370576.0	97.667758	7.702829	Enterobacter hormaechei subsp. xiangfangensis	bacteria	158836	15A23CPO012	Contig	Complete Genome	SAMN46343425	from large multi-isolate project	1.0850
GCA_049769515.1	GCA_055900635.1	ok	5471950.0	143.0	87677.0	5330527.0	5.0	5252803.0	5332034.0	139916.0	98.541908	2.624806	Klebsiella pneumoniae	bacteria	573	02B21CPO003A	Contig	Complete Genome	SAMN46342665	from large multi-isolate project	1.0265
GCA_049771915.1	GCA_055900495.1	ok	4988397.0	80.0	158223.0	4749010.0	1.0	4681397.0	4707362.0	281035.0	98.576272	5.91776	Escherichia coli	bacteria	562	15A23CPO013	Contig	Complete Genome	SAMN46343426	from large multi-isolate project	1.0504
GCA_049772295.1	GCA_055901775.1	ok	5809903.0	72.0	295104.0	5462849.0	4.0	5405204.0	5651100.0	158803.0	98.944781	2.906963	Klebsiella pneumoniae	bacteria	573	01A17CRGN006	Contig	Complete Genome	SAMN46342592	from large multi-isolate project	1.0635
GCA_049771955.1	GCA_055900815.1	ok	5647909.0	150.0	94260.0	5557356.0	5.0	5440860.0	5574710.0	73199.0	97.903751	1.317155	Klebsiella pneumoniae	bacteria	573	03A21CPO010	Contig	Complete Genome	SAMN46342694	from large multi-isolate project	1.0163
GCA_049773975.1	GCA_055902455.1	ok	5759715.0	132.0	95862.0	5628315.0	5.0	5525793.0	5659227.0	100488.0	98.17846	1.785401	Klebsiella pneumoniae	bacteria	573	01B19CPO003	Contig	Complete Genome	SAMN46342632	from large multi-isolate project	1.0233
GCA_049776375.1	GCA_055900945.1	ok	5850102.0	143.0	173359.0	5446144.0	4.0	5366750.0	5517390.0	332712.0	98.542198	6.10913	Klebsiella pneumoniae	bacteria	573	09A17CRGN006A	Contig	Complete Genome	SAMN46342795	from large multi-isolate project	1.0742
GCA_049775175.1	GCA_055901245.1	ok	5739094.0	101.0	198304.0	5571019.0	4.0	5497535.0	5581908.0	157186.0	98.680959	2.821495	Klebsiella pneumoniae	bacteria	573	38M23CPO034	Contig	Complete Genome	SAMN46343363	from large multi-isolate project	1.0302
GCA_049897925.1	GCA_041222755.1	ok	2896128.0	30.0	549535.0	2919555.0	1.0	2894836.0	2895503.0	625.0	99.15333	0.021407	Listeria ivanovii	bacteria	1638	strain=ATCC 19119	Contig	Complete Genome	SAMN40742705	na	0.9920
GCA_049898005.1	GCA_041222835.1	ok	2896620.0	25.0	377747.0	2919242.0	1.0	2895260.0	2896088.0	532.0	99.178485	0.018224	Listeria ivanovii	bacteria	1638	strain=PNUSAL004272	Contig	Complete Genome	SAMN40742762	na	0.9923
GCA_049897945.1	GCA_041222735.1	ok	2895967.0	22.0	425583.0	2919548.0	1.0	2895034.0	2895564.0	403.0	99.160349	0.013804	Listeria ivanovii	bacteria	1638	strain=F5999	Contig	Complete Genome	SAMN13941783	na	0.9919
GCA_049776475.1	GCA_055900715.1	ok	5937894.0	79.0	297329.0	5528325.0	9.0	5465850.0	5680469.0	257425.0	98.869911	4.656474	Klebsiella pneumoniae	bacteria	573	11A14CRGN057org1	Contig	Complete Genome	SAMN46342820	from large multi-isolate project	1.0741
GCA_049897985.1	GCA_041222745.1	ok	2902110.0	55.0	213242.0	2928039.0	1.0	2899748.0	2901037.0	1073.0	99.03379	0.036646	Listeria ivanovii	bacteria	1638	strain=PNUSAL001964	Contig	Complete Genome	SAMN04396061	na	0.9911
GCA_050329855.1	GCA_055385245.1	ok	3812247.0	76.0	150014.0	3859514.0	1.0	3784622.0	3810955.0	1292.0	98.059548	0.033476	Edwardsiella piscicida	bacteria	1263550	strain=232881	Contig	Complete Genome	SAMD00865435	from large multi-isolate project	0.9878
GCA_050330295.1	GCA_055384435.1	ok	3827944.0	112.0	80192.0	3883906.0	1.0	3793451.0	3826028.0	1916.0	97.67103	0.049332	Edwardsiella piscicida	bacteria	1263550	strain=232204	Contig	Complete Genome	SAMD00865437	from large multi-isolate project	0.9856
GCA_050496125.1	GCA_055398275.1	ok	2872694.0	90.0	58430.0	2892118.0	2.0	2844835.0	2870873.0	1821.0	98.365108	0.062964	Staphylococcus aureus	bacteria	1280	strain=JARB-OU3000	Contig	Complete Genome	SAMD00884926	from large multi-isolate project	0.9933
GCA_050332515.1	GCA_055383825.1	ok	3811165.0	108.0	87995.0	3875888.0	1.0	3790012.0	3809275.0	1890.0	97.784353	0.048763	Edwardsiella piscicida	bacteria	1263550	strain=232033	Contig	Complete Genome	SAMD00865438	from large multi-isolate project	0.9833
GCA_050333115.1	GCA_055385555.1	ok	3703514.0	101.0	90008.0	3755469.0	1.0	3691979.0	3701839.0	1675.0	98.309399	0.044602	Edwardsiella piscicida	bacteria	1263550	strain=192571	Contig	Complete Genome	SAMD00865434	from large multi-isolate project	0.9862
GCA_050332035.1	GCA_055384805.1	ok	3816901.0	84.0	111061.0	3865550.0	1.0	3795697.0	3812351.0	4550.0	98.192935	0.117706	Edwardsiella piscicida	bacteria	1263550	strain=232641	Contig	Complete Genome	SAMD00865436	from large multi-isolate project	0.9874
GCA_050813245.1	GCA_055391865.1	ok	2738177.0	45.0	207478.0	2783294.0	1.0	2717050.0	2737125.0	1052.0	97.619942	0.037797	Staphylococcus aureus	bacteria	1280	strain=KSA152	Contig	Complete Genome	SAMD00592239	from large multi-isolate project	0.9838
GCA_050583545.1	GCA_051359655.1	ok	4778968.0	256.0	81442.0	4862412.0	6.0	4698499.0	4738830.0	40138.0	96.628978	0.825475	Escherichia coli	bacteria	562	strain=EC20	Contig	Complete Genome	SAMN48718398	from large multi-isolate project	0.9828
GCA_050582285.1	GCA_051307235.1	ok	5196372.0	187.0	96990.0	5283683.0	10.0	5146663.0	5190832.0	5540.0	97.406733	0.104851	Escherichia coli	bacteria	562	strain=EC11	Contig	Complete Genome	SAMN48700598	from large multi-isolate project	0.9835
GCA_050519465.1	GCA_053209605.1	ok	7617194.0	164.0	93077.0	7608365.0	3.0	7545738.0	7613287.0	3907.0	99.176867	0.051351	Burkholderia sola	bacteria	2843302	strain=BC00106	Contig	Complete Genome	SAMN48682150	from large multi-isolate project	1.0012
GCA_050583605.1	GCA_051307245.1	ok	5140120.0	190.0	72218.0	5231088.0	15.0	5093469.0	5133973.0	6147.0	97.369209	0.117509	Escherichia coli	bacteria	562	strain=EC25	Contig	Complete Genome	SAMN48718403	from large multi-isolate project	0.9826
GCA_050931905.1	GCA_055390405.1	ok	2813864.0	93.0	73276.0	2825965.0	1.0	2768509.0	2812161.0	1703.0	97.966854	0.060263	Staphylococcus aureus	bacteria	1280	strain=JARB-OU1302	Contig	Complete Genome	SAMD01578744	from large multi-isolate project	0.9957
GCA_050814625.1	GCA_055392225.1	ok	2806681.0	65.0	108026.0	2861201.0	2.0	2785021.0	2805426.0	1255.0	97.337482	0.043863	Staphylococcus aureus	bacteria	1280	strain=KSA13	Contig	Complete Genome	SAMD00592163	from large multi-isolate project	0.9809
GCA_050931945.1	GCA_055390765.1	ok	2791848.0	88.0	85325.0	2814946.0	1.0	2766584.0	2790163.0	1685.0	98.281956	0.059859	Staphylococcus aureus	bacteria	1280	strain=JARB-OU1301	Contig	Complete Genome	SAMD01578743	from large multi-isolate project	0.9918
GCA_050612865.1	GCA_051162675.1	ok	7227831.0	125.0	187261.0	7137133.0	2.0	7017820.0	7225671.0	2160.0	98.328278	0.030264	Pseudomonas aeruginosa	bacteria	287	strain=CRPA_84	Contig	Chromosome	SAMN48673916	from large multi-isolate project	1.0127
GCA_051121675.1	GCA_055397875.1	ok	5511889.0	130.0	142026.0	5452935.0	3.0	5334612.0	5509408.0	2481.0	97.830104	0.045498	Escherichia coli	bacteria	562	strain=WR3-3	Contig	Complete Genome	SAMD00898862	from large multi-isolate project	1.0108
GCA_051121715.1	GCA_055398125.1	ok	5445400.0	103.0	204230.0	5388106.0	9.0	5303534.0	5443439.0	1961.0	98.430395	0.036395	Escherichia coli	bacteria	562	strain=KN12-1	Contig	Complete Genome	SAMD00898861	from large multi-isolate project	1.0106
GCA_051121735.1	GCA_055398305.1	ok	5589741.0	95.0	240271.0	5330791.0	8.0	5250720.0	5587943.0	1798.0	98.497953	0.033729	Escherichia coli	bacteria	562	strain=KN13-4	Contig	Complete Genome	SAMD00898860	from large multi-isolate project	1.0486
GCA_051121695.1	GCA_055397645.1	ok	5520093.0	131.0	142026.0	5454002.0	3.0	5334713.0	5517666.0	2427.0	97.812817	0.044499	Escherichia coli	bacteria	562	strain=WR14-2	Contig	Complete Genome	SAMD00898863	from large multi-isolate project	1.0121
GCA_051121775.1	GCA_055378805.1	ok	5310269.0	140.0	91303.0	5377694.0	5.0	5242599.0	5307674.0	2595.0	97.487864	0.048255	Escherichia coli	bacteria	562	strain=HR5-1	Contig	Complete Genome	SAMD00898858	from large multi-isolate project	0.9875
GCA_051156535.1	GCA_051295335.1	ok	2387000.0	47.0	218240.0	2410285.0	1.0	2382297.0	2386025.0	975.0	98.83881	0.040452	Corynebacterium macclintockiae	bacteria	2913501	strain=TUM24530	Contig	Complete Genome	SAMN46555309	na	0.9903
GCA_051121755.1	GCA_055378415.1	ok	5313734.0	140.0	94944.0	5377669.0	5.0	5243550.0	5310772.0	2962.0	97.506001	0.05508	Escherichia coli	bacteria	562	strain=HR12-1	Contig	Complete Genome	SAMD00898859	from large multi-isolate project	0.9881
GCA_051395855.1	GCA_055398015.1	ok	2934575.0	69.0	88158.0	2944030.0	4.0	2861169.0	2933184.0	1391.0	97.185457	0.047248	Enterococcus faecium	bacteria	1352	strain=OEK20567	Contig	Complete Genome	SAMD00916349	from large multi-isolate project	0.9968
GCA_051395875.1	GCA_055661495.1	ok	3173031.0	179.0	48988.0	3280305.0	8.0	3062678.0	3169572.0	3459.0	93.365647	0.105448	Enterococcus faecium	bacteria	1352	strain=MEM18094	Contig	Chromosome	SAMD00916348	from large multi-isolate project	0.9673
GCA_051580145.1	GCA_052926905.1	ok	2983092.0	36.0	476976.0	2953717.0	1.0	2927288.0	2928808.0	54284.0	99.105229	1.83782	Listeria monocytogenes	bacteria	1639	strain=PNUSAL009227	Contig	Complete Genome	SAMN18052516	from large multi-isolate project	1.0099
GCA_051579145.1	GCA_052926935.1	ok	3017334.0	26.0	509995.0	3047107.0	2.0	3016325.0	3016774.0	560.0	98.989796	0.018378	Listeria monocytogenes	bacteria	1639	strain=PNUSAL010596	Contig	Complete Genome	SAMN19761721	from large multi-isolate project	0.9902
GCA_051407075.1	GCA_054881555.1	ok	7135302.0	144.0	102971.0	7065003.0	1.0	6989230.0	7132716.0	2586.0	98.927488	0.036603	Pseudomonas aeruginosa	bacteria	287	CRPAF106102025	Contig	Complete Genome	SAMN50022248	from large multi-isolate project	1.0100
GCA_051581085.1	GCA_052927945.1	ok	2997587.0	29.0	476765.0	2944132.0	1.0	2914762.0	2915386.0	82201.0	99.002422	2.792028	Listeria monocytogenes	bacteria	1639	strain=PNUSAL010102	Contig	Complete Genome	SAMN19024323	from large multi-isolate project	1.0182
GCA_051407095.1	GCA_054880015.1	ok	7268713.0	172.0	110561.0	7066582.0	1.0	6998247.0	7265651.0	3062.0	99.032984	0.043331	Pseudomonas aeruginosa	bacteria	287	CRPAF206102025	Contig	Complete Genome	SAMN50022247	from large multi-isolate project	1.0286
GCA_051581665.1	GCA_053477115.1	ok	3123714.0	28.0	553436.0	3155403.0	3.0	3122372.0	3123170.0	544.0	98.953192	0.01724	Listeria monocytogenes	bacteria	1639	strain=PNUSAL011001	Contig	Complete Genome	SAMN20503430	from large multi-isolate project	0.9900
GCA_051584045.1	GCA_052927075.1	ok	3055634.0	24.0	359528.0	3084438.0	1.0	3054184.0	3055028.0	606.0	99.019141	0.019647	Listeria monocytogenes	bacteria	1639	strain=PNUSAL010694	Contig	Complete Genome	SAMN19987942	from large multi-isolate project	0.9907
GCA_051583465.1	GCA_052927965.1	ok	3002914.0	26.0	476781.0	2947145.0	1.0	2920229.0	2920666.0	82248.0	99.086709	2.790769	Listeria monocytogenes	bacteria	1639	strain=PNUSAL010589	Contig	Complete Genome	SAMN19761714	from large multi-isolate project	1.0189
GCA_051583585.1	GCA_052927385.1	ok	2941215.0	19.0	587858.0	2966733.0	1.0	2940474.0	2940705.0	510.0	99.114885	0.017191	Listeria monocytogenes	bacteria	1639	strain=PNUSAL010652	Contig	Complete Genome	SAMN19862101	from large multi-isolate project	0.9914
GCA_051407135.1	GCA_054880115.1	ok	7314061.0	111.0	198243.0	7065253.0	1.0	6995637.0	7312098.0	1963.0	99.014671	0.027784	Pseudomonas aeruginosa	bacteria	287	CRPAF106122025	Contig	Complete Genome	SAMN50022249	from large multi-isolate project	1.0352
GCA_051584145.1	GCA_052927145.1	ok	3003743.0	28.0	277245.0	3039301.0	1.0	3003263.0	3003229.0	514.0	98.814267	0.016912	Listeria monocytogenes	bacteria	1639	strain=PNUSAL010284	Contig	Complete Genome	SAMN19349497	from large multi-isolate project	0.9883
GCA_051584385.1	GCA_052927165.1	ok	2969609.0	25.0	344848.0	2999560.0	1.0	2969072.0	2969038.0	571.0	98.983584	0.019036	Listeria monocytogenes	bacteria	1639	strain=PNUSAL009378	Contig	Complete Genome	SAMN18248935	from large multi-isolate project	0.9900
GCA_051586665.1	GCA_052927305.1	ok	2836120.0	14.0	1465576.0	2861040.0	1.0	2835792.0	2835787.0	333.0	99.117524	0.011639	Listeria monocytogenes	bacteria	1639	strain=PNUSAL010644	Contig	Complete Genome	SAMN19862093	from large multi-isolate project	0.9913
GCA_051587145.1	GCA_052927645.1	ok	3016289.0	22.0	438091.0	3044720.0	2.0	3015416.0	3015739.0	550.0	99.037547	0.018064	Listeria monocytogenes	bacteria	1639	strain=PNUSAL010798	Contig	Complete Genome	SAMN20283122	from large multi-isolate project	0.9907
GCA_051588795.1	GCA_052927745.1	ok	2931161.0	17.0	502960.0	2958041.0	1.0	2930649.0	2930772.0	389.0	99.073982	0.013151	Listeria monocytogenes	bacteria	1639	strain=PNUSAL009413	Contig	Complete Genome	SAMN18248981	from large multi-isolate project	0.9909
GCA_051589565.1	GCA_052927065.1	ok	3064540.0	26.0	327965.0	3094844.0	2.0	3063383.0	3063744.0	796.0	98.983438	0.02572	Listeria monocytogenes	bacteria	1639	strain=PNUSAL010474	Contig	Complete Genome	SAMN19658739	from large multi-isolate project	0.9902
GCA_051587465.1	GCA_052927985.1	ok	2992509.0	15.0	439320.0	3018586.0	2.0	2991904.0	2992052.0	457.0	99.116076	0.01514	Listeria monocytogenes	bacteria	1639	strain=PNUSAL009968	Contig	Complete Genome	SAMN18830774	from large multi-isolate project	0.9914
GCA_051587225.1	GCA_052927665.1	ok	3054540.0	17.0	580256.0	3082316.0	2.0	3054601.0	3054139.0	401.0	99.100838	0.01301	Listeria monocytogenes	bacteria	1639	strain=PNUSAL009871	Contig	Complete Genome	SAMN18749788	from large multi-isolate project	0.9910
GCA_051589585.1	GCA_052927585.1	ok	3008451.0	21.0	524949.0	3036379.0	2.0	3008104.0	3007796.0	655.0	99.068792	0.021572	Listeria monocytogenes	bacteria	1639	strain=PNUSAL010207	Contig	Complete Genome	SAMN19160552	from large multi-isolate project	0.9908
GCA_051589645.1	GCA_052927345.1	ok	2979198.0	20.0	436092.0	3005913.0	1.0	2978237.0	2978750.0	448.0	99.079281	0.014904	Listeria monocytogenes	bacteria	1639	strain=PNUSAL010733	Contig	Complete Genome	SAMN20153163	from large multi-isolate project	0.9911
GCA_051589925.1	GCA_052927465.1	ok	3074823.0	27.0	436088.0	3097647.0	2.0	3071745.0	3071655.0	3168.0	99.163817	0.102271	Listeria monocytogenes	bacteria	1639	strain=PNUSAL011002	Contig	Complete Genome	SAMN20503429	from large multi-isolate project	0.9926
GCA_052190695.1	GCA_052927515.1	ok	2890403.0	26.0	588219.0	2914502.0	1.0	2888836.0	2889892.0	511.0	99.119369	0.017533	Listeria monocytogenes	bacteria	1639	strain=PNUSAL001716	Contig	Complete Genome	SAMN04116057	from large multi-isolate project	0.9917
GCA_051589625.1	GCA_052927565.1	ok	3008576.0	22.0	449037.0	3035652.0	2.0	3007581.0	3007948.0	628.0	99.075289	0.020687	Listeria monocytogenes	bacteria	1639	strain=PNUSAL009875	Contig	Complete Genome	SAMN18749792	from large multi-isolate project	0.9911
GCA_052191135.1	GCA_052927185.1	ok	2932620.0	25.0	579639.0	2957245.0	2.0	2931935.0	2932175.0	445.0	99.144136	0.015048	Listeria monocytogenes	bacteria	1639	strain=PNUSAL008812	Contig	Complete Genome	SAMN17014490	from large multi-isolate project	0.9917
GCA_052191855.1	GCA_052927505.1	ok	2897630.0	25.0	1463189.0	2923408.0	1.0	2897077.0	2897084.0	546.0	99.099305	0.018677	Listeria monocytogenes	bacteria	1639	strain=PNUSAL006799	Contig	Complete Genome	SAMN13919353	from large multi-isolate project	0.9912
GCA_052191355.1	GCA_052927625.1	ok	3019415.0	26.0	438199.0	3044930.0	2.0	3017191.0	3018064.0	1351.0	99.08901	0.044369	Listeria monocytogenes	bacteria	1639	strain=PNUSAL003272	Contig	Complete Genome	SAMN07554526	from large multi-isolate project	0.9916
GCA_052193535.1	GCA_052927805.1	ok	3052098.0	58.0	159480.0	3072817.0	2.0	3043864.0	3044477.0	7621.0	99.05777	0.248013	Listeria monocytogenes	bacteria	1639	strain=PNUSAL001914	Contig	Complete Genome	SAMN04377786	from large multi-isolate project	0.9933
GCA_052196495.1	GCA_052927785.1	ok	2956249.0	20.0	506635.0	2980685.0	1.0	2955391.0	2955870.0	379.0	99.151403	0.012715	Listeria monocytogenes	bacteria	1639	strain=PNUSAL000762	Contig	Complete Genome	SAMN02854686	from large multi-isolate project	0.9918
GCA_052197235.1	GCA_052927265.1	ok	2894234.0	50.0	228827.0	2919184.0	1.0	2891660.0	2893233.0	1001.0	99.057134	0.03429	Listeria monocytogenes	bacteria	1639	strain=PNUSAL001080	Contig	Complete Genome	SAMN03115026	from large multi-isolate project	0.9915
GCA_052194535.1	GCA_052927025.1	ok	3067641.0	26.0	532758.0	3095750.0	2.0	3066198.0	3067122.0	519.0	99.045401	0.016765	Listeria monocytogenes	bacteria	1639	strain=PNUSAL001113	Contig	Complete Genome	SAMN03744124	from large multi-isolate project	0.9909
GCA_052195175.1	GCA_052927425.1	ok	2983088.0	28.0	580686.0	3006675.0	1.0	2981378.0	2982505.0	583.0	99.158639	0.01939	Listeria monocytogenes	bacteria	1639	strain=PNUSAL000214	Contig	Complete Genome	SAMN02381989	from large multi-isolate project	0.9922
GCA_052197115.1	GCA_052927245.1	ok	2933661.0	49.0	197758.0	2958798.0	1.0	2931186.0	2932739.0	922.0	99.066783	0.031161	Listeria monocytogenes	bacteria	1639	strain=PNUSAL001706	Contig	Complete Genome	SAMN04045276	from large multi-isolate project	0.9915
GCA_052197595.1	GCA_052927865.1	ok	3124961.0	34.0	508154.0	3152083.0	2.0	3123503.0	3124195.0	766.0	99.093298	0.024301	Listeria monocytogenes	bacteria	1639	strain=PNUSAL007562	Contig	Complete Genome	SAMN15521735	from large multi-isolate project	0.9914
GCA_052197855.1	GCA_052927885.1	ok	3042120.0	34.0	477280.0	3065594.0	2.0	3039022.0	3040199.0	1921.0	99.133219	0.062663	Listeria monocytogenes	bacteria	1639	strain=PNUSAL001934	Contig	Complete Genome	SAMN04377787	from large multi-isolate project	0.9923
GCA_052295475.1	GCA_055386575.1	ok	2772471.0	190.0	40789.0	2841087.0	2.0	2693570.0	2759096.0	13375.0	94.807727	0.470771	Flavobacterium psychrophilum	bacteria	96345	strain=KKI-2407	Contig	Complete Genome	SAMD01614999	from large multi-isolate project	0.9758
GCA_052198175.1	GCA_052927925.1	ok	2952075.0	28.0	244585.0	2978250.0	2.0	2950414.0	2951044.0	1031.0	99.065357	0.034618	Listeria monocytogenes	bacteria	1639	strain=PNUSAL008608	Contig	Chromosome	SAMN16779419	from large multi-isolate project	0.9912
GCA_052284055.1	GCA_055386915.1	ok	2674015.0	158.0	45890.0	2862874.0	1.0	2543414.0	2533341.0	140674.0	88.841283	4.913734	Flavobacterium psychrophilum	bacteria	96345	strain=KKI-2306	Contig	Complete Genome	SAMD01614998	from large multi-isolate project	0.9340
GCA_052201675.1	GCA_052927815.1	ok	2901387.0	24.0	478339.0	2927198.0	1.0	2900544.0	2900881.0	506.0	99.089436	0.017286	Listeria monocytogenes	bacteria	1639	strain=PNUSAL000816	Contig	Complete Genome	SAMN02924367	from large multi-isolate project	0.9912
GCA_052296045.1	GCA_055385685.1	ok	2696811.0	213.0	37260.0	2787950.0	1.0	2516317.0	2506301.0	190510.0	90.256891	6.833336	Flavobacterium psychrophilum	bacteria	96345	strain=KMO-2406	Contig	Complete Genome	SAMD01615001	from large multi-isolate project	0.9673
GCA_052295795.1	GCA_055380035.1	ok	3760324.0	72.0	121592.0	3650540.0	2.0	3586189.0	3758863.0	1461.0	98.23722	0.040021	Edwardsiella tarda	bacteria	636	strain=MYK24826	Contig	Complete Genome	SAMD00892090	from large multi-isolate project	1.0301
GCA_052296075.1	GCA_055386105.1	ok	2769446.0	169.0	39667.0	2866831.0	1.0	2701741.0	2760293.0	9153.0	94.241377	0.319272	Flavobacterium psychrophilum	bacteria	96345	strain=KNI-2406	Contig	Complete Genome	SAMD01615000	from large multi-isolate project	0.9660
GCA_052853305.1	GCA_055392865.1	ok	2890986.0	19.0	316077.0	2882639.0	3.0	2851570.0	2890565.0	421.0	98.922203	0.014605	Staphylococcus aureus	bacteria	1280	strain=M-21-398	Contig	Complete Genome	SAMD00889047	from large multi-isolate project	1.0029
GCA_052853505.1	GCA_055393085.1	ok	2821685.0	14.0	673055.0	2774836.0	3.0	2742985.0	2821299.0	386.0	98.852148	0.013911	Staphylococcus aureus	bacteria	1280	strain=M-20-797	Contig	Complete Genome	SAMD00889029	from large multi-isolate project	1.0169
