accession	cohort	domain	n_proteins	n_profiles_in_set	n_bact_families	n_arch_families	n_families_detected	frac_profiles_detected	n_families_multicopy_raw	n_families_multicopy	n_pairs_rejected_split_gene	frac_families_multicopy	total_extra_copies	max_copies	n_dup_pairs	n_dup_pairs_valid	n_dup_pairs_diff_contig	n_dup_pairs_scored	mean_dup_pair_identity	median_dup_pair_identity	min_dup_pair_identity	n_dup_pairs_divergent	n_dup_pairs_strongly_divergent	n_dup_pairs_near_identical	frac_dup_pairs_divergent	n_divergent_families	n_strongly_divergent_families	divergent_dup_families_per_100_profiles	strongly_divergent_families_per_100_profiles	v5_completeness	v5_contamination	checkm2_completeness	checkm2_contamination	total_bp	n_contigs	n50	gc_pct
GCA_036638955.1	disagreement_141	bacteria	3501	85	51	19	51	0.6	1	1	0	0.0196	1	2	1	1	1	1	0.5088	0.5088	0.5088	1	1	0	1.0	1	1	1.176	1.176	89.15718	0.4679054	94.94	0.41	3800672	59	107360	48.056
GCA_036666455.1	disagreement_141	bacteria	2054	85	56	23	56	0.6588	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	87.22237	1.8401891	93.25	0.69	2057459	95	33882	32.445
GCA_036724015.1	disagreement_141	bacteria	2186	85	56	23	56	0.6588	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	72.55689	1.4502823	98.9	1.67	2505319	265	13723	37.807
GCA_036772475.1	disagreement_141	bacteria	2356	85	84	36	84	0.9882	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	85.269714	0.086310506	93.32	0.17	2894137	72	85658	49.184
GCA_036794495.1	disagreement_141	bacteria	2103	85	80	31	80	0.9412	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	71.75981	5.736023	95.43	3.6	2207610	85	46718	62.821
GCA_037143955.1	disagreement_141	bacteria	2440	85	79	29	79	0.9294	11	10	1	0.1266	11	2	11	10	10	10	0.6338	0.6364	0.4551	10	9	0	1.0	10	9	11.765	10.588	82.787	13.499811	90.1	3.16	2153551	326	9868	62.892
GCA_038246785.1	disagreement_141	bacteria	3271	85	85	35	85	1.0	1	1	0	0.0118	1	2	1	1	1	1	0.6883	0.6883	0.6883	1	1	0	1.0	1	1	1.176	1.176	68.34118	2.9494822	96.66	1.04	3405052	84	69285	73.017
GCA_039925865.1	disagreement_141	bacteria	2907	85	80	30	80	0.9412	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	70.96335	1.8668145	94.4	0.49	3104186	342	11818	34.507
GCA_040797425.1	disagreement_141	bacteria	3412	85	84	35	84	0.9882	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	99.48987	5.974123	100.0	2.29	3660398	145	53258	68.465
GCA_041241815.1	disagreement_141	bacteria	1714	85	78	31	78	0.9176	2	2	0	0.0256	2	2	2	2	2	2	0.2914	0.3	0.2828	2	2	0	1.0	2	2	2.353	2.353	83.19635	0.04364252	90.95	2.23	1722530	126	18131	38.478
GCA_041586535.1	disagreement_141	bacteria	3396	85	58	23	58	0.6824	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	64.70879	3.27836	96.48	1.44	3824862	239	22059	42.701
GCA_041655595.1	disagreement_141	bacteria	2068	85	80	30	80	0.9412	4	4	0	0.05	4	2	4	4	4	4	0.9569	0.9839	0.9072	0	0	3	0.0	0	0	0.0	0.0	72.85508	0.15984178	93.5	1.2	2088801	169	16164	42.288
GCA_041781395.1	disagreement_141	bacteria	1843	85	84	33	84	0.9882	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	82.7688	0.06915629	92.09	0.07	2088110	131	21394	37.444
GCA_043557685.1	disagreement_141	bacteria	2278	85	80	35	80	0.9412	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	84.93734	0.37379563	92.42	1.58	2615191	319	10084	33.424
GCA_043747205.1	disagreement_141	bacteria	3064	85	80	31	80	0.9412	6	6	0	0.075	8	3	10	10	10	10	0.9536	0.9672	0.8824	1	0	6	0.1	1	0	1.176	0.0	79.73966	0.28936267	95.78	4.71	2959920	472	12357	31.086
GCA_043788545.1	disagreement_141	bacteria	4472	85	85	31	85	1.0	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	99.409546	6.054342	99.35	0.05	4870130	167	46754	44.335
GCA_043813215.1	disagreement_141	bacteria	658	85	58	24	58	0.6824	1	1	0	0.0172	1	2	1	1	1	1	0.6053	0.6053	0.6053	1	1	0	1.0	1	1	1.176	1.176	69.82423	3.599155	95.29	0.49	612632	44	23799	39.375
GCA_044344765.1	disagreement_141	bacteria	3138	85	78	37	78	0.9176	1	1	0	0.0128	1	2	1	1	1	1	0.6928	0.6928	0.6928	1	1	0	1.0	1	1	1.176	1.176	63.872627	15.361121	93.3	1.35	3596205	307	15862	69.87
GCA_046063625.1	disagreement_141	bacteria	4501	85	80	29	80	0.9412	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	88.17737	0.042948127	93.73	0.57	4635650	552	10901	37.699
GCA_046160275.1	disagreement_141	bacteria	5010	85	77	33	77	0.9059	1	1	0	0.013	1	2	1	1	1	1	0.5503	0.5503	0.5503	1	1	0	1.0	1	1	1.176	1.176	91.71346	29.836962	93.87	4.26	5881720	782	9510	37.824
GCA_046302235.1	disagreement_141	bacteria	2966	85	82	32	82	0.9647	3	3	0	0.0366	3	2	3	3	3	3	0.8659	0.8929	0.7869	2	1	0	0.6667	2	1	2.353	1.176	88.575096	0.13864636	93.76	0.49	2566202	475	7899	68.586
GCA_046757765.1	disagreement_141	bacteria	4960	85	73	32	73	0.8588	3	3	0	0.0411	3	2	3	3	3	3	0.6045	0.6073	0.5491	3	3	0	1.0	3	3	3.529	3.529	97.883835	5.975813	91.67	4.7	5642785	698	10924	59.167
GCA_048428545.1	disagreement_141	bacteria	2718	85	73	30	73	0.8588	2	2	0	0.0274	2	2	2	2	2	2	0.883	0.9121	0.8538	1	0	0	0.5	1	0	1.176	0.0	85.10075	0.10340512	91.03	2.82	3016132	236	16920	64.608
GCA_048491915.1	disagreement_141	bacteria	721	85	84	30	84	0.9882	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	55.629852	32.329674	97.63	0.01	847736	39	30238	38.604
GCA_048535265.1	disagreement_141	bacteria	1583	85	79	32	79	0.9294	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	86.42712	0.21836162	98.92	0.57	1903751	74	40595	59.705
GCA_048561425.1	disagreement_141	bacteria	4407	85	85	32	85	1.0	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	87.94443	12.419516	100.0	1.15	3621627	1495	4743	43.639
GCA_049282835.1	disagreement_141	bacteria	4476	85	84	33	84	0.9882	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	98.08657	19.41846	95.42	1.52	5067105	179	62967	59.129
GCA_049324695.1	disagreement_141	bacteria	8444	85	84	35	84	0.9882	1	1	0	0.0119	1	2	1	1	1	1	0.3777	0.3777	0.3777	1	1	0	1.0	1	1	1.176	1.176	97.80748	15.378988	98.81	4.8	9979657	69	234877	63.254
GCA_049840515.1	disagreement_141	bacteria	3215	85	75	30	75	0.8824	2	1	1	0.0133	2	2	2	1	1	1	0.3793	0.3793	0.3793	1	1	0	1.0	1	1	1.176	1.176	78.669754	2.5625288	91.27	1.76	2986087	28	201501	42.607
GCA_049970495.1	disagreement_141	bacteria	2041	85	83	34	83	0.9765	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	90.60214	5.628517	95.94	1.88	1988594	143	25676	36.795
GCA_050949705.1	disagreement_141	bacteria	2481	85	84	34	84	0.9882	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	79.283195	13.875094	95.08	1.48	2489808	21	202195	36.628
GCA_051270635.1	disagreement_141	bacteria	6623	85	81	33	81	0.9529	1	1	0	0.0123	1	2	1	1	1	1	0.3825	0.3825	0.3825	1	1	0	1.0	1	1	1.176	1.176	99.19812	11.948755	93.7	1.51	7862417	419	26933	54.07
GCA_051656445.1	disagreement_141	bacteria	2864	85	72	28	72	0.8471	1	0	1	0.0	1	2	1	0	0	0				0	0	0		0	0	0.0	0.0	80.6943	4.4070573	91.22	3.58	2447981	655	4695	53.519
GCA_051873075.1	disagreement_141	bacteria	1657	85	84	34	84	0.9882	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	89.484276	1.7819911	93.75	2.08	1713025	83	36055	51.331
GCA_051874775.1	disagreement_141	bacteria	1575	85	76	24	76	0.8941	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	67.64038	35.292583	97.33	1.54	1643850	39	67922	47.778
GCA_052086065.1	disagreement_141	bacteria	3391	85	81	30	81	0.9529	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	87.28264	0.14001727	98.94	0.44	3668688	131	58518	63.236
GCA_052109275.1	disagreement_141	bacteria	3321	85	78	29	78	0.9176	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	84.554596	0.26167333	91.72	1.7	3538844	172	46486	63.182
GCA_052733055.1	disagreement_141	bacteria	2609	85	84	31	84	0.9882	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	83.08392	0.1269728	91.79	1.02	2769163	148	34121	35.786
GCA_053497875.1	disagreement_141	bacteria	2115	85	82	33	82	0.9647	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	85.47356	2.6081114	95.65	1.32	2373738	48	66067	65.277
GCA_053526915.1	disagreement_141	bacteria	1715	85	85	28	85	1.0	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	85.60852	1.855737	99.66	0.2	1618686	90	28566	36.871
GCA_054040315.1	disagreement_141	bacteria	920	85	73	28	73	0.8588	1	1	0	0.0137	1	2	1	1	1	1	0.3316	0.3316	0.3316	1	1	0	1.0	1	1	1.176	1.176	99.80986	17.307032	95.33	0.47	991928	77	23654	30.651
GCA_054186275.1	disagreement_141	bacteria	1620	85	80	32	80	0.9412	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	76.78789	3.7255168	93.27	0.0	1766851	125	25398	42.129
GCA_054602775.1	disagreement_141	bacteria	2079	85	84	33	84	0.9882	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	93.534775	5.8497963	97.97	0.54	2177818	73	40805	61.665
GCA_055962315.1	disagreement_141	bacteria	2991	85	83	35	83	0.9765	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	95.67377	50.675446	97.96	0.04	3310086	42	116990	50.784
GCA_902797625.1	disagreement_141	bacteria	1523	85	81	29	81	0.9529	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	75.634384	1.0822743	95.18	0.1	1811845	139	19595	35.11
GCA_903852135.1	disagreement_141	bacteria	1691	85	85	31	85	1.0	1	1	0	0.0118	1	2	1	1	1	1	0.9694	0.9694	0.9694	0	0	1	0.0	0	0	0.0	0.0	84.78137	0.57608485	94.4	4.85	1480201	237	8694	46.42
GCA_903898695.1	disagreement_141	bacteria	4177	85	78	36	78	0.9176	1	1	0	0.0128	1	2	1	1	1	1	0.3542	0.3542	0.3542	1	1	0	1.0	1	1	1.176	1.176	99.6242	9.661332	97.81	0.96	4787948	95	89749	61.016
GCA_903952265.1	disagreement_141	bacteria	526	85	78	23	78	0.9176	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	54.315018	0.11792183	97.61	0.0	571808	2	333063	36.693
GCA_934202235.1	disagreement_141	bacteria	1583	85	83	33	83	0.9765	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	79.70908	0.111055374	99.85	0.64	1616150	75	28576	48.661
GCA_937870855.1	disagreement_141	bacteria	3127	85	82	32	82	0.9647	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	69.05198	0.4454732	100.0	0.63	3224987	211	22795	41.781
GCA_937897955.1	disagreement_141	bacteria	2027	85	84	32	84	0.9882	1	1	0	0.0119	1	2	1	1	1	1	0.9394	0.9394	0.9394	0	0	0	0.0	0	0	0.0	0.0	73.79252	7.9890103	97.58	3.2	2001936	248	24275	59.098
GCA_938009135.1	disagreement_141	bacteria	3227	85	84	36	84	0.9882	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	99.63043	9.431428	97.51	0.64	4169948	165	30004	39.351
GCA_938038695.1	disagreement_141	bacteria	2001	85	82	31	82	0.9647	1	1	0	0.0122	1	2	1	1	1	1	0.4663	0.4663	0.4663	1	1	0	1.0	1	1	1.176	1.176	85.63953	0.7593602	98.54	2.03	2034131	139	21303	44.265
GCA_938082465.1	disagreement_141	bacteria	2436	85	81	32	81	0.9529	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	94.05246	9.034342	94.86	0.63	2448320	43	103285	40.685
GCA_944355355.1	disagreement_141	bacteria	1428	85	79	25	79	0.9294	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	71.42343	28.078032	93.78	0.93	1370104	80	25084	31.513
GCA_945860945.1	disagreement_141	bacteria	2381	85	78	30	78	0.9176	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	70.507614	0.07409155	93.8	0.33	2627201	131	31512	61.172
GCA_945881845.1	disagreement_141	bacteria	2066	85	81	28	81	0.9529	1	1	0	0.0123	1	2	1	1	1	1	0.9521	0.9521	0.9521	0	0	1	0.0	0	0	0.0	0.0	77.36545	0.009056926	91.68	1.01	2067449	66	57637	64.011
GCA_946999215.1	disagreement_141	bacteria	1242	85	82	30	82	0.9647	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	83.94728	0.0067949295	92.54	0.13	1607478	12	212402	46.44
GCA_947085045.1	disagreement_141	bacteria	2771	85	84	31	84	0.9882	1	1	0	0.0119	1	2	1	1	1	1	0.869	0.869	0.869	1	0	0	1.0	1	0	1.176	0.0	78.72232	1.7234564	99.76	2.31	2795204	14	276992	70.208
GCA_947498875.1	disagreement_141	bacteria	2369	85	51	18	51	0.6	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	68.635315	1.42636	100.0	0.23	2316515	78	53396	62.422
GCA_947626165.1	disagreement_141	bacteria	1815	85	81	29	81	0.9529	1	1	0	0.0123	1	2	1	1	1	1	0.9344	0.9344	0.9344	0	0	0	0.0	0	0	0.0	0.0	65.47315	11.839453	97.45	2.05	1836353	16	163983	38.011
GCA_948703015.1	disagreement_141	bacteria	1734	85	77	24	77	0.9059	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	82.77455	31.674969	92.25	0.48	1657732	84	42023	27.317
GCA_949386215.1	disagreement_141	bacteria	4143	85	81	33	81	0.9529	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	97.38136	63.80365	95.05	2.27	4751202	156	49215	54.935
GCA_963537445.1	disagreement_141	bacteria	1647	85	73	31	73	0.8588	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	86.96846	0.20753741	91.0	0.43	1674560	164	13204	37.983
GCA_963639955.1	disagreement_141	bacteria	2196	85	85	33	85	1.0	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	98.86117	7.129261	95.81	0.39	2610100	66	107664	64.164
GCA_963705225.1	disagreement_141	bacteria	4153	85	82	33	82	0.9647	1	0	1	0.0	1	2	1	0	0	0				0	0	0		0	0	0.0	0.0	97.244446	25.59051	94.3	0.02	4850502	1	4850502	52.176
GCA_963729245.1	disagreement_141	bacteria	4435	85	73	29	73	0.8588	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	92.32568	14.7138	90.35	4.84	4361354	58	113422	61.528
GCA_963761895.1	disagreement_141	bacteria	10531	85	82	28	82	0.9647	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	96.33667	15.909502	91.69	4.71	10215802	5	2762856	61.175
GCA_963765295.1	disagreement_141	bacteria	4042	85	77	33	77	0.9059	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	76.11514	1.4574498	91.39	0.72	3754360	8	569695	69.915
GCA_963849745.1	disagreement_141	bacteria	4326	85	83	35	83	0.9765	1	1	0	0.012	1	2	1	1	1	1	0.9657	0.9657	0.9657	0	0	1	0.0	0	0	0.0	0.0	98.231514	5.8389335	95.99	1.09	4261971	15	447667	63.095
GCA_963979665.1	disagreement_141	bacteria	1958	85	70	27	70	0.8235	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	65.830055	0.006312132	92.5	2.78	1621888	367	5301	51.012
GCA_964242225.1	disagreement_141	bacteria	3319	85	81	31	81	0.9529	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	74.63924	11.433495	99.64	0.39	3920059	39	281990	62.04
GCA_964358905.1	disagreement_141	bacteria	1283	85	71	25	71	0.8353	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	99.82205	5.1383348	91.92	0.72	1251100	163	9748	45.051
GCA_964362675.1	disagreement_141	bacteria	690	85	59	20	59	0.6941	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	74.257385	1.7480195	91.88	0.18	581374	71	13912	36.523
GCA_964370005.1	disagreement_141	bacteria	2149	85	78	31	78	0.9176	1	0	1	0.0	1	2	1	0	0	0				0	0	0		0	0	0.0	0.0	85.284195	0.047799945	95.2	0.3	2172649	128	26486	48.397
GCA_964436235.1	disagreement_141	bacteria	3792	85	81	30	81	0.9529	1	1	0	0.0123	1	2	1	1	1	1	0.4781	0.4781	0.4781	1	1	0	1.0	1	1	1.176	1.176	98.94782	32.64514	92.41	2.11	4757597	321	27117	43.348
GCA_964441855.1	disagreement_141	bacteria	654	85	52	18	52	0.6118	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	80.09703	0.05390942	95.71	0.21	532405	78	9803	53.879
GCA_964442135.1	disagreement_141	bacteria	1347	85	85	33	85	1.0	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	73.216705	0.53073466	90.37	0.04	1458986	63	33252	49.834
GCA_964453895.1	disagreement_141	bacteria	3996	85	68	29	68	0.8	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	99.72406	10.420132	96.82	1.75	4033014	60	112159	52.297
GCA_964499935.1	disagreement_141	bacteria	1760	85	73	27	73	0.8588	1	1	0	0.0137	1	2	1	1	0	1	0.3952	0.3952	0.3952	1	1	0	1.0	1	1	1.176	1.176	99.63936	35.73852	96.67	1.5	1466879	131	885286	46.03
GCA_964536905.1	disagreement_141	bacteria	652	85	58	20	58	0.6824	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	72.09778	1.9100875	92.64	3.25	567757	116	5702	31.453
GCA_964545285.1	disagreement_141	bacteria	1138	85	79	27	79	0.9294	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	76.3179	0.3560424	94.46	0.59	1099409	53	31968	25.23
GCA_964563855.1	disagreement_141	bacteria	3009	85	79	37	79	0.9294	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	83.389534	2.8383374	95.37	1.86	3570098	99	56000	65.194
GCA_964564625.1	disagreement_141	bacteria	2954	85	81	36	81	0.9529	1	1	0	0.0123	2	3	3	3	3	3	0.3543	0.3333	0.3256	3	3	0	1.0	1	1	1.176	1.176	89.36011	24.121649	92.66	3.59	3047838	78	80153	47.384
GCA_964567265.1	disagreement_141	bacteria	995	85	62	24	62	0.7294	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	99.9413	14.08636	100.0	0.09	962716	4	621860	56.208
GCA_964591885.1	disagreement_141	bacteria	581	85	62	21	62	0.7294	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	69.80404	0.2760172	94.04	0.0	522395	58	13027	36.051
GCA_964636735.1	disagreement_141	bacteria	735	85	67	22	67	0.7882	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	78.1299	0.5703211	93.87	0.4	691922	87	10964	39.347
GCA_964646075.1	disagreement_141	bacteria	447	85	61	21	61	0.7176	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	57.37428	2.7922063	93.98	0.06	432397	29	18284	36.349
GCA_964937175.1	disagreement_141	bacteria	1009	85	60	24	60	0.7059	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	99.78262	6.214717	100.0	0.34	896620	10	178574	49.112
GCA_965201135.1	disagreement_141	bacteria	2643	85	82	33	82	0.9647	1	1	0	0.0122	1	2	1	1	0	1	0.457	0.457	0.457	1	1	0	1.0	1	1	1.176	1.176	89.86245	0.009307265	97.04	1.68	2943307	1	2943307	67.851
GCA_965249325.1	disagreement_141	bacteria	2744	85	79	33	79	0.9294	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	60.07708	45.04595	91.14	1.85	2794567	20	327190	64.998
GCA_965283735.1	disagreement_141	bacteria	4906	85	83	33	83	0.9765	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	87.86977	0.18814504	99.96	0.08	5084302	2	3227922	66.288
GCA_965321045.1	disagreement_141	bacteria	1677	85	83	34	83	0.9765	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	85.12752	0.11677146	96.79	2.58	1748702	122	23949	45.736
GCA_965334145.1	disagreement_141	bacteria	1542	85	85	29	85	1.0	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	92.79599	12.060195	96.52	0.23	1681488	84	36194	27.439
GCA_965658445.1	disagreement_141	bacteria	2324	85	85	33	85	1.0	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	99.66872	13.964706	99.57	0.04	2588811	38	155231	44.183
GCA_977085625.1	disagreement_141	bacteria	1795	85	85	31	85	1.0	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	88.82126	4.40948	97.79	0.7	1920175	42	81058	47.108
GCA_977552645.1	disagreement_141	bacteria	2085	85	85	32	85	1.0	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	83.88056	4.343486	97.81	0.07	2309429	77	63746	40.816
GCA_977587715.1	disagreement_141	bacteria	5757	85	77	28	77	0.9059	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	88.11548	29.642687	91.23	0.41	6628815	251	45972	62.984
GCA_977600635.1	disagreement_141	bacteria	1799	85	80	31	80	0.9412	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	61.801643	0.04428625	93.08	1.04	2117329	272	9326	33.16
GCA_977879445.1	disagreement_141	bacteria	3276	85	83	33	83	0.9765	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	98.92793	24.105246	92.63	1.53	3609840	1	3609840	64.143
GCA_980315005.1	disagreement_141	bacteria	2755	85	77	30	77	0.9059	1	1	0	0.013	1	2	1	1	1	1	0.4159	0.4159	0.4159	1	1	0	1.0	1	1	1.176	1.176	74.899536	0.44040084	93.62	3.94	2594901	408	8564	66.813
GCA_980363365.1	disagreement_141	bacteria	2893	85	85	34	85	1.0	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	82.906784	0.08375049	98.79	0.39	3063506	89	62365	64.295
GCA_980407145.1	disagreement_141	bacteria	1654	85	75	26	75	0.8824	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	99.35915	5.0718966	94.05	1.72	1712918	110	36257	27.686
GCA_980581105.1	disagreement_141	bacteria	7680	85	70	29	70	0.8235	0	0	0	0.0	0	1	0	0	0	0				0	0	0		0	0	0.0	0.0	97.301735	6.7766247	91.31	3.07	7311075	2183	3812	70.111
