accession	cohort	v5_completeness	v5_contamination	checkm2_completeness	checkm2_contamination	total_bp	n_contigs	n50	gc_pct	unclassified_pct	informative_kmer_density	mean_contig_confidence_bpw	orig_phylum_contam_pct	orig_phylum_dominant_pct	orig_n_phyla	strict_phylum_contam_pct	strict_qualifying_bp_frac	scg_domain	frac_profiles_detected	n_families_multicopy	total_extra_copies	max_copies	n_dup_pairs	n_dup_pairs_diff_contig	median_dup_pair_identity	n_dup_pairs_divergent	divergent_dup_families_per_100_profiles	gunc_pg21_css	gunc_pg21_pass	gunc_pg21_rrs	gunc_gtdb95_css	gunc_gtdb95_pass	gunc_gtdb95_rrs
GCA_015487885.1	disagreement_141	89.26524	64.5203	96.66	2.28	4891862.0	299.0	25711.0	54.323	20.643	0.000309	0.000235	28.515	33.116	14.0		0.0	bacteria	0.9765	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_016278515.1	disagreement_141	99.1635	8.066452	100.0	1.6	4270740.0	167.0	46988.0	40.874	9.583	0.000317	0.000177	20.198	55.044	10.0		0.0	bacteria	1.0	1.0	1.0	2.0	1.0	1.0	0.3853	1.0	1.176						
GCA_016295605.1	disagreement_141	75.380974	0.008767843	93.13	1.53	1674252.0	266.0	8156.0	64.893	21.666	0.00076	0.000602	33.75	26.386	12.0		0.0	bacteria	0.8941	2.0	2.0	2.0	2.0	2.0	0.876	2.0	2.353						
GCA_016787285.1	disagreement_141	99.80432	7.4893355	96.77	1.11	5556013.0	345.0	24969.0	55.688	17.507	0.00035	0.000244	42.443	23.108	17.0		0.0	bacteria	0.9176	0.0	0.0	1.0	0.0	0.0		0.0	0.0	0.09	True	0.44			
GCA_017939065.1	disagreement_141	89.018974	14.0129175	95.04	3.18	1444896.0	50.0	59691.0	26.613	5.894	0.000791	0.000324	16.091	73.887	6.0		0.0	bacteria	0.9059	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_018057765.1	disagreement_141	73.647125	48.25221	97.73	0.03	1759823.0	51.0	65094.0	35.81	3.404	0.000312	0.000104	60.193	29.51	9.0		0.0	bacteria	1.0	0.0	0.0	1.0	0.0	0.0		0.0	0.0	0.06	True	0.34			
GCA_018677455.1	disagreement_141	79.18665	1.9505739	100.0	0.98	3208883.0	168.0	34782.0	61.645	6.764	0.000891	0.000315	8.493	81.229	7.0		0.0	bacteria	0.9647	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_019235985.1	disagreement_141	93.24382	5.475268	94.11	2.13	2336253.0	389.0	7735.0	61.976	48.709	0.00036	0.000528	25.039	19.151	17.0		0.0	bacteria	0.8941	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_021810405.1	disagreement_141	98.36741	22.343327	92.47	0.11	2103954.0	62.0	50265.0	45.63	16.655	0.000215	0.000138	27.652	35.614	8.0		0.0	bacteria	0.9529	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_022783155.1	disagreement_141	87.640724	0.06647408	96.78	1.88	2501410.0	168.0	22074.0	47.178	0.838	0.011866	0.011376	0.316	98.846	3.0		0.0	bacteria	0.9529	3.0	3.0	2.0	3.0	3.0	0.4512	3.0	3.529						
GCA_022827685.1	disagreement_141	99.820816	5.138433	98.84	2.77	4307412.0	167.0	42335.0	68.611	4.049	0.001359	0.000282	7.15	86.321	6.0		0.0	bacteria	1.0	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_023139045.1	disagreement_141	81.678955	6.5615745	94.38	1.03	3695767.0	205.0	39366.0	46.932	28.815	0.000132	0.000133	38.828	19.228	16.0		0.0	bacteria	0.9059	1.0	1.0	2.0	1.0	1.0	0.368	1.0	1.176						
GCA_023409405.1	disagreement_141	98.861916	6.478524	96.14	0.2	1695966.0	9.0	375312.0	28.388	0.0	0.000456	6.7e-05	8.177	91.823	3.0		0.0	bacteria	0.9882	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_024228115.1	disagreement_141	96.737625	26.185966	97.44	0.96	6414368.0	700.0	22846.0	64.086	18.533	0.00042	0.00025	36.544	32.99	14.0		0.0	bacteria	0.9647	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_024763275.1	disagreement_141	81.40536	0.34325123	91.13	0.29	2554815.0	98.0	40789.0	54.106	11.0	0.000228	0.000146	38.028	34.151	14.0		0.0	bacteria	0.9059	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_027442175.1	disagreement_141	99.96314	5.958909	99.55	1.23	2314502.0	61.0	108777.0	53.222	2.976	0.000672	0.000246	0.088	95.498	2.0		0.0	bacteria	0.9882	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_028724105.1	disagreement_141	88.850006	0.016728044	98.24	0.59	2416929.0	86.0	48291.0	41.844	4.17	0.000944	0.000231	3.092	90.028	6.0		0.0	bacteria	0.9765	1.0	1.0	2.0	1.0	1.0	0.3414	1.0	1.176						
GCA_029007115.1	disagreement_141	75.70194	0.29004216	93.11	4.46	1243304.0	54.0	40649.0	24.74	8.138	0.000562	0.000296	27.115	41.836	7.0		0.0	bacteria	0.9412	1.0	1.0	2.0	1.0	1.0	0.7703	1.0	1.176						
GCA_029559035.1	disagreement_141	98.4721	9.046748	95.64	0.37	2863561.0	100.0	78009.0	55.931	8.938	0.000515	0.00031	24.897	39.436	11.0		0.0	bacteria	1.0	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_031263035.1	disagreement_141	62.08219	26.310593	93.8	2.73	2392468.0	156.0	28309.0	31.157	13.695	0.000559	0.000294	19.838	54.284	10.0		0.0	bacteria	0.9412	7.0	7.0	2.0	7.0	7.0	0.4286	7.0	8.235						
GCA_031969975.1	disagreement_141	88.15625	29.18064	99.37	2.37	9145261.0	1116.0	13144.0	46.354	22.6	0.000589	0.000455	18.948	47.765	20.0		0.0	bacteria	0.9647	2.0	3.0	3.0	4.0	4.0	0.7178	4.0	2.353						
GCA_035386105.1	disagreement_141	77.825836	0.0044882298	94.02	0.88	1886924.0	106.0	30030.0	34.871	10.921	0.000448	0.000283	17.493	57.547	8.0		0.0	bacteria	0.9529	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_035435645.1	disagreement_141	71.285835	0.38408637	90.7	1.11	1663062.0	208.0	9925.0	39.416	15.283	0.001301	0.000635	7.777	70.185	7.0		0.0	bacteria	0.6235	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_035436425.1	disagreement_141	93.48346	9.269306	95.16	0.05	2254552.0	40.0	95107.0	46.387	3.029	0.000259	0.000116	8.272	58.638	4.0		0.0	bacteria	0.9176	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_035453605.1	disagreement_141	80.10804	6.6231728	95.64	0.24	3932547.0	24.0	319965.0	67.022	0.732	0.000646	0.000133	44.082	42.191	6.0		0.0	bacteria	0.9647	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_035601835.1	disagreement_141	80.189095	14.553431	98.23	0.11	2565881.0	18.0	228804.0	63.509	0.0	0.000516	7.1e-05	23.373	76.627	3.0		0.0	bacteria	0.9647	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_036387965.1	disagreement_141	81.47278	0.43416917	92.98	3.39	4156919.0	685.0	8753.0	38.033	42.231	0.000324	0.00043	21.729	29.175	18.0		0.0	bacteria	0.9176	2.0	2.0	2.0	2.0	2.0	0.9722	1.0	1.176						
GCA_036638955.1	disagreement_141	89.15718	0.4679054	94.94	0.41	3800672.0	59.0	107360.0	48.056	0.0	0.002738	0.000613	0.0	100.0	1.0		0.0	bacteria	0.6	1.0	1.0	2.0	1.0	1.0	0.5088	1.0	1.176						
GCA_036666455.1	disagreement_141	87.22237	1.8401891	93.25	0.69	2057459.0	95.0	33882.0	32.445	4.983	0.000385	0.00021	24.167	56.583	8.0		0.0	bacteria	0.6588	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_036724015.1	disagreement_141	72.55689	1.4502823	98.9	1.67	2505319.0	265.0	13723.0	37.807	40.286	0.000265	0.000294	34.571	15.798	10.0		0.0	bacteria	0.6588	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_036772475.1	disagreement_141	85.269714	0.086310506	93.32	0.17	2894137.0	72.0	85658.0	49.184	5.08	0.00023	0.000126	29.074	36.243	7.0		0.0	bacteria	0.9882	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_036794495.1	disagreement_141	71.75981	5.736023	95.43	3.6	2207610.0	85.0	46718.0	62.821	4.808	0.000462	0.000222	45.572	26.821	9.0		0.0	bacteria	0.9412	0.0	0.0	1.0	0.0	0.0		0.0	0.0	0.17	True	0.46			
GCA_037143955.1	disagreement_141	82.787	13.499811	90.1	3.16	2153551.0	326.0	9868.0	62.892	23.52	0.0009	0.000489	12.386	57.904	8.0		0.0	bacteria	0.9294	10.0	11.0	2.0	11.0	10.0	0.6364	10.0	11.765						
GCA_038246785.1	disagreement_141	68.34118	2.9494822	96.66	1.04	3405052.0	84.0	69285.0	73.017	0.212	0.002611	0.000375	1.514	97.075	2.0		0.0	bacteria	1.0	1.0	1.0	2.0	1.0	1.0	0.6883	1.0	1.176						
GCA_039925865.1	disagreement_141	70.96335	1.8668145	94.4	0.49	3104186.0	342.0	11818.0	34.507	41.994	0.00024	0.00032	36.873	12.734	21.0		0.0	bacteria	0.9412	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_040797425.1	disagreement_141	99.48987	5.974123	100.0	2.29	3660398.0	145.0	53258.0	68.465	1.689	0.001701	0.000736	15.898	75.849	5.0		0.0	bacteria	0.9882	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_041241815.1	disagreement_141	83.19635	0.04364252	90.95	2.23	1722530.0	126.0	18131.0	38.478	12.089	0.000612	0.000353	22.326	60.245	7.0		0.0	bacteria	0.9176	2.0	2.0	2.0	2.0	2.0	0.3	2.0	2.353						
GCA_041586535.1	disagreement_141	64.70879	3.27836	96.48	1.44	3824862.0	239.0	22059.0	42.701	2.921	0.001036	0.000428	5.99	89.025	9.0		0.0	bacteria	0.6824	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_041655595.1	disagreement_141	72.85508	0.15984178	93.5	1.2	2088801.0	169.0	16164.0	42.288	31.451	0.000314	0.000291	29.696	29.595	13.0		0.0	bacteria	0.9412	4.0	4.0	2.0	4.0	4.0	0.9839	0.0	0.0						
GCA_041781395.1	disagreement_141	82.7688	0.06915629	92.09	0.07	2088110.0	131.0	21394.0	37.444	14.662	0.000507	0.000304	25.7	57.998	10.0		0.0	bacteria	0.9882	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_043557685.1	disagreement_141	84.93734	0.37379563	92.42	1.58	2615191.0	319.0	10084.0	33.424	23.369	0.000662	0.000506	19.548	49.086	13.0		0.0	bacteria	0.9412	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_043747205.1	disagreement_141	79.73966	0.28936267	95.78	4.71	2959920.0	472.0	12357.0	31.086	9.334	0.002227	0.00077	5.671	82.43	8.0		0.0	bacteria	0.9412	6.0	8.0	3.0	10.0	10.0	0.9672	1.0	1.176						
GCA_043788545.1	disagreement_141	99.409546	6.054342	99.35	0.05	4870130.0	167.0	46754.0	44.335	8.176	0.000268	0.00016	26.164	50.242	12.0		0.0	bacteria	1.0	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_043813215.1	disagreement_141	69.82423	3.599155	95.29	0.49	612632.0	44.0	23799.0	39.375	21.446	0.00025	0.000244	29.482	27.181	5.0		0.0	bacteria	0.6824	1.0	1.0	2.0	1.0	1.0	0.6053	1.0	1.176						
GCA_044344765.1	disagreement_141	63.872627	15.361121	93.3	1.35	3596205.0	307.0	15862.0	69.87	9.869	0.000914	0.000554	40.938	26.656	10.0		0.0	bacteria	0.9176	1.0	1.0	2.0	1.0	1.0	0.6928	1.0	1.176						
GCA_046063625.1	disagreement_141	88.17737	0.042948127	93.73	0.57	4635650.0	552.0	10901.0	37.699	0.494	0.008965	0.00605	0.189	99.317	3.0		0.0	bacteria	0.9412	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_046160275.1	disagreement_141	91.71346	29.836962	93.87	4.26	5881720.0	782.0	9510.0	37.824	48.828	0.000246	0.000365	26.088	20.805	17.0		0.0	bacteria	0.9059	1.0	1.0	2.0	1.0	1.0	0.5503	1.0	1.176						
GCA_046302235.1	disagreement_141	88.575096	0.13864636	93.76	0.49	2566202.0	475.0	7899.0	68.586	10.343	0.002217	0.000893	13.912	70.087	7.0		0.0	bacteria	0.9647	3.0	3.0	2.0	3.0	3.0	0.8929	2.0	2.353						
GCA_046757765.1	disagreement_141	97.883835	5.975813	91.67	4.7	5642785.0	698.0	10924.0	59.167	46.393	0.000228	0.00032	26.13	19.274	22.0		0.0	bacteria	0.8588	3.0	3.0	2.0	3.0	3.0	0.6073	3.0	3.529						
GCA_048428545.1	disagreement_141	85.10075	0.10340512	91.03	2.82	3016132.0	236.0	16920.0	64.608	0.34	0.019244	0.013819	0.0	99.104	1.0		0.0	bacteria	0.8588	2.0	2.0	2.0	2.0	2.0	0.9121	1.0	1.176						
GCA_048491915.1	disagreement_141	55.629852	32.329674	97.63	0.01	847736.0	39.0	30238.0	38.604	1.535	0.001193	0.000317	2.647	95.818	3.0		0.0	bacteria	0.9882	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_048535265.1	disagreement_141	86.42712	0.21836162	98.92	0.57	1903751.0	74.0	40595.0	59.705	0.0	0.020815	0.002789	0.0	100.0	1.0		0.0	bacteria	0.9294	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_048561425.1	disagreement_141	87.94443	12.419516	100.0	1.15	3621627.0	1495.0	4743.0	43.639	49.782	0.001168	0.00106	12.478	32.704	13.0		0.0	bacteria	1.0	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_049282835.1	disagreement_141	98.08657	19.41846	95.42	1.52	5067105.0	179.0	62967.0	59.129	6.366	0.000352	0.000181	23.955	49.605	12.0		0.0	bacteria	0.9882	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_049324695.1	disagreement_141	97.80748	15.378988	98.81	4.8	9979657.0	69.0	234877.0	63.254	1.699	0.000336	6.4e-05	33.866	52.093	6.0		0.0	bacteria	0.9882	1.0	1.0	2.0	1.0	1.0	0.3777	1.0	1.176						
GCA_049840515.1	disagreement_141	78.669754	2.5625288	91.27	1.76	2986087.0	28.0	201501.0	42.607	0.552	0.000741	0.000125	0.974	92.638	3.0		0.0	bacteria	0.8824	1.0	2.0	2.0	2.0	1.0	0.3793	1.0	1.176						
GCA_049970495.1	disagreement_141	90.60214	5.628517	95.94	1.88	1988594.0	143.0	25676.0	36.795	20.315	0.00019	0.000173	38.046	27.193	13.0		0.0	bacteria	0.9765	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_050949705.1	disagreement_141	79.283195	13.875094	95.08	1.48	2489808.0	21.0	202195.0	36.628	2.09	0.00059	9e-05	3.152	92.513	2.0		0.0	bacteria	0.9882	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_051270635.1	disagreement_141	99.19812	11.948755	93.7	1.51	7862417.0	419.0	26933.0	54.07	27.299	0.000203	0.000183	36.507	24.7	17.0		0.0	bacteria	0.9529	1.0	1.0	2.0	1.0	1.0	0.3825	1.0	1.176						
GCA_051656445.1	disagreement_141	80.6943	4.4070573	91.22	3.58	2447981.0	655.0	4695.0	53.519	39.239	0.000819	0.000835	6.579	51.349	13.0		0.0	bacteria	0.8471	0.0	1.0	2.0	1.0	0.0		0.0	0.0						
GCA_051873075.1	disagreement_141	89.484276	1.7819911	93.75	2.08	1713025.0	83.0	36055.0	51.331	3.326	0.001735	0.000668	0.986	94.419	2.0		0.0	bacteria	0.9882	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_051874775.1	disagreement_141	67.64038	35.292583	97.33	1.54	1643850.0	39.0	67922.0	47.778	4.873	0.000276	0.000119	49.569	32.837	9.0		0.0	bacteria	0.8941	0.0	0.0	1.0	0.0	0.0		0.0	0.0	0.07	True	0.42			
GCA_052086065.1	disagreement_141	87.28264	0.14001727	98.94	0.44	3668688.0	131.0	58518.0	63.236	0.0	0.018819	0.004752	0.0	100.0	1.0		0.0	bacteria	0.9529	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_052109275.1	disagreement_141	84.554596	0.26167333	91.72	1.7	3538844.0	172.0	46486.0	63.182	0.718	0.018804	0.004617	0.0	99.282	1.0		0.0	bacteria	0.9176	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_052733055.1	disagreement_141	83.08392	0.1269728	91.79	1.02	2769163.0	148.0	34121.0	35.786	7.178	0.000493	0.000206	18.647	67.65	6.0		0.0	bacteria	0.9882	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_053497875.1	disagreement_141	85.47356	2.6081114	95.65	1.32	2373738.0	48.0	66067.0	65.277	1.227	0.00061	0.000135	13.006	81.868	7.0		0.0	bacteria	0.9647	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_053526915.1	disagreement_141	85.60852	1.855737	99.66	0.2	1618686.0	90.0	28566.0	36.871	14.873	0.000378	0.000226	33.274	27.585	8.0		0.0	bacteria	1.0	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_054040315.1	disagreement_141	99.80986	17.307032	95.33	0.47	991928.0	77.0	23654.0	30.651	20.923	0.000337	0.000289	46.452	17.879	8.0		0.0	bacteria	0.8588	1.0	1.0	2.0	1.0	1.0	0.3316	1.0	1.176	0.08	True	0.45			
GCA_054186275.1	disagreement_141	76.78789	3.7255168	93.27	0.0	1766851.0	125.0	25398.0	42.129	23.249	0.000309	0.000252	18.574	37.92	7.0		0.0	bacteria	0.9412	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_054602775.1	disagreement_141	93.534775	5.8497963	97.97	0.54	2177818.0	73.0	40805.0	61.665	2.066	0.000742	0.000255	40.254	37.242	5.0		0.0	bacteria	0.9882	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_055962315.1	disagreement_141	95.67377	50.675446	97.96	0.04	3310086.0	42.0	116990.0	50.784	5.282	0.000268	0.000114	15.202	46.42	7.0		0.0	bacteria	0.9765	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_902797625.1	disagreement_141	75.634384	1.0822743	95.18	0.1	1811845.0	139.0	19595.0	35.11	23.679	0.000303	0.000249	29.885	33.996	9.0		0.0	bacteria	0.9529	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_903852135.1	disagreement_141	84.78137	0.57608485	94.4	4.85	1480201.0	237.0	8694.0	46.42	0.73	0.02117	0.017825	0.0	99.27	1.0		0.0	bacteria	1.0	1.0	1.0	2.0	1.0	1.0	0.9694	0.0	0.0						
GCA_903898695.1	disagreement_141	99.6242	9.661332	97.81	0.96	4787948.0	95.0	89749.0	61.016	3.251	0.000333	0.000133	27.381	40.174	9.0		0.0	bacteria	0.9176	1.0	1.0	2.0	1.0	1.0	0.3542	1.0	1.176						
GCA_903952265.1	disagreement_141	54.315018	0.11792183	97.61	0.0	571808.0	2.0	333063.0	36.693	0.0	0.000299	1.8e-05	0.0	100.0	1.0		0.0	bacteria	0.9176	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_934202235.1	disagreement_141	79.70908	0.111055374	99.85	0.64	1616150.0	75.0	28576.0	48.661	4.652	0.000537	0.000226	20.388	68.188	6.0		0.0	bacteria	0.9765	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_937870855.1	disagreement_141	69.05198	0.4454732	100.0	0.63	3224987.0	211.0	22795.0	41.781	15.672	0.000342	0.000234	21.627	50.168	10.0		0.0	bacteria	0.9647	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_937897955.1	disagreement_141	73.79252	7.9890103	97.58	3.2	2001936.0	248.0	24275.0	59.098	20.797	0.000914	0.00032	3.335	72.896	8.0		0.0	bacteria	0.9882	1.0	1.0	2.0	1.0	1.0	0.9394	0.0	0.0						
GCA_938009135.1	disagreement_141	99.63043	9.431428	97.51	0.64	4169948.0	165.0	30004.0	39.351	15.332	0.000238	0.000167	37.986	33.608	14.0		0.0	bacteria	0.9882	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_938038695.1	disagreement_141	85.63953	0.7593602	98.54	2.03	2034131.0	139.0	21303.0	44.265	17.302	0.000494	0.000288	31.103	37.863	10.0		0.0	bacteria	0.9647	1.0	1.0	2.0	1.0	1.0	0.4663	1.0	1.176						
GCA_938082465.1	disagreement_141	94.05246	9.034342	94.86	0.63	2448320.0	43.0	103285.0	40.685	1.551	0.000399	0.000141	8.055	81.817	4.0		0.0	bacteria	0.9529	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_944355355.1	disagreement_141	71.42343	28.078032	93.78	0.93	1370104.0	80.0	25084.0	31.513	14.991	0.000346	0.0002	35.106	42.013	13.0		0.0	bacteria	0.9294	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_945860945.1	disagreement_141	70.507614	0.07409155	93.8	0.33	2627201.0	131.0	31512.0	61.172	11.209	0.000536	0.000236	42.132	33.585	14.0		0.0	bacteria	0.9176	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_945881845.1	disagreement_141	77.36545	0.009056926	91.68	1.01	2067449.0	66.0	57637.0	64.011	4.753	0.000651	0.0002	21.498	63.893	6.0		0.0	bacteria	0.9529	1.0	1.0	2.0	1.0	1.0	0.9521	0.0	0.0						
GCA_946999215.1	disagreement_141	83.94728	0.0067949295	92.54	0.13	1607478.0	12.0	212402.0	46.44	0.0	0.000501	0.000175	28.989	52.095	3.0		0.0	bacteria	0.9647	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_947085045.1	disagreement_141	78.72232	1.7234564	99.76	2.31	2795204.0	14.0	276992.0	70.208	0.0	0.003186	7.4e-05	0.0	100.0	1.0		0.0	bacteria	0.9882	1.0	1.0	2.0	1.0	1.0	0.869	1.0	1.176						
GCA_947498875.1	disagreement_141	68.635315	1.42636	100.0	0.23	2316515.0	78.0	53396.0	62.422	2.51	0.001496	0.000293	1.074	95.331	3.0		0.0	bacteria	0.6	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_947626165.1	disagreement_141	65.47315	11.839453	97.45	2.05	1836353.0	16.0	163983.0	38.011	0.0	0.00035	5.9e-05	23.774	64.749	3.0		0.0	bacteria	0.9529	1.0	1.0	2.0	1.0	1.0	0.9344	0.0	0.0						
GCA_948703015.1	disagreement_141	82.77455	31.674969	92.25	0.48	1657732.0	84.0	42023.0	27.317	10.64	0.000413	0.000239	30.111	38.69	13.0		0.0	bacteria	0.9059	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_949386215.1	disagreement_141	97.38136	63.80365	95.05	2.27	4751202.0	156.0	49215.0	54.935	6.558	0.000395	0.000184	22.344	54.407	7.0		0.0	bacteria	0.9529	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_963537445.1	disagreement_141	86.96846	0.20753741	91.0	0.43	1674560.0	164.0	13204.0	37.983	13.317	0.001197	0.000497	9.711	73.245	7.0		0.0	bacteria	0.8588	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_963639955.1	disagreement_141	98.86117	7.129261	95.81	0.39	2610100.0	66.0	107664.0	64.164	4.343	0.001264	0.000179	4.923	89.411	5.0		0.0	bacteria	1.0	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_963705225.1	disagreement_141	97.244446	25.59051	94.3	0.02	4850502.0	1.0	4850502.0	52.176	0.0	0.000355	5e-06	0.0	100.0	1.0		0.0	bacteria	0.9647	0.0	1.0	2.0	1.0	0.0		0.0	0.0						
GCA_963729245.1	disagreement_141	92.32568	14.7138	90.35	4.84	4361354.0	58.0	113422.0	61.528	0.0	0.000808	0.000136	33.913	56.388	6.0		0.0	bacteria	0.8588	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_963761895.1	disagreement_141	96.33667	15.909502	91.69	4.71	10215802.0	5.0	2762856.0	61.175	0.0	0.008323	0.004802	0.0	100.0	1.0		0.0	bacteria	0.9647	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_963765295.1	disagreement_141	76.11514	1.4574498	91.39	0.72	3754360.0	8.0	569695.0	69.915	0.0	0.000955	5.9e-05	0.0	98.843	1.0		0.0	bacteria	0.9059	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_963849745.1	disagreement_141	98.231514	5.8389335	95.99	1.09	4261971.0	15.0	447667.0	63.095	0.0	0.000676	8.1e-05	0.0	97.327	1.0		0.0	bacteria	0.9765	1.0	1.0	2.0	1.0	1.0	0.9657	0.0	0.0						
GCA_963979665.1	disagreement_141	65.830055	0.006312132	92.5	2.78	1621888.0	367.0	5301.0	51.012	47.479	0.000531	0.000696	8.066	37.222	11.0		0.0	bacteria	0.8235	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_964242225.1	disagreement_141	74.63924	11.433495	99.64	0.39	3920059.0	39.0	281990.0	62.04	0.988	0.000529	7.5e-05	44.476	48.704	5.0		0.0	bacteria	0.9529	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_964358905.1	disagreement_141	99.82205	5.1383348	91.92	0.72	1251100.0	163.0	9748.0	45.051	52.896	0.000192	0.000324	25.527	14.899	10.0		0.0	bacteria	0.8353	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_964362675.1	disagreement_141	74.257385	1.7480195	91.88	0.18	581374.0	71.0	13912.0	36.523	36.752	0.000254	0.0003	39.135	14.707	9.0		0.0	bacteria	0.6941	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_964370005.1	disagreement_141	85.284195	0.047799945	95.2	0.3	2172649.0	128.0	26486.0	48.397	20.341	0.000307	0.000248	39.239	23.027	11.0		0.0	bacteria	0.9176	0.0	1.0	2.0	1.0	0.0		0.0	0.0						
GCA_964436235.1	disagreement_141	98.94782	32.64514	92.41	2.11	4757597.0	321.0	27117.0	43.348	26.693	0.000182	0.000167	34.846	31.449	12.0		0.0	bacteria	0.9529	1.0	1.0	2.0	1.0	1.0	0.4781	1.0	1.176						
GCA_964441855.1	disagreement_141	80.09703	0.05390942	95.71	0.21	532405.0	78.0	9803.0	53.879	50.454	0.000195	0.000344	22.39	20.459	5.0		0.0	bacteria	0.6118	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_964442135.1	disagreement_141	73.216705	0.53073466	90.37	0.04	1458986.0	63.0	33252.0	49.834	13.566	0.000279	0.000158	25.334	43.494	4.0		0.0	bacteria	1.0	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_964453895.1	disagreement_141	99.72406	10.420132	96.82	1.75	4033014.0	60.0	112159.0	52.297	2.334	0.000227	0.000114	21.229	59.494	10.0		0.0	bacteria	0.8	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_964499935.1	disagreement_141	99.63936	35.73852	96.67	1.5	1466879.0	131.0	885286.0	46.03	16.9	0.000245	8.7e-05	9.688	68.802	7.0		0.0	bacteria	0.8588	1.0	1.0	2.0	1.0	0.0	0.3952	1.0	1.176						
GCA_964536905.1	disagreement_141	72.09778	1.9100875	92.64	3.25	567757.0	116.0	5702.0	31.453	41.159	0.000395	0.000498	33.518	19.291	12.0		0.0	bacteria	0.6824	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
