genome	taxid	ref_len	ref_len_source	fasta_basename	cami_novelty_category	sci_name	tax_species	tax_genus	tax_family	tax_order	tax_class	tax_phylum
Otu2177	645	4350218	fai	A-2014-70-F537_S3_contigs	new_strain	Aeromonas salmonicida	Aeromonas salmonicida	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Pseudomonadota
Otu218	1541959	1878735	fai	Mollicutes_bacterium_Candidatus_Izimaplasma_HR1_genomic	known_strain	Candidatus Izimaplasma bacterium HR1	Candidatus Izimaplasma bacterium HR1				Candidatus Izimaplasma	Mycoplasmatota
Otu2180	80852	4938285	fai	Vw12_S5_contigs	new_strain	Aliivibrio wodanis	Aliivibrio wodanis	Aliivibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota
Otu2189	39152	1772694	fai	Methanococcus_maripaludis_C7_genomic	known_strain	Methanococcus maripaludis	Methanococcus maripaludis	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Methanobacteriota
Otu219.0	73141	5017071	fai	Thiocystis_violascens_DSM_198_genomic	known_strain	Thiocystis violascens	Thiocystis violascens	Thiocystis	Chromatiaceae	Chromatiales	Gammaproteobacteria	Pseudomonadota
Otu2191	657445	1862322	fai	Francisella_noatunensis_subsp_orientalis_FNO24_genomic	known_strain	Francisella noatunensis	Francisella noatunensis	Francisella	Francisellaceae	Thiotrichales	Gammaproteobacteria	Pseudomonadota
Otu2196	55601	3977228	fai	5_S5_contigs	new_strain	Vibrio anguillarum	Vibrio anguillarum	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota
Otu22	1372	3600595	fai	AW02J18_S11_contigs	new_species	Planococcus		Planococcus	Caryophanaceae	Bacillales	Bacilli	Bacillota
Otu220.0	702113	5313905	fai	Novosphingobium_sp_PP1Y_genomic	known_strain	Novosphingobium sp. PP1Y	Novosphingobium sp. PP1Y	Novosphingobium	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota
Otu2202	1238	3489744	fai	Piscirickettsia_salmonis_strain_PSCGR01_genomic	known_strain	Piscirickettsia salmonis	Piscirickettsia salmonis	Piscirickettsia	Piscirickettsiaceae	Thiotrichales	Gammaproteobacteria	Pseudomonadota
Otu2206	1760	4806429	fai	AW19M33_S12_contigs	new_order	Actinomycetes					Actinomycetes	Actinomycetota
Otu2209	1238	3308199	fai	Piscirickettsia_salmonis_strain_PM23019A_genomic	known_strain	Piscirickettsia salmonis	Piscirickettsia salmonis	Piscirickettsia	Piscirickettsiaceae	Thiotrichales	Gammaproteobacteria	Pseudomonadota
Otu2215	1592728	4225046	fai	Haloarcula_sp_CBA1115_genomic	known_strain	Haloarcula sp. CBA1115	Haloarcula sp. CBA1115	Haloarcula	Haloarculaceae	Halobacteriales	Halobacteria	Methanobacteriota
Otu2217	680	6058377	fai	Vibrio_campbellii_ATCC_BAA-1116_genomic	known_strain	Vibrio campbellii	Vibrio campbellii	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota
Otu222.0	1003110	6732271	fai	Verrucosispora_maris_AB-18-032_genomic	known_strain	Micromonospora maris	Micromonospora maris	Micromonospora	Micromonosporaceae	Micromonosporales	Actinomycetes	Actinomycetota
Otu222.1	168695	5183331	fai	Salinispora_tropica_CNB-440_genomic	known_strain	Salinispora tropica	Salinispora tropica	Salinispora	Micromonosporaceae	Micromonosporales	Actinomycetes	Actinomycetota
Otu2225.0	589873	4308833	fai	Alteromonas_australica_H_17_genomic	known_strain	Alteromonas australica	Alteromonas australica	Alteromonas	Alteromonadaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota
Otu2227.0	104267	2877091	fai	T-2016-70-F4-1_S12_contigs	new_species	Tenacibaculum		Tenacibaculum	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidota
Otu2229	1311	2064722	fai	Streptococcus_agalactiae_strain_HN016_genomic	known_strain	Streptococcus agalactiae	Streptococcus agalactiae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota
Otu2232	1648404	3226359	fai	Erythrobacter_sp_s21-N3_genomic	known_strain	Aurantiacibacter atlanticus	Aurantiacibacter atlanticus	Aurantiacibacter	Erythrobacteraceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota
Otu2233.0	399736	3400178	fai	Agrococcus_jejuensis_strain_DSM_22002_genomic	known_strain	Agrococcus jejuensis	Agrococcus jejuensis	Agrococcus	Microbacteriaceae	Micrococcales	Actinomycetes	Actinomycetota
Otu2234	286	5122190	fai	GB04J27_S10_contigs	new_species	Pseudomonas		Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota
Otu2239	759620	1390397	fai	Weissella_ceti_strain_WS105_genomic	known_strain	Weissella ceti	Weissella ceti	Weissella	Lactobacillaceae	Lactobacillales	Bacilli	Bacillota
Otu2247	644281	1773136	fai	Methanocaldococcus_sp_FS406-22_genomic	known_strain	Methanocaldococcus sp. FS406-22	Methanocaldococcus sp. FS406-22	Methanocaldococcus	Methanocaldococcaceae	Methanococcales	Methanococci	Methanobacteriota
Otu2253	797277	3987942	fai	Pseudomonas_litoralis_strain_2SM5_genomic	known_strain	Halopseudomonas litoralis	Halopseudomonas litoralis	Halopseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota
Otu2254	54120	2843290	fai	Methanoplanus_petrolearius_DSM_11571_genomic	known_strain	Methanolacinia petrolearia	Methanolacinia petrolearia	Methanolacinia	Methanomicrobiaceae	Methanomicrobiales	Methanomicrobia	Methanobacteriota
Otu2258.0	40269	4096810	fai	VSalm561_S16_contigs	new_strain	Aliivibrio salmonicida	Aliivibrio salmonicida	Aliivibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota
Otu2258.1	40269	3989935	fai	VSalmN5541_S14_contigs	new_strain	Aliivibrio salmonicida	Aliivibrio salmonicida	Aliivibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota
Otu2259	80852	4689120	fai	Vw35_S3_contigs	new_strain	Aliivibrio wodanis	Aliivibrio wodanis	Aliivibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota
Otu226	511678	4510390	fai	8_S8_contigs	new_species	Aliivibrio		Aliivibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota
Otu2268	60478	4306142	fai	Shewanella_amazonensis_SB2B_genomic	known_strain	Shewanella amazonensis	Shewanella amazonensis	Shewanella	Shewanellaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota
Otu2276	29486	3699725	fai	Yersinia_ruckeri_strain_Big_Creek_74_genomic	known_strain	Yersinia ruckeri	Yersinia ruckeri	Yersinia	Yersiniaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
Otu2278	2322	2406232	fai	Methanohalobium_evestigatum_Z-7303_genomic	known_strain	Methanohalobium evestigatum	Methanohalobium evestigatum	Methanohalobium	Methanosarcinaceae	Methanosarcinales	Methanomicrobia	Methanobacteriota
Otu2279	1646	3155250	fai	Renibacterium_salmoninarum_ATCC_33209_genomic	known_strain	Renibacterium salmoninarum	Renibacterium salmoninarum	Renibacterium	Micrococcaceae	Micrococcales	Actinomycetes	Actinomycetota
Otu2282	53246	4131541	fai	Pseudoalteromonas_issachenkonii_strain_KCTC_12958_genomic	known_strain	Pseudoalteromonas		Pseudoalteromonas	Pseudoalteromonadaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota
Otu229.0	300231	4134229	fai	Glaciecola_nitratireducens_FR1064_genomic	known_strain	Brumicola nitratireducens	Brumicola nitratireducens	Brumicola	Alteromonadaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota
Otu2290.0	104267	2670264	fai	T-218_S8_contigs	new_species	Tenacibaculum		Tenacibaculum	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidota
Otu2297	1292	2563520	fai	TiB_S10_contigs	new_strain	Staphylococcus warneri	Staphylococcus warneri	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Bacillota
Otu2299.0	912630	2922123	fai	Microbacterium_sp_LKL04_genomic	known_strain	Microbacterium sp. LKL04	Microbacterium sp. LKL04	Microbacterium	Microbacteriaceae	Micrococcales	Actinomycetes	Actinomycetota
Otu23	190893	5732794	fai	Vibrio_coralliilyticus_OCN014_genomic	known_strain	Vibrio coralliilyticus	Vibrio coralliilyticus	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota
Otu230.0	104267	2889421	fai	T-2016-70-F4-2_S11_contigs	new_species	Tenacibaculum		Tenacibaculum	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidota
Otu230.1	76594	4635105	fai	Cellulophaga_baltica_18_genomic	known_strain	Cellulophaga baltica	Cellulophaga baltica	Cellulophaga	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidota
Otu2300	138563	1847790	fai	Helicobacter_cetorum_MIT_99-5656_genomic	known_strain	Helicobacter cetorum	Helicobacter cetorum	Helicobacter	Helicobacteraceae	Campylobacterales	Epsilonproteobacteria	Campylobacterota
Otu2304	39152	1661137	fai	Methanococcus_maripaludis_S2_genomic	known_strain	Methanococcus maripaludis	Methanococcus maripaludis	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Methanobacteriota
Otu2313	40269	3994112	fai	A1_S1_contigs	new_strain	Aliivibrio salmonicida	Aliivibrio salmonicida	Aliivibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota
Otu2314	158080	3696649	fai	Chromohalobacter_salexigens_DSM_3043_genomic	known_strain							
Otu2316	511678	4597544	fai	A15_S15_contigs	new_species	Aliivibrio		Aliivibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota
Otu232.0	96345	2806870	fai	Flavobacterium_psychrophilum_strain_VQ50_genomic	known_strain	Flavobacterium psychrophilum	Flavobacterium psychrophilum	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidota
Otu2322	190893	6037824	fai	Vibrio_coralliilyticus_RE98_genomic	known_strain	Vibrio coralliilyticus	Vibrio coralliilyticus	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota
Otu2326	692370	3009495	fai	Altererythrobacter_dongtanensis_strain_KCTC_22672_genomic	known_strain	Tsuneonella dongtanensis	Tsuneonella dongtanensis	Tsuneonella	Erythrobacteraceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota
Otu2333	22	4799109	fai	Shewanella_sp_MR-7_genomic	new_species	Shewanella		Shewanella	Shewanellaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota
Otu2335	59610	3608104	fai	Desulfotomaculum_reducens_MI-1_genomic	known_strain	Desulforamulus reducens	Desulforamulus reducens	Desulforamulus	Peptococcaceae	Eubacteriales	Clostridia	Bacillota
Otu2338	379547	1486778	fai	Aciduliprofundum_boonei_T469_genomic	known_strain	Candidatus Aciduliprofundum boonei	Candidatus Aciduliprofundum boonei	Candidatus Aciduliprofundum				Thermoplasmatota
Otu234.0	1564114	5341557	fai	Rhodococcus_sp_B7740_genomic	known_strain	Rhodococcus sp. B7740	Rhodococcus sp. B7740	Rhodococcus	Nocardiaceae	Mycobacteriales	Actinomycetes	Actinomycetota
Otu2343	80852	4642937	fai	A-Hdes-10_S9_contigs	new_strain	Aliivibrio wodanis	Aliivibrio wodanis	Aliivibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota
Otu2346.0	395922	3750771	fai	Coraliomargarita_akajimensis_DSM_45221_genomic	known_strain	Coraliomargarita akajimensis	Coraliomargarita akajimensis	Coraliomargarita	Coraliomargaritaceae	Puniceicoccales	Opitutia	Verrucomicrobiota
Otu235.0	2742	4616532	fai	Marinobacter_salarius_R9SW1_genomic	known_strain	Marinobacter		Marinobacter	Marinobacteraceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota
Otu2351	1604004	2253500	fai	Halanaeroarchaeum_sulfurireducens_strain_M27-SA2_genomic	known_strain	Halanaeroarchaeum sulfurireducens	Halanaeroarchaeum sulfurireducens	Halanaeroarchaeum	Halobacteriaceae	Halobacteriales	Halobacteria	Methanobacteriota
Otu2352	228745	1759526	fai	hermovibrio_ammonificans_HB-1_genomic	known_strain	Thermovibrio ammonificans	Thermovibrio ammonificans	Thermovibrio	Desulfurobacteriaceae	Desulfurobacteriales	Aquificia	Aquificota
Otu2362.0	146919	3832918	fai	Salinibacter_ruber_M8_genomic	known_strain	Salinibacter ruber	Salinibacter ruber	Salinibacter	Salinibacteraceae	Rhodothermales	Rhodothermia	Rhodothermota
Otu2363.0	1238	3349099	fai	Piscirickettsia_salmonis_strain_PM21567A_genomic	known_strain	Piscirickettsia salmonis	Piscirickettsia salmonis	Piscirickettsia	Piscirickettsiaceae	Thiotrichales	Gammaproteobacteria	Pseudomonadota
Otu238.0	1250153	4505800	fai	Maribacter_sp_MAR_2009_60_genomic	known_strain	Maribacter sp. MAR_2009_60	Maribacter sp. MAR_2009_60	Maribacter	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidota
Otu2385	54261	2196266	fai	Ferroglobus_placidus_DSM_10642_genomic	known_strain	Ferroglobus placidus	Ferroglobus placidus	Ferroglobus	Archaeoglobaceae	Archaeoglobales	Archaeoglobi	Methanobacteriota
Otu2386	40269	4611873	fai	MR17-77_S9_contigs	new_strain	Aliivibrio salmonicida	Aliivibrio salmonicida	Aliivibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota
Otu2389	32049	3409935	fai	Synechococcus_sp_PCC_7002_genomic	known_strain	Picosynechococcus sp. PCC 7002	Picosynechococcus sp. PCC 7002	Picosynechococcus	Geminocystaceae	Chroococcales	Cyanophyceae	Cyanobacteriota
Otu239.0	187493	3920328	fai	Thalassolituus_oleivorans_MIL-1_genomic	known_strain	Thalassolituus oleivorans	Thalassolituus oleivorans	Thalassolituus	Oceanospirillaceae	Oceanospirillales	Gammaproteobacteria	Pseudomonadota
Otu2395	1494608	4593579	fai	Arthrobacter_sp_PAMC25486_genomic	known_strain	Arthrobacter sp. PAMC 25486	Arthrobacter sp. PAMC 25486	Arthrobacter	Micrococcaceae	Micrococcales	Actinomycetes	Actinomycetota
Otu24.0	467094	4830181	fai	Ilumatobacter_coccineum_YM16-304_genomic	known_strain	Ilumatobacter coccineus	Ilumatobacter coccineus	Ilumatobacter	Ilumatobacteraceae	Acidimicrobiales	Acidimicrobiia	Actinomycetota
Otu2403	1580092	1803090	fai	Candidatus_Nitrosopumilus_sp_NF5_genomic	known_strain	Nitrosopumilus adriaticus	Nitrosopumilus adriaticus	Nitrosopumilus	Nitrosopumilaceae	Nitrosopumilales	Nitrososphaeria	Nitrososphaerota
Otu2407.0	53946	5478249	fai	Octadecabacter_arcticus_238_genomic	known_strain	Octadecabacter arcticus	Octadecabacter arcticus	Octadecabacter	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota
Otu2408	271420	4332289	fai	Pseudomonas_xanthomarina_strain_LMG_23572_genomic	known_strain	Stutzerimonas xanthomarina	Stutzerimonas xanthomarina	Stutzerimonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota
Otu241.0	1217908	4875481	fai	Octadecabacter_antarcticus_307_genomic	known_strain	Octadecabacter antarcticus	Octadecabacter antarcticus	Octadecabacter	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota
Otu2411	1306787	4168427	fai	Alcanivorax_sp_W11-5_genomic	known_strain	Isoalcanivorax pacificus	Isoalcanivorax pacificus	Isoalcanivorax	Alcanivoracaceae	Oceanospirillales	Gammaproteobacteria	Pseudomonadota
Otu2415.0	1250205	3158583	fai	Gramella_sp_MAR_2010_147_genomic	known_strain	Gramella sp. MAR_2010_147	Gramella sp. MAR_2010_147	Christiangramia	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidota
Otu2415.1	313588	2952962	fai	Croceibacter_atlanticus_HTCC2559_genomic	known_strain	Croceibacter atlanticus	Croceibacter atlanticus	Croceibacter	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidota
Otu2416	1888	7087725	fai	U1_S23_contigs	new_strain	Streptomyces albus	Streptomyces albus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota
Otu2422	1386	3972564	fai	Bacillus_safensis_strain_KCTC_12796BP_genomic	known_strain	Bacillus		Bacillus	Bacillaceae	Bacillales	Bacilli	Bacillota
Otu2423	670	5045560	fai	Vibrio_parahaemolyticus_strain_FORC_018_genomic	known_strain	Vibrio parahaemolyticus	Vibrio parahaemolyticus	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota
Otu2425	32052	2661166	fai	Synechococcus_sp_WH_8020_genomic	known_strain	Synechococcus sp. WH 8020	Synechococcus sp. WH 8020	Synechococcus	Synechococcaceae	Synechococcales	Cyanophyceae	Cyanobacteriota
Otu2433.0	1526571	4378835	fai	Lacimicrobium_alkaliphilum_strain_KCTC_32984_genomic	known_strain	Lacimicrobium alkaliphilum	Lacimicrobium alkaliphilum	Lacimicrobium	Alteromonadaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota
Otu2438	46770	2045086	fai	Cenarchaeum_symbiosum_A_genomic	known_strain	Candidatus Cenarchaeum symbiosum	Candidatus Cenarchaeum symbiosum	Candidatus Cenarchaeum	Candidatus Cenarchaeaceae	Candidatus Cenarchaeales		Nitrososphaerota
Otu2439	444103	8039333	fai	Streptomyces_sp_CNQ-509_genomic	known_strain	Streptomyces sp. CNQ-509	Streptomyces sp. CNQ-509	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota
Otu2441.0	1239415	3305193	fai	Dokdonia_sp_PRO95_genomic	known_strain	Dokdonia sp. PRO95	Dokdonia sp. PRO95	Dokdonia	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidota
Otu2441.1	59732	3069120	fai	33_S3_contigs	new_species	Chryseobacterium		Chryseobacterium	Weeksellaceae	Flavobacteriales	Flavobacteriia	Bacteroidota
Otu2446	40269	4655660	fai	Aliivibrio_salmonicida_LFI1238_genomic	new_strain	Aliivibrio salmonicida	Aliivibrio salmonicida	Aliivibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota
Otu2448	84405	1694430	fai	Hippea_maritima_DSM_10411_genomic	known_strain	Hippea maritima	Hippea maritima	Hippea	Hippeaceae	Desulfurellales	Desulfurellia	Campylobacterota
Otu245.0	1555194	4305801	fai	Formosa_haliotis_strain_LMG_28520_genomic	known_strain	Formosa haliotis	Formosa haliotis	Formosa	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidota
Otu2453	160798	2290181	fai	Marinitoga_sp_1137_genomic	known_strain	Marinitoga		Marinitoga	Petrotogaceae	Petrotogales	Thermotogae	Thermotogota
Otu2455	62322	5312910	fai	Shewanella_baltica_OS185_genomic	new_strain	Shewanella baltica	Shewanella baltica	Shewanella	Shewanellaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota
Otu2459	67760	1328194	fai	Methanocaldococcus_infernus_ME_genomic	known_strain	Methanocaldococcus infernus	Methanocaldococcus infernus	Methanocaldococcus	Methanocaldococcaceae	Methanococcales	Methanococci	Methanobacteriota
Otu2464.0	37332	8304518	fai	Nocardia_seriolae_strain_EM150506_genomic	known_strain	Nocardia seriolae	Nocardia seriolae	Nocardia	Nocardiaceae	Mycobacteriales	Actinomycetes	Actinomycetota
Otu2468.0	1917485	4691010	fai	Sulfitobacter_sp_AM1-D1_genomic	known_strain	Sulfitobacter alexandrii	Sulfitobacter alexandrii	Sulfitobacter	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota
Otu2469	565033	1860815	fai	Geoglobus_acetivorans_SBH6_genomic	known_strain	Geoglobus acetivorans	Geoglobus acetivorans	Geoglobus	Archaeoglobaceae	Archaeoglobales	Archaeoglobi	Methanobacteriota
Otu2472	1510466	1639964	fai	Candidatus_Nitrosopumilus_koreensis_AR1_genomic	known_strain	Candidatus Nitrosopumilus koreensis	Candidatus Nitrosopumilus koreensis	Nitrosopumilus	Nitrosopumilaceae	Nitrosopumilales	Nitrososphaeria	Nitrososphaerota
Otu2479	1760	3060347	fai	TiA_S9_contigs	new_order	Actinomycetes					Actinomycetes	Actinomycetota
Otu248.0	490759	4063864	fai	Marinobacter_sp_BSs20148_genomic	known_strain	Marinobacter sp. BSs20148	Marinobacter sp. BSs20148	Marinobacter	Marinobacteraceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota
Otu2482.0	313598	2961474	fai	Polaribacter_sp_MED152_genomic	known_strain	Polaribacter sp. MED152	Polaribacter sp. MED152	Polaribacter	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidota
Otu2487	40269	4080072	fai	A8_S8_contigs	new_strain	Aliivibrio salmonicida	Aliivibrio salmonicida	Aliivibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota
Otu2489	1800	6342624	fai	Mycobacterium_chubuense_NBB4_genomic	known_strain	Mycolicibacterium chubuense	Mycolicibacterium chubuense	Mycolicibacterium	Mycobacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota
Otu249.0	1006	4516490	fai	Marivirga_tractuosa_DSM_4126_genomic	known_strain	Marivirga tractuosa	Marivirga tractuosa	Marivirga	Marivirgaceae	Cytophagales	Cytophagia	Bacteroidota
Otu250	666	4050927	fai	Vibrio_cholerae_strain_Env-390_genomic	known_strain	Vibrio cholerae	Vibrio cholerae	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota
Otu252	316279	2234828	fai	Synechococcus_sp_CC9902_genomic	known_strain	Synechococcus sp. CC9902	Synechococcus sp. CC9902	Synechococcus	Synechococcaceae	Synechococcales	Cyanophyceae	Cyanobacteriota
Otu254	22	5840835	fai	Titti30_S10_contigs	new_species	Shewanella		Shewanella	Shewanellaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota
Otu255	62322	5358884	fai	Shewanella_baltica_OS223_genomic	new_strain	Shewanella baltica	Shewanella baltica	Shewanella	Shewanellaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota
Otu256	100716	3293456	fai	Chloroherpeton_thalassium_ATCC_35110_genomic	known_strain	Chloroherpeton thalassium	Chloroherpeton thalassium	Chloroherpeton	Chloroherpetonaceae	Chlorobiales	Chlorobiia	Chlorobiota
Otu26.0	936476	3899940	fai	Marinomonas_posidonica_IVIA-Po-181_genomic	known_strain	Marinomonas posidonica	Marinomonas posidonica	Marinomonas	Oceanospirillaceae	Oceanospirillales	Gammaproteobacteria	Pseudomonadota
Otu261	55601	4342224	fai	Vibrio_anguillarum_strain_90-11-286_genomic	new_strain	Vibrio anguillarum	Vibrio anguillarum	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota
Otu265.0	215813	4417868	fai	Dinoroseobacter_shibae_DFL_12_genomic	known_strain	Dinoroseobacter shibae	Dinoroseobacter shibae	Dinoroseobacter	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota
Otu271	351091	4470622	fai	Oscillibacter_valericigenes_Sjm18-20_genomic	known_strain	Oscillibacter valericigenes	Oscillibacter valericigenes	Oscillibacter	Oscillospiraceae	Eubacteriales	Clostridia	Bacillota
Otu274.0	186192	2269167	fai	Marinithermus_hydrothermalis_DSM_14884_genomic	known_strain	Marinithermus hydrothermalis	Marinithermus hydrothermalis	Marinithermus	Thermaceae	Thermales	Deinococci	Deinococcota
Otu279	859653	1343202	fai	alpha_proteobacterium_HIMB5_genomic	known_strain	alpha proteobacterium HIMB5	alpha proteobacterium HIMB5		Candidatus Pelagibacteraceae	Candidatus Pelagibacterales	Alphaproteobacteria	Pseudomonadota
Otu281.0	314275	4624578	fai	Alteromonas_macleodii_str_Ionian_Sea_U4_genomic	known_strain	Alteromonas mediterranea	Alteromonas mediterranea	Alteromonas	Alteromonadaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota
Otu282.0	28901	4900559	fai	Salmonella_enterica_subsp_enterica_serovar_Typhimurium_22792_genomic	new_strain	Salmonella enterica	Salmonella enterica	Salmonella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
Otu282.1	28901	4912568	fai	Salmonella_enterica_subsp_enterica_serovar_Typhimurium_22495_genomic	new_strain	Salmonella enterica	Salmonella enterica	Salmonella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
Otu283.0	873	4200534	fai	Desulfovibrio_africanus_str_Walvis_Bay_genomic	known_strain	Desulfocurvibacter africanus	Desulfocurvibacter africanus	Desulfocurvibacter	Desulfovibrionaceae	Desulfovibrionales	Desulfovibrionia	Thermodesulfobacteriota
Otu289	80852	4584079	fai	A-H-1309-4-4_S6_contigs	new_strain	Aliivibrio wodanis	Aliivibrio wodanis	Aliivibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota
Otu292.0	2434	4331234	fai	Roseobacter_denitrificans_OCh_114_genomic	known_strain	Roseobacter denitrificans	Roseobacter denitrificans	Roseobacter	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota
Otu293.0	154	2560222	fai	Spirochaeta_thermophila_DSM_6578_genomic	known_strain	Spirochaeta thermophila	Spirochaeta thermophila	Spirochaeta	Spirochaetaceae	Spirochaetales	Spirochaetia	Spirochaetota
Otu297.0	205844	5457578	fai	Novosphingobium_pentaromativorans_US6-1_genomic	known_strain	Novosphingobium pentaromativorans	Novosphingobium pentaromativorans	Novosphingobium	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota
Otu298	1883	8180260	fai	Streptomyces_pactum_strain_KLBMP_5084_genomic	known_strain	Streptomyces		Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota
Otu3.0	19	3665893	fai	Pelobacter_carbinolicus_DSM_2380_genomic	known_strain	Syntrophotalea carbinolica	Syntrophotalea carbinolica	Syntrophotalea	Syntrophotaleaceae	Desulfuromonadales	Desulfuromonadia	Thermodesulfobacteriota
Otu3.1	29542	3176363	fai	Pelobacter_acetylenicus_strain_DSM_3247_genomic	known_strain	Syntrophotalea acetylenica	Syntrophotalea acetylenica	Syntrophotalea	Syntrophotaleaceae	Desulfuromonadales	Desulfuromonadia	Thermodesulfobacteriota
Otu30.0	34067	2363215	fai	Cycloclasticus_sp_P1_genomic	known_strain	Cycloclasticus		Cycloclasticus	Piscirickettsiaceae	Thiotrichales	Gammaproteobacteria	Pseudomonadota
Otu301	404011	5396476	fai	Shewanella_piezotolerans_WP3_genomic	known_strain	Shewanella piezotolerans	Shewanella piezotolerans	Shewanella	Shewanellaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota
Otu302.0	167642	3132314	fai	Ilyobacter_polytropus_DSM_2926_genomic	known_strain	Ilyobacter polytropus	Ilyobacter polytropus	Ilyobacter	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteriota
Otu303.0	336261	1999646	fai	Thermovirga_lienii_DSM_17291_genomic	known_strain	Thermovirga lienii	Thermovirga lienii	Thermovirga	Thermovirgaceae	Synergistales	Synergistia	Synergistota
Otu304.0	65555	4023512	fai	Desulfocapsa_sulfexigens_DSM_10523_genomic	known_strain	Desulfocapsa sulfexigens	Desulfocapsa sulfexigens	Desulfocapsa	Desulfocapsaceae	Desulfobulbales	Desulfobulbia	Thermodesulfobacteriota
