accession	organism	species_taxid	level	contigs	genome_size	ftp	excluded	label	matched_to
GCA_000416925.1	Pseudomonas syringae pv. actinidiae ICMP 18886	317	Scaffold	1765	6034474	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/416/925/GCA_000416925.1_ASM41692v1/	na	unflagged_control	GCA_004683735.1
GCA_020035835.1	Mycobacterium tuberculosis	1773	Contig	1120	4693711	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/035/835/GCA_020035835.1_ASM2003583v1/	contaminated	flagged_contaminated	
GCA_003392405.1	Mycobacterium tuberculosis	1773	Contig	1147	4549390	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/392/405/GCA_003392405.1_ASM339240v1/	na	unflagged_control	GCA_020035835.1
GCA_934879895.1	Ruminococcus bicirculans (ex Wegman et al. 2014)	1160721	Scaffold	93	2871061	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/934/879/895/GCA_934879895.1_MTG246_bin.4.fa/	contaminated; derived from metagenome	flagged_contaminated	
GCA_027693235.1	Ruminococcus bicirculans (ex Wegman et al. 2014)	1160721	Scaffold	94	3003162	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/693/235/GCA_027693235.1_ASM2769323v1/	na	unflagged_control	GCA_934879895.1
GCA_051911955.1	Melissococcus plutonius	33970	Contig	155	2177394	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/911/955/GCA_051911955.1_ASM5191195v1/	contaminated	flagged_contaminated	
GCA_051488225.1	Melissococcus plutonius	33970	Contig	154	2137755	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/488/225/GCA_051488225.1_ASM5148822v1/	na	unflagged_control	GCA_051911955.1
GCA_947628625.1	Akkermansia muciniphila	239935	Contig	87	3628346	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/947/628/625/GCA_947628625.1_Lapin-016_bin78/	contaminated; derived from metagenome; genome length too large	flagged_contaminated	
GCA_051210235.1	Akkermansia muciniphila	239935	Contig	87	2955132	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/210/235/GCA_051210235.1_ASM5121023v1/	na	unflagged_control	GCA_947628625.1
GCA_948956695.1	Bifidobacterium pseudolongum subsp. globosum	1694	Scaffold	684	1613459	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/948/956/695/GCA_948956695.1_MGBC103017/	contaminated; derived from metagenome; fragmented assembly	flagged_contaminated	
GCA_009911435.1	Bifidobacterium pseudolongum	1694	Contig	146	2017681	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/911/435/GCA_009911435.1_ASM991143v1/	na	unflagged_control	GCA_948956695.1
GCA_009646745.1	Bacillus thuringiensis	1428	Contig	588	6109961	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/646/745/GCA_009646745.1_ASM964674v1/	contaminated	flagged_contaminated	
GCA_003046465.1	Bacillus thuringiensis	1428	Scaffold	593	5519270	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/046/465/GCA_003046465.1_ASM304646v1/	na	unflagged_control	GCA_009646745.1
GCA_900010375.1	Clostridioides difficile	1496	Contig	1569	4273711	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/010/375/GCA_900010375.1_Peptoclostridium_difficile/	contaminated	flagged_contaminated	
GCA_021284165.1	Clostridioides difficile	1496	Contig	1333	4102212	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/284/165/GCA_021284165.1_ASM2128416v1/	na	unflagged_control	GCA_900010375.1
GCA_900143445.1	Enterococcus faecium	1352	Scaffold	1176	3324337	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/143/445/GCA_900143445.1_Hp_5-7_05/	contaminated	flagged_contaminated	
GCA_900415785.1	Enterococcus faecium	1352	Contig	1200	3551727	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/415/785/GCA_900415785.1_Efm34/	na	unflagged_control	GCA_900143445.1
GCA_053538915.1	Pseudomonas aeruginosa	287	Contig	182	6998532	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/053/538/915/GCA_053538915.1_ASM5353891v1/	contaminated	flagged_contaminated	
GCA_000792155.1	Pseudomonas aeruginosa	287	Scaffold	182	6336142	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/792/155/GCA_000792155.1_AZPAE14977/	na	unflagged_control	GCA_053538915.1
GCA_036807445.1	Methanococcus maripaludis	39152	Scaffold	80	1783378	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/807/445/GCA_036807445.1_ASM3680744v1/	contaminated; derived from metagenome	flagged_contaminated	
GCA_040362185.1	Methanococcus maripaludis	39152	Scaffold	42	1755831	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/362/185/GCA_040362185.1_ASM4036218v1/	na	unflagged_control	GCA_036807445.1
GCA_019642435.1	Ralstonia insidiosa	190721	Contig	43	6194564	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/642/435/GCA_019642435.1_ASM1964243v1/	contaminated	flagged_contaminated	
GCA_002939165.1	Ralstonia insidiosa	190721	Contig	46	5924662	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/939/165/GCA_002939165.1_ASM293916v1/	na	unflagged_control	GCA_019642435.1
GCA_945830255.1	Lactobacillus johnsonii	33959	Contig	139	717529	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/945/830/255/GCA_945830255.1_SRR5976186_bin.32_metaWRAP_v1.3_MAG/	contaminated; derived from metagenome; genome length too small	flagged_contaminated	
GCA_002553695.1	Lactobacillus johnsonii	33959	Contig	142	1883555	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/553/695/GCA_002553695.1_ASM255369v1/	na	unflagged_control	GCA_945830255.1
GCA_948664125.1	Phocaeicola vulgatus	821	Scaffold	1628	3793094	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/948/664/125/GCA_948664125.1_MGBC144047/	contaminated; derived from metagenome; fragmented assembly; genome length too small	flagged_contaminated	
GCA_013368705.1	Phocaeicola vulgatus	821	Scaffold	842	5510537	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/368/705/GCA_013368705.1_ASM1336870v1/	na	unflagged_control	GCA_948664125.1
GCA_900012115.1	Clostridioides difficile	1496	Contig	556	4114762	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/012/115/GCA_900012115.1_Peptoclostridium_difficile/	contaminated	flagged_contaminated	
GCA_004317405.1	Clostridioides difficile	1496	Scaffold	556	4051088	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/317/405/GCA_004317405.1_ASM431740v1/	na	unflagged_control	GCA_900012115.1
GCA_946224825.1	Streptococcus mitis	28037	Contig	261	1982496	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/946/224/825/GCA_946224825.1_U98/	contaminated; from large multi-isolate project	flagged_contaminated	
GCA_001074635.1	Streptococcus mitis	28037	Contig	250	2084604	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/074/635/GCA_001074635.1_ASM107463v1/	na	unflagged_control	GCA_946224825.1
GCA_020342175.1	Escherichia coli	562	Contig	193	5321306	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/342/175/GCA_020342175.1_PDT000310613.2/	contaminated; from large multi-isolate project	flagged_contaminated	
GCA_000356685.2	Escherichia coli 2846750	562	Contig	193	5056530	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/356/685/GCA_000356685.2_ASM35668v2/	na	unflagged_control	GCA_020342175.1
GCA_003626165.1	Moraxella catarrhalis	480	Contig	102	2052688	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/626/165/GCA_003626165.1_ASM362616v1/	contaminated	flagged_contaminated	
GCA_009379245.1	Moraxella catarrhalis	480	Contig	103	1951068	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/379/245/GCA_009379245.1_ASM937924v1/	na	unflagged_control	GCA_003626165.1
GCA_020856335.1	Escherichia coli	562	Contig	176	5060518	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/856/335/GCA_020856335.1_PDT000809160.1/	contaminated; from large multi-isolate project	flagged_contaminated	
GCA_000179135.1	Escherichia coli MS 124-1	562	Contig	176	5394127	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/179/135/GCA_000179135.1_ASM17913v1/	na	unflagged_control	GCA_020856335.1
GCA_025273515.1	Escherichia coli	562	Contig	212	5203014	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/273/515/GCA_025273515.1_PDT001423132.1/	contaminated; from large multi-isolate project	flagged_contaminated	
GCA_000356425.2	Escherichia coli MP021561.3	562	Contig	212	5307180	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/356/425/GCA_000356425.2_ASM35642v2/	na	unflagged_control	GCA_025273515.1
GCA_032537225.1	Escherichia albertii	208962	Contig	199	5186945	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/537/225/GCA_032537225.1_PDT001815219.1/	contaminated; from large multi-isolate project	flagged_contaminated	
GCA_025753875.1	Escherichia albertii	208962	Contig	200	4914459	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/753/875/GCA_025753875.1_ASM2575387v1/	na	unflagged_control	GCA_032537225.1
GCA_900101235.1	Acinetobacter baumannii	470	Scaffold	1279	7923775	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/101/235/GCA_900101235.1_AB32_M/	contaminated; genome length too large	flagged_contaminated	
GCA_048565755.1	Acinetobacter baumannii	470	Scaffold	1294	3740815	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/565/755/GCA_048565755.1_ASM4856575v1/	na	unflagged_control	GCA_900101235.1
GCA_037952255.1	Listeria monocytogenes	1639	Scaffold	26	2927361	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/952/255/GCA_037952255.1_ASM3795225v1/	contaminated; from large multi-isolate project	flagged_contaminated	
GCA_000726445.1	Listeria monocytogenes	1639	Contig	26	3093711	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/726/445/GCA_000726445.1_ASM72644v1/	na	unflagged_control	GCA_037952255.1
GCA_963655755.1	Mitsuokella jalaludinii	187979	Scaffold	315	1887399	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/655/755/GCA_963655755.1_H07683-L1_cleanbin_000052_GreatApes/	contaminated; derived from metagenome; genome length too small	flagged_contaminated	
GCA_020539255.1	Mitsuokella jalaludinii	187979	Contig	200	2538229	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/539/255/GCA_020539255.1_ASM2053925v1/	na	unflagged_control	GCA_963655755.1
GCA_000940115.1	Escherichia coli	562	Contig	50	5498438	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/940/115/GCA_000940115.1_FHI20/	contaminated	flagged_contaminated	
GCA_000249135.2	Escherichia coli DEC1E	562	Contig	50	5153920	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/249/135/GCA_000249135.2_ASM24913v2/	na	unflagged_control	GCA_000940115.1
GCA_949002045.1	Mucispirillum schaedleri	248039	Scaffold	702	1606423	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/002/045/GCA_949002045.1_MGBC134763/	contaminated; derived from metagenome; fragmented assembly; genome length too small	flagged_contaminated	
GCA_932750835.1	Mucispirillum schaedleri	248039	Contig	104	2222762	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/932/750/835/GCA_932750835.1_Mucispirillum_schaedleri_JCM39204/	na	unflagged_control	GCA_949002045.1
GCA_948480955.1	Mucispirillum schaedleri	248039	Scaffold	645	1458649	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/948/480/955/GCA_948480955.1_MGBC155895/	contaminated; derived from metagenome; fragmented assembly; genome length too small	flagged_contaminated	
GCA_932750825.1	Mucispirillum schaedleri	248039	Contig	103	2212102	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/932/750/825/GCA_932750825.1_Mucispirillum_schaedleri_JCM39205/	na	unflagged_control	GCA_948480955.1
GCA_009394205.1	Escherichia coli	562	Scaffold	1430	5542384	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/394/205/GCA_009394205.1_ASM939420v1/	contaminated	flagged_contaminated	
GCA_006231765.1	Escherichia coli	562	Scaffold	1425	4629802	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/231/765/GCA_006231765.1_ASM623176v1/	na	unflagged_control	GCA_009394205.1
GCA_029997095.1	Escherichia coli	562	Contig	214	5201923	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/997/095/GCA_029997095.1_ASM2999709v1/	contaminated; from large multi-isolate project	flagged_contaminated	
GCA_000356925.2	Escherichia coli 2733950	562	Contig	214	5037682	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/356/925/GCA_000356925.2_ASM35692v2/	na	unflagged_control	GCA_029997095.1
GCA_053540385.1	Klebsiella pneumoniae	573	Scaffold	52	5187540	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/053/540/385/GCA_053540385.1_ASM5354038v1/	contaminated; from large multi-isolate project	flagged_contaminated	
GCA_000474635.1	Klebsiella pneumoniae 303K	573	Contig	52	5650292	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/474/635/GCA_000474635.1_Kp303K1.0/	na	unflagged_control	GCA_053540385.1
GCA_009891525.1	Enterococcus faecium	1352	Contig	65	3352775	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/891/525/GCA_009891525.1_ASM989152v1/	contaminated	flagged_contaminated	
GCA_000395645.1	Enterococcus faecium EnGen0168	1352	Scaffold	65	2894131	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/395/645/GCA_000395645.1_Ente_faec_UAA725_V1/	na	unflagged_control	GCA_009891525.1
GCA_024501755.1	Salmonella enterica	28901	Contig	175	5040297	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/501/755/GCA_024501755.1_ASM2450175v1/	contaminated; from large multi-isolate project	flagged_contaminated	
GCA_000748825.1	Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000205	28901	Contig	175	4648330	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/748/825/GCA_000748825.1_CFSAN000205_01.0/	na	unflagged_control	GCA_024501755.1
GCA_047654285.1	Salmonella enterica subsp. enterica serovar Enteritidis	28901	Scaffold	67	4729252	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/047/654/285/GCA_047654285.1_ASM4765428v1/	contaminated	flagged_contaminated	
GCA_000171295.1	Salmonella enterica subsp. enterica serovar Schwarzengrund str. SL480	28901	Contig	67	4761576	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/171/295/GCA_000171295.1_ASM17129v1/	na	unflagged_control	GCA_047654285.1
GCA_032477835.1	Streptococcus parasanguinis	1318	Contig	117	2281053	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/477/835/GCA_032477835.1_ASM3247783v1/	contaminated; derived from metagenome	flagged_contaminated	
GCA_001588725.1	Streptococcus parasanguinis	1318	Contig	117	2042421	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/588/725/GCA_001588725.1_ASM158872v1/	na	unflagged_control	GCA_032477835.1
GCA_900014155.1	Clostridioides difficile	1496	Contig	713	4217072	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/014/155/GCA_900014155.1_Peptoclostridium_difficile/	contaminated	flagged_contaminated	
GCA_019426615.1	Clostridioides difficile	1496	Scaffold	718	4359807	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/426/615/GCA_019426615.1_ASM1942661v1/	na	unflagged_control	GCA_900014155.1
GCA_025588875.1	Escherichia coli	562	Contig	84	5289701	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/588/875/GCA_025588875.1_PDT001442671.1/	contaminated; from large multi-isolate project	flagged_contaminated	
GCA_000194435.2	Escherichia coli 99.0741	562	Contig	84	5451210	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/194/435/GCA_000194435.2_ASM19443v2/	na	unflagged_control	GCA_025588875.1
GCA_019430025.1	Pseudomonas aeruginosa	287	Scaffold	439	6877719	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/430/025/GCA_019430025.1_ASM1943002v1/	contaminated	flagged_contaminated	
GCA_001750225.1	Pseudomonas aeruginosa	287	Contig	439	6842275	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/750/225/GCA_001750225.1_ASM175022v1/	na	unflagged_control	GCA_019430025.1
GCA_963542395.1	Actinomyces israelii	1659	Contig	457	3417496	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/542/395/GCA_963542395.1_SRR17738115_bin.2_MetaWRAP_v1.3_MAG/	contaminated; annotation fails MAG completeness check; derived from metagenome	flagged_contaminated	
GCA_000711965.1	Actinomyces israelii DSM 43320	1659	Scaffold	107	4025772	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/711/965/GCA_000711965.1_ASM71196v1/	na	unflagged_control	GCA_963542395.1
GCA_900148595.1	Enterococcus faecium	1352	Scaffold	171	2885836	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/148/595/GCA_900148595.1_Hp_5-10_05/	contaminated	flagged_contaminated	
GCA_002944075.1	Enterococcus faecium	1352	Contig	171	2810033	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/944/075/GCA_002944075.1_ASM294407v1/	na	unflagged_control	GCA_900148595.1
GCA_001073125.1	Stenotrophomonas maltophilia	40324	Scaffold	2344	6588421	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/073/125/GCA_001073125.1_ASM107312v1/	contaminated; fragmented assembly; genome length too large	flagged_contaminated	
GCA_010604425.1	Stenotrophomonas maltophilia	40324	Scaffold	1799	5205708	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/604/425/GCA_010604425.1_ASM1060442v1/	na	unflagged_control	GCA_001073125.1
GCA_013361095.1	Pseudanabaena biceps	927669	Scaffold	48	5569051	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/361/095/GCA_013361095.1_O153/	contaminated	flagged_contaminated	
GCA_000332215.1	Pseudanabaena biceps PCC 7429	927669	Contig	464	5476421	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/332/215/GCA_000332215.1_ASM33221v1/	na	unflagged_control	GCA_013361095.1
GCA_948919035.1	Bifidobacterium pseudolongum subsp. globosum	1694	Scaffold	638	1643481	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/948/919/035/GCA_948919035.1_MGBC103007/	contaminated; derived from metagenome; fragmented assembly	flagged_contaminated	
GCA_000771145.1	Bifidobacterium pseudolongum subsp. globosum DSM 20092	1694	Contig	63	1915040	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/771/145/GCA_000771145.1_DSM-20092/	na	unflagged_control	GCA_948919035.1
GCA_020741235.1	Bacteroides togonis	1917883	Contig	46	3393647	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/741/235/GCA_020741235.1_ASM2074123v1/	contaminated; derived from metagenome	flagged_contaminated	
GCA_900130135.1	Bacteroides togonis	1917883	Scaffold	30	3977103	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/130/135/GCA_900130135.1_PRJEB18269/	na	unflagged_control	GCA_020741235.1
GCA_032061905.1	Acinetobacter chengduensis	2420890	Scaffold	1688	2829610	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/061/905/GCA_032061905.1_ASM3206190v1/	contaminated; derived from metagenome; fragmented assembly	flagged_contaminated	
GCA_003664645.1	Acinetobacter chengduensis	2420890	Contig	89	3766665	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/664/645/GCA_003664645.1_ASM366464v1/	na	unflagged_control	GCA_032061905.1
GCA_050033625.1	Klebsiella pneumoniae	573	Contig	75	5635534	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/050/033/625/GCA_050033625.1_ASM5003362v1/	contaminated; from large multi-isolate project	flagged_contaminated	
GCA_000818615.1	Klebsiella pneumoniae	573	Scaffold	75	5554042	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/818/615/GCA_000818615.1_ASM81861v1/	na	unflagged_control	GCA_050033625.1
GCA_003402775.1	Serratia marcescens	615	Contig	1558	5520845	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/402/775/GCA_003402775.1_ASM340277v1/	contaminated	flagged_contaminated	
GCA_001940505.1	Serratia marcescens	615	Contig	1632	5850214	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/940/505/GCA_001940505.1_ASM194050v1/	na	unflagged_control	GCA_003402775.1
GCA_965150985.1	Pseudocoprococcus catus	116085	Contig	81	2882998	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/150/985/GCA_965150985.1_SRR20550330_metabat2_81/	contaminated; unverified source organism; derived from metagenome	flagged_contaminated	
GCA_019734885.1	Pseudocoprococcus catus	116085	Scaffold	69	3599035	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/734/885/GCA_019734885.1_ASM1973488v1/	na	unflagged_control	GCA_965150985.1
GCA_900008565.1	Clostridioides difficile	1496	Contig	429	4195746	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/008/565/GCA_900008565.1_Peptoclostridium_difficile/	contaminated	flagged_contaminated	
GCA_019427025.1	Clostridioides difficile	1496	Scaffold	429	4228721	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/427/025/GCA_019427025.1_ASM1942702v1/	na	unflagged_control	GCA_900008565.1
GCA_958425035.1	Gardnerella vaginalis	2702	Contig	204	1632381	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/958/425/035/GCA_958425035.1_ERR9492516_bin.15_MetaWRAP_v1.3_MAG/	contaminated; derived from metagenome	flagged_contaminated	
GCA_000414465.1	Gardnerella vaginalis JCP8481A	2702	Scaffold	204	1572875	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/414/465/GCA_000414465.1_ASM41446v1/	na	unflagged_control	GCA_958425035.1
GCA_900015055.1	Clostridioides difficile	1496	Contig	943	4165132	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/015/055/GCA_900015055.1_Peptoclostridium_difficile/	contaminated	flagged_contaminated	
GCA_021284285.1	Clostridioides difficile	1496	Contig	945	4160815	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/284/285/GCA_021284285.1_ASM2128428v1/	na	unflagged_control	GCA_900015055.1
GCA_036551665.1	Agathobaculum butyriciproducens	1628085	Contig	669	2143459	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/551/665/GCA_036551665.1_ASM3655166v1/	contaminated; derived from metagenome; fragmented assembly; genome length too small	flagged_contaminated	
GCA_040093675.1	Agathobaculum butyriciproducens	1628085	Contig	224	2695431	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/093/675/GCA_040093675.1_ASM4009367v1/	na	unflagged_control	GCA_036551665.1
GCA_017150775.1	Pandoraea nosoerga	2508296	Scaffold	1045	5337280	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/150/775/GCA_017150775.1_ASM1715077v1/	contaminated	flagged_contaminated	
GCA_017150735.1	Pandoraea nosoerga	2508296	Scaffold	725	5149053	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/150/735/GCA_017150735.1_ASM1715073v1/	na	unflagged_control	GCA_017150775.1
GCA_033551535.1	Escherichia coli	562	Contig	126	5619519	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/551/535/GCA_033551535.1_PDT001977483.1/	contaminated; from large multi-isolate project	flagged_contaminated	
GCA_000259385.1	Escherichia coli NCCP15647	562	Contig	126	5146299	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/259/385/GCA_000259385.1_NCCP15647_1.0/	na	unflagged_control	GCA_033551535.1
GCA_029999795.1	Escherichia coli	562	Contig	133	5291250	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/999/795/GCA_029999795.1_ASM2999979v1/	contaminated; from large multi-isolate project	flagged_contaminated	
GCA_000358205.2	Escherichia coli P0304777.11	562	Contig	133	5092288	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/358/205/GCA_000358205.2_ASM35820v2/	na	unflagged_control	GCA_029999795.1
GCA_008000045.1	Acinetobacter baumannii	470	Scaffold	1535	4466520	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/000/045/GCA_008000045.1_ASM800004v1/	contaminated	flagged_contaminated	
GCA_031922225.1	Acinetobacter baumannii	470	Contig	1554	4420936	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/922/225/GCA_031922225.1_ASM3192222v1/	na	unflagged_control	GCA_008000045.1
GCA_954778435.1	Staphylococcus aureus	1280	Scaffold	219	2760565	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/954/778/435/GCA_954778435.1_J00543/	contaminated	flagged_contaminated	
GCA_001046215.1	Staphylococcus aureus	1280	Contig	220	2955223	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/046/215/GCA_001046215.1_ASM104621v1/	na	unflagged_control	GCA_954778435.1
GCA_001339675.1	Streptococcus pneumoniae	1313	Scaffold	527	2531169	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/339/675/GCA_001339675.1_6755_1_20/	contaminated	flagged_contaminated	
GCA_001138765.1	Streptococcus pneumoniae	1313	Scaffold	535	2122765	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/138/765/GCA_001138765.1_6830_3_6/	na	unflagged_control	GCA_001339675.1
GCA_944738955.1	Staphylococcus coagulans	74706	Scaffold	242	2488561	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/944/738/955/GCA_944738955.1_21S00072-1/	contaminated; from large multi-isolate project	flagged_contaminated	
GCA_002901995.1	Staphylococcus coagulans	74706	Scaffold	172	2443567	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/901/995/GCA_002901995.1_ASM290199v1/	na	unflagged_control	GCA_944738955.1
GCA_000615645.1	Phocaeicola sartorii JCM 16497	671267	Contig	694	5907908	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/615/645/GCA_000615645.1_ASM61564v1/	contaminated; not used as type	flagged_contaminated	
GCA_009911015.1	Phocaeicola sartorii	671267	Contig	171	5118265	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/911/015/GCA_009911015.1_ASM991101v1/	na	unflagged_control	GCA_000615645.1
GCA_017571195.1	Staphylococcus epidermidis	1282	Contig	84	2862133	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/571/195/GCA_017571195.1_ASM1757119v1/	contaminated; many frameshifted proteins	flagged_contaminated	
GCA_001072875.1	Staphylococcus epidermidis	1282	Scaffold	84	2566575	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/072/875/GCA_001072875.1_ASM107287v1/	na	unflagged_control	GCA_017571195.1
GCA_949091295.1	Lactobacillus johnsonii	33959	Scaffold	680	1336611	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/091/295/GCA_949091295.1_MGBC142434/	contaminated; derived from metagenome; fragmented assembly; genome length too small	flagged_contaminated	
GCA_001270785.1	Lactobacillus johnsonii 16	33959	Contig	156	1787772	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/270/785/GCA_001270785.1_ASM127078v1/	na	unflagged_control	GCA_949091295.1
